stress_axis,stress_level,method,n,task_success,task_success_ci95,safety_violation,safety_violation_ci95,authority_regret,authority_regret_ci95,human_burden,human_burden_ci95,late_handoff,late_handoff_ci95,handoff_churn,handoff_churn_ci95,recovery_success,recovery_success_ci95,intervention_cost,intervention_cost_ci95,boundary_calibration_error,boundary_calibration_error_ci95,override_precision,override_precision_ci95,unsafe_autonomy,unsafe_autonomy_ci95,robust_utility,robust_utility_ci95
human_delay,0.60,cbf_safety_filter,10,0.385000,0.036506,0.174167,0.019241,0.293462,0.000660,0.349742,0.001384,0.369037,0.000362,0.377323,0.001246,0.631459,0.000675,0.241402,0.000677,0.271481,0.000994,0.533743,0.000622,0.110479,0.000314,0.041765,0.033154
human_delay,0.60,confidence_threshold_shared_control,10,0.103333,0.015049,0.320833,0.024379,0.471357,0.000812,0.906892,0.001013,0.469990,0.000805,0.507130,0.001286,0.322033,0.000997,0.395261,0.000594,0.341311,0.000750,0.344471,0.001159,0.063257,0.000128,-0.580894,0.023365
human_delay,0.60,mpc_risk_arbitration,10,0.405000,0.032503,0.195000,0.025092,0.273022,0.000737,0.397099,0.000857,0.353287,0.001060,0.387140,0.001008,0.699879,0.000450,0.308793,0.000505,0.252023,0.000875,0.564057,0.001041,0.122808,0.000283,0.042669,0.038991
human_delay,0.60,pomdp_handoff_policy,10,0.327500,0.023360,0.230000,0.034105,0.311256,0.000536,0.581224,0.000747,0.378302,0.000917,0.427563,0.001317,0.628594,0.000964,0.369777,0.000431,0.261862,0.000785,0.524318,0.001100,0.094675,0.000262,-0.130934,0.030767
human_delay,0.60,recovery_aware_mpc,10,0.401667,0.026539,0.214167,0.018229,0.286897,0.000728,0.443986,0.001193,0.349095,0.000973,0.397875,0.001620,0.748120,0.000688,0.356096,0.000557,0.261928,0.000825,0.554249,0.001123,0.119496,0.000524,0.011242,0.028044
human_delay,0.80,authority_boundary_v5,10,0.260833,0.027119,0.216667,0.016869,0.351282,0.000640,0.753734,0.000903,0.416129,0.001240,0.458464,0.000791,0.585791,0.000932,0.406868,0.000580,0.281931,0.000352,0.504119,0.000899,0.058618,0.000216,-0.257637,0.027435
human_delay,0.80,bayesian_authority_allocation,10,0.232500,0.018294,0.259167,0.022899,0.371741,0.000637,0.778404,0.001139,0.451554,0.000767,0.448626,0.001033,0.505938,0.000913,0.400104,0.000677,0.282091,0.000551,0.464272,0.000799,0.058769,0.000145,-0.333554,0.024916
human_delay,0.80,cbf_safety_filter,10,0.369167,0.030024,0.163333,0.024735,0.301746,0.000523,0.372468,0.000765,0.404594,0.000934,0.378048,0.000976,0.623008,0.000602,0.253998,0.000606,0.272184,0.000559,0.533723,0.000368,0.106831,0.000336,0.017411,0.031487
human_delay,0.80,confidence_threshold_shared_control,10,0.081667,0.018829,0.326667,0.024079,0.479419,0.000706,0.928231,0.000875,0.504710,0.000918,0.508433,0.001206,0.313592,0.000983,0.407800,0.000629,0.342680,0.000529,0.344467,0.000934,0.063245,0.000095,-0.620955,0.027133
human_delay,0.80,mpc_risk_arbitration,10,0.397500,0.013998,0.216667,0.016514,0.281737,0.000735,0.418462,0.001580,0.388706,0.000860,0.388264,0.000704,0.691318,0.001029,0.321504,0.000446,0.252860,0.000595,0.563921,0.000686,0.118367,0.000312,0.006672,0.013749
human_delay,0.80,pomdp_handoff_policy,10,0.295000,0.030818,0.219167,0.020952,0.318719,0.000545,0.602575,0.001393,0.413927,0.000994,0.427842,0.000860,0.620516,0.000947,0.381826,0.000475,0.262342,0.000523,0.524547,0.000905,0.089793,0.000468,-0.171292,0.034383
human_delay,0.80,recovery_aware_mpc,10,0.386667,0.034105,0.205833,0.019333,0.294673,0.000761,0.465266,0.001151,0.384803,0.000963,0.398436,0.000826,0.740314,0.000985,0.369055,0.000588,0.262412,0.000517,0.554286,0.001310,0.115025,0.000351,-0.013343,0.039941
human_delay,1.00,authority_boundary_v5,10,0.254167,0.020839,0.245833,0.021812,0.360998,0.000631,0.779212,0.000731,0.451738,0.000715,0.469132,0.000944,0.576484,0.000844,0.419223,0.000643,0.287480,0.000685,0.497701,0.001007,0.053569,0.000258,-0.299888,0.024221
human_delay,1.00,bayesian_authority_allocation,10,0.195000,0.020689,0.270000,0.019203,0.381392,0.000403,0.803304,0.001328,0.487220,0.000949,0.459081,0.000943,0.496645,0.000668,0.412316,0.000825,0.287877,0.000664,0.457434,0.000959,0.054822,0.000337,-0.395086,0.028101
human_delay,1.00,cbf_safety_filter,10,0.346667,0.027244,0.180000,0.022996,0.312028,0.000541,0.398389,0.000899,0.440244,0.000906,0.389452,0.000903,0.613204,0.000572,0.266036,0.000778,0.277675,0.000609,0.526991,0.000493,0.103041,0.000253,-0.033274,0.029341
human_delay,1.00,confidence_threshold_shared_control,10,0.046667,0.012463,0.348333,0.024926,0.488192,0.000747,0.952295,0.001115,0.540928,0.000518,0.519071,0.001133,0.303161,0.000753,0.418262,0.000653,0.347598,0.000551,0.337367,0.000738,0.063309,0.000111,-0.686309,0.020138
human_delay,1.00,mpc_risk_arbitration,10,0.358334,0.032302,0.209166,0.022375,0.290468,0.000971,0.444119,0.001157,0.424022,0.000748,0.399628,0.001405,0.681570,0.000846,0.333374,0.000548,0.258093,0.000538,0.557315,0.000975,0.114146,0.000446,-0.045166,0.038333
human_delay,1.00,pomdp_handoff_policy,10,0.292500,0.025934,0.225000,0.021641,0.327840,0.000666,0.626649,0.000804,0.449312,0.000771,0.439309,0.000876,0.610337,0.001088,0.393571,0.000514,0.267639,0.000592,0.517876,0.001064,0.084735,0.000327,-0.194493,0.024496
human_delay,1.00,recovery_aware_mpc,10,0.352500,0.029324,0.225833,0.016233,0.304635,0.000593,0.489673,0.001125,0.420009,0.001013,0.409160,0.000915,0.730538,0.000543,0.381136,0.000527,0.267081,0.000865,0.548736,0.001023,0.110330,0.000355,-0.077168,0.030653
intent_ambiguity,0.00,authority_boundary_v5,10,0.380833,0.031844,0.245833,0.030726,0.316010,0.000647,0.663781,0.000946,0.298331,0.000976,0.401068,0.001065,0.621161,0.000829,0.369523,0.000711,0.256413,0.000726,0.535496,0.000951,0.078360,0.000298,-0.093014,0.042699
intent_ambiguity,0.00,bayesian_authority_allocation,10,0.291667,0.021226,0.260000,0.023956,0.336787,0.000775,0.687498,0.001178,0.334071,0.000535,0.390315,0.001007,0.542514,0.000667,0.362292,0.000632,0.256407,0.000753,0.495632,0.001172,0.079775,0.000246,-0.211847,0.021220
intent_ambiguity,0.00,cbf_safety_filter,10,0.421667,0.020832,0.165833,0.017122,0.267644,0.000506,0.283054,0.001153,0.287199,0.001048,0.320800,0.000899,0.658174,0.001181,0.216037,0.000838,0.245895,0.000513,0.565628,0.000951,0.118515,0.000620,0.130609,0.021119
intent_ambiguity,0.00,confidence_threshold_shared_control,10,0.151667,0.020775,0.329167,0.024621,0.444074,0.000587,0.838210,0.001164,0.387771,0.000763,0.450854,0.000836,0.347807,0.000643,0.369349,0.000372,0.316053,0.000543,0.375759,0.001035,0.063051,0.000130,-0.489862,0.032009
intent_ambiguity,0.00,mpc_risk_arbitration,10,0.457500,0.037122,0.212500,0.024741,0.246382,0.000852,0.328035,0.000936,0.271047,0.000733,0.330768,0.001128,0.726550,0.000728,0.283747,0.000766,0.225950,0.000422,0.595000,0.000783,0.133854,0.000521,0.132116,0.027270
intent_ambiguity,0.00,pomdp_handoff_policy,10,0.377500,0.014208,0.235833,0.022189,0.283528,0.000787,0.512511,0.000723,0.295742,0.000725,0.370213,0.001031,0.655957,0.000813,0.344109,0.000348,0.236076,0.000331,0.554990,0.000757,0.108043,0.000316,-0.036280,0.021543
intent_ambiguity,0.00,recovery_aware_mpc,10,0.464166,0.033211,0.210833,0.014821,0.260767,0.000728,0.374630,0.001374,0.266697,0.001143,0.341056,0.001515,0.776011,0.001028,0.331142,0.000634,0.236022,0.000654,0.585935,0.000610,0.131348,0.000445,0.123716,0.030705
intent_ambiguity,0.20,authority_boundary_v5,10,0.341667,0.019781,0.229167,0.020408,0.326102,0.001161,0.688914,0.001361,0.322743,0.001171,0.432825,0.001616,0.612069,0.000939,0.375659,0.000762,0.270701,0.000597,0.518232,0.001122,0.073225,0.000444,-0.139460,0.027619
intent_ambiguity,0.20,bayesian_authority_allocation,10,0.305000,0.020973,0.253333,0.026583,0.346830,0.000515,0.712882,0.001263,0.358510,0.001321,0.423411,0.001403,0.531323,0.001037,0.368498,0.000766,0.270951,0.000558,0.477347,0.000905,0.074080,0.000433,-0.212381,0.019005
intent_ambiguity,0.20,cbf_safety_filter,10,0.427500,0.032671,0.170833,0.021675,0.277524,0.000774,0.307722,0.001229,0.310840,0.001295,0.352654,0.001025,0.648241,0.000854,0.221994,0.000457,0.260421,0.000692,0.548194,0.001068,0.116193,0.000460,0.115956,0.032742
intent_ambiguity,0.20,confidence_threshold_shared_control,10,0.130000,0.016188,0.299167,0.023788,0.454173,0.000636,0.863617,0.001175,0.411440,0.001288,0.482880,0.001368,0.338842,0.000670,0.375536,0.000805,0.330429,0.000633,0.358184,0.001000,0.062972,0.000116,-0.510517,0.025618
intent_ambiguity,0.20,mpc_risk_arbitration,10,0.449167,0.021566,0.191667,0.025068,0.256377,0.000573,0.353023,0.001258,0.295652,0.001228,0.363830,0.001445,0.717147,0.000942,0.289606,0.000636,0.240997,0.000826,0.578139,0.000614,0.130649,0.000298,0.118961,0.027383
intent_ambiguity,0.20,pomdp_handoff_policy,10,0.353333,0.024735,0.202500,0.024476,0.293335,0.000792,0.538094,0.001190,0.320082,0.001612,0.403257,0.001588,0.646222,0.000807,0.350907,0.000556,0.250893,0.000847,0.537784,0.001257,0.103937,0.000559,-0.057690,0.030195
intent_ambiguity,0.20,recovery_aware_mpc,10,0.443333,0.030683,0.193333,0.018671,0.270343,0.000456,0.400290,0.001234,0.291145,0.001127,0.372741,0.001344,0.765514,0.000843,0.336835,0.000689,0.250412,0.000577,0.568155,0.000800,0.127840,0.000431,0.096057,0.034885
intent_ambiguity,0.40,authority_boundary_v5,10,0.304167,0.023887,0.236667,0.027135,0.335313,0.000557,0.714277,0.001387,0.346683,0.001091,0.464762,0.000920,0.602140,0.000841,0.382096,0.000729,0.285067,0.000759,0.500294,0.001179,0.068080,0.000410,-0.199100,0.029257
intent_ambiguity,0.40,bayesian_authority_allocation,10,0.264167,0.024232,0.274167,0.025704,0.355774,0.000712,0.739043,0.001101,0.381881,0.000791,0.454293,0.001632,0.522456,0.000970,0.375204,0.000268,0.285314,0.000673,0.460366,0.000885,0.067969,0.000350,-0.283471,0.032933
intent_ambiguity,0.40,cbf_safety_filter,10,0.390000,0.020775,0.184167,0.021703,0.286305,0.000671,0.333205,0.001251,0.334498,0.001197,0.383862,0.000697,0.639413,0.000868,0.228340,0.000599,0.275259,0.001084,0.530048,0.001113,0.113918,0.000415,0.053007,0.024291
intent_ambiguity,0.40,confidence_threshold_shared_control,10,0.120000,0.011472,0.300000,0.023227,0.463310,0.000594,0.889199,0.001125,0.435549,0.000824,0.515125,0.001713,0.329542,0.000820,0.381780,0.000530,0.345319,0.000610,0.340164,0.000739,0.063391,0.000141,-0.538553,0.022339
intent_ambiguity,0.40,mpc_risk_arbitration,10,0.399167,0.039520,0.196667,0.024854,0.265549,0.000524,0.378837,0.001083,0.319376,0.001081,0.394425,0.000918,0.707612,0.000807,0.296320,0.000528,0.255706,0.000673,0.560657,0.001064,0.127086,0.000487,0.048471,0.053089
intent_ambiguity,0.40,pomdp_handoff_policy,10,0.364167,0.023105,0.248333,0.028269,0.303332,0.000582,0.562113,0.001019,0.343960,0.001092,0.434024,0.001359,0.637208,0.000706,0.356763,0.000722,0.265050,0.000748,0.520204,0.000981,0.099196,0.000264,-0.092356,0.028986
intent_ambiguity,0.40,recovery_aware_mpc,10,0.437500,0.023131,0.196667,0.022996,0.278985,0.000827,0.424938,0.000836,0.314810,0.001394,0.403873,0.001039,0.757026,0.000554,0.343565,0.000300,0.265468,0.000799,0.550247,0.000696,0.123831,0.000219,0.071207,0.022209
intent_ambiguity,0.60,authority_boundary_v5,10,0.331667,0.040142,0.226667,0.020342,0.344703,0.000568,0.739506,0.001557,0.369226,0.001139,0.496081,0.000953,0.593403,0.000719,0.387669,0.000701,0.299308,0.000501,0.483402,0.000593,0.062761,0.000458,-0.182424,0.044045
intent_ambiguity,0.60,bayesian_authority_allocation,10,0.265000,0.018671,0.270000,0.020973,0.365102,0.000667,0.763365,0.000852,0.405749,0.000661,0.485050,0.001653,0.513469,0.000480,0.380702,0.000687,0.299635,0.000824,0.443054,0.001096,0.062730,0.000258,-0.297001,0.025712
intent_ambiguity,0.60,cbf_safety_filter,10,0.373333,0.009367,0.172500,0.017566,0.295372,0.000602,0.357883,0.000804,0.358439,0.000902,0.415711,0.000637,0.630106,0.000576,0.234805,0.000645,0.289388,0.000847,0.513180,0.000870,0.111230,0.000501,0.026341,0.014436
intent_ambiguity,0.60,confidence_threshold_shared_control,10,0.093333,0.012838,0.339167,0.023105,0.472980,0.000449,0.913109,0.001185,0.458471,0.001084,0.545259,0.000757,0.319629,0.001154,0.387808,0.000583,0.358601,0.000504,0.323640,0.000757,0.063884,0.000159,-0.606338,0.019218
intent_ambiguity,0.60,mpc_risk_arbitration,10,0.416667,0.020660,0.230833,0.021373,0.274013,0.000436,0.402963,0.000840,0.342826,0.000809,0.426473,0.000990,0.698501,0.000935,0.302092,0.000777,0.269552,0.000692,0.543374,0.001027,0.123455,0.000284,0.027977,0.028807
intent_ambiguity,0.60,pomdp_handoff_policy,10,0.342500,0.020725,0.225833,0.021974,0.313100,0.000922,0.587715,0.001334,0.367038,0.001068,0.466837,0.000783,0.627166,0.000643,0.362731,0.000789,0.279082,0.000396,0.503314,0.000665,0.094523,0.000398,-0.117689,0.019385
intent_ambiguity,0.60,recovery_aware_mpc,10,0.413333,0.037262,0.214167,0.033032,0.288281,0.000639,0.450509,0.000862,0.337662,0.000870,0.435947,0.000675,0.748064,0.000728,0.349761,0.000595,0.279289,0.000488,0.533065,0.000850,0.119982,0.000344,0.018887,0.036800
intent_ambiguity,0.80,authority_boundary_v5,10,0.290833,0.025589,0.240000,0.019448,0.353343,0.000521,0.765410,0.000972,0.395637,0.000730,0.522612,0.001233,0.584280,0.000935,0.394670,0.000700,0.319964,0.000719,0.458936,0.001375,0.057840,0.000277,-0.248741,0.029927
intent_ambiguity,0.80,bayesian_authority_allocation,10,0.195833,0.025333,0.255000,0.020254,0.374385,0.000706,0.789049,0.000954,0.431287,0.001165,0.513478,0.000899,0.503565,0.000849,0.387173,0.000596,0.320423,0.000612,0.419154,0.000679,0.058654,0.000267,-0.374290,0.028704
intent_ambiguity,0.80,cbf_safety_filter,10,0.361667,0.019509,0.175833,0.012757,0.304824,0.000636,0.384462,0.001263,0.384732,0.000878,0.442527,0.001043,0.620446,0.001293,0.241001,0.000591,0.310071,0.000539,0.489011,0.000976,0.108802,0.000228,-0.004951,0.018806
intent_ambiguity,0.80,confidence_threshold_shared_control,10,0.070000,0.011978,0.338333,0.032866,0.481760,0.000841,0.939802,0.001066,0.485140,0.000947,0.573253,0.000685,0.310978,0.000578,0.394601,0.000641,0.380120,0.000410,0.299538,0.000849,0.064539,0.000157,-0.646754,0.027798
intent_ambiguity,0.80,mpc_risk_arbitration,10,0.390000,0.030196,0.199167,0.016233,0.283888,0.000653,0.430006,0.000679,0.369269,0.001250,0.452594,0.000925,0.688833,0.000465,0.308083,0.000741,0.290462,0.000546,0.518548,0.000624,0.120229,0.000240,0.003247,0.030116
intent_ambiguity,0.80,pomdp_handoff_policy,10,0.305833,0.024717,0.225000,0.027547,0.321066,0.000756,0.613539,0.000517,0.393440,0.001118,0.492843,0.000901,0.618756,0.000676,0.369005,0.000564,0.300058,0.000540,0.479060,0.000983,0.090153,0.000252,-0.170674,0.026560
intent_ambiguity,0.80,recovery_aware_mpc,10,0.396667,0.022209,0.219167,0.026899,0.298591,0.000751,0.477009,0.001552,0.364500,0.000722,0.462736,0.000953,0.738589,0.001001,0.356772,0.000824,0.300467,0.000743,0.508823,0.000824,0.116253,0.000491,-0.018785,0.035514
intent_ambiguity,1.00,authority_boundary_v5,10,0.278334,0.019048,0.260000,0.030683,0.358685,0.000712,0.778791,0.001169,0.410041,0.000979,0.534205,0.000834,0.579506,0.000893,0.396844,0.000473,0.337149,0.000727,0.439947,0.000795,0.055811,0.000367,-0.282483,0.028392
intent_ambiguity,1.00,bayesian_authority_allocation,10,0.213333,0.025791,0.260833,0.030024,0.379436,0.001018,0.803884,0.000993,0.445690,0.000828,0.525279,0.000786,0.499498,0.001107,0.389641,0.000979,0.337081,0.000324,0.399932,0.000683,0.056651,0.000198,-0.369523,0.032765
intent_ambiguity,1.00,cbf_safety_filter,10,0.359167,0.031601,0.181667,0.021058,0.310025,0.000835,0.398259,0.000890,0.398346,0.000851,0.454555,0.001186,0.617035,0.000729,0.243601,0.000686,0.326692,0.000439,0.470339,0.001125,0.108634,0.000385,-0.019834,0.036922
intent_ambiguity,1.00,confidence_threshold_shared_control,10,0.072500,0.015409,0.311667,0.017759,0.487225,0.000563,0.954023,0.001143,0.499634,0.000878,0.584455,0.000898,0.305798,0.000924,0.397490,0.000556,0.396651,0.000604,0.279745,0.000666,0.065241,0.000167,-0.636866,0.016153
intent_ambiguity,1.00,mpc_risk_arbitration,10,0.383333,0.019930,0.195833,0.013611,0.289592,0.000434,0.444136,0.001198,0.383240,0.000818,0.464670,0.001005,0.685046,0.001062,0.311079,0.000561,0.306850,0.000686,0.499283,0.000841,0.118830,0.000388,-0.010457,0.023826
intent_ambiguity,1.00,pomdp_handoff_policy,10,0.278333,0.022209,0.245000,0.023125,0.326529,0.000436,0.628440,0.001083,0.407806,0.000868,0.504663,0.000667,0.613622,0.000789,0.371633,0.000654,0.316886,0.000699,0.460597,0.000970,0.087939,0.000295,-0.219907,0.028794
intent_ambiguity,1.00,recovery_aware_mpc,10,0.380833,0.019638,0.247500,0.030803,0.302785,0.000683,0.491029,0.001075,0.379059,0.000767,0.474460,0.000943,0.733173,0.000810,0.359377,0.000655,0.316943,0.000487,0.489718,0.000659,0.114671,0.000351,-0.061028,0.025449
