stress_axis,stress_level,method,metric,mean,ci95,n
authority_churn,0.00,cbf_safety_filter,recovery_success,0.648925,0.000813,10
authority_churn,0.00,cbf_safety_filter,intervention_cost,0.220540,0.000574,10
authority_churn,0.00,cbf_safety_filter,boundary_calibration_error,0.272130,0.000731,10
authority_churn,0.00,cbf_safety_filter,override_precision,0.533934,0.001176,10
authority_churn,0.00,cbf_safety_filter,unsafe_autonomy,0.109745,0.000199,10
authority_churn,0.00,cbf_safety_filter,robust_utility,0.104265,0.020094,10
authority_churn,0.00,confidence_threshold_shared_control,task_success,0.138333,0.012463,10
authority_churn,0.00,confidence_threshold_shared_control,safety_violation,0.321667,0.029137,10
authority_churn,0.00,confidence_threshold_shared_control,authority_regret,0.452939,0.001027,10
authority_churn,0.00,confidence_threshold_shared_control,human_burden,0.883917,0.001498,10
authority_churn,0.00,confidence_threshold_shared_control,late_handoff,0.430271,0.001482,10
authority_churn,0.00,confidence_threshold_shared_control,handoff_churn,0.428141,0.001685,10
authority_churn,0.00,confidence_threshold_shared_control,recovery_success,0.338747,0.001013,10
authority_churn,0.00,confidence_threshold_shared_control,intervention_cost,0.374632,0.000461,10
authority_churn,0.00,confidence_threshold_shared_control,boundary_calibration_error,0.341431,0.001144,10
authority_churn,0.00,confidence_threshold_shared_control,override_precision,0.344927,0.001313,10
authority_churn,0.00,confidence_threshold_shared_control,unsafe_autonomy,0.061966,0.000115,10
authority_churn,0.00,confidence_threshold_shared_control,robust_utility,-0.517058,0.018911,10
authority_churn,0.00,mpc_risk_arbitration,task_success,0.458333,0.020516,10
authority_churn,0.00,mpc_risk_arbitration,safety_violation,0.180833,0.020667,10
authority_churn,0.00,mpc_risk_arbitration,authority_regret,0.254934,0.000627,10
authority_churn,0.00,mpc_risk_arbitration,human_burden,0.373252,0.000902,10
authority_churn,0.00,mpc_risk_arbitration,late_handoff,0.314371,0.001270,10
authority_churn,0.00,mpc_risk_arbitration,handoff_churn,0.307897,0.001425,10
authority_churn,0.00,mpc_risk_arbitration,recovery_success,0.716991,0.000633,10
authority_churn,0.00,mpc_risk_arbitration,intervention_cost,0.287780,0.000376,10
authority_churn,0.00,mpc_risk_arbitration,boundary_calibration_error,0.251375,0.000792,10
authority_churn,0.00,mpc_risk_arbitration,override_precision,0.563998,0.000980,10
authority_churn,0.00,mpc_risk_arbitration,unsafe_autonomy,0.123798,0.000324,10
authority_churn,0.00,mpc_risk_arbitration,robust_utility,0.134237,0.012647,10
authority_churn,0.00,pomdp_handoff_policy,task_success,0.381667,0.018985,10
authority_churn,0.00,pomdp_handoff_policy,safety_violation,0.223333,0.027091,10
authority_churn,0.00,pomdp_handoff_policy,authority_regret,0.293332,0.000740,10
authority_churn,0.00,pomdp_handoff_policy,human_burden,0.556984,0.001553,10
authority_churn,0.00,pomdp_handoff_policy,late_handoff,0.339054,0.001024,10
authority_churn,0.00,pomdp_handoff_policy,handoff_churn,0.347288,0.001139,10
authority_churn,0.00,pomdp_handoff_policy,recovery_success,0.645602,0.001286,10
authority_churn,0.00,pomdp_handoff_policy,intervention_cost,0.348899,0.000659,10
authority_churn,0.00,pomdp_handoff_policy,boundary_calibration_error,0.262095,0.000564,10
authority_churn,0.00,pomdp_handoff_policy,override_precision,0.523843,0.001191,10
authority_churn,0.00,pomdp_handoff_policy,unsafe_autonomy,0.097343,0.000290,10
authority_churn,0.00,pomdp_handoff_policy,robust_utility,-0.042974,0.030499,10
authority_churn,0.00,recovery_aware_mpc,task_success,0.444167,0.031470,10
authority_churn,0.00,recovery_aware_mpc,safety_violation,0.202500,0.020379,10
authority_churn,0.00,recovery_aware_mpc,authority_regret,0.269585,0.000380,10
authority_churn,0.00,recovery_aware_mpc,human_burden,0.420720,0.001141,10
authority_churn,0.00,recovery_aware_mpc,late_handoff,0.311162,0.001381,10
authority_churn,0.00,recovery_aware_mpc,handoff_churn,0.317782,0.001360,10
authority_churn,0.00,recovery_aware_mpc,recovery_success,0.765126,0.000947,10
authority_churn,0.00,recovery_aware_mpc,intervention_cost,0.335918,0.000621,10
authority_churn,0.00,recovery_aware_mpc,boundary_calibration_error,0.262429,0.000895,10
authority_churn,0.00,recovery_aware_mpc,override_precision,0.554410,0.000896,10
authority_churn,0.00,recovery_aware_mpc,unsafe_autonomy,0.120585,0.000315,10
authority_churn,0.00,recovery_aware_mpc,robust_utility,0.089946,0.036936,10
authority_churn,0.20,authority_boundary_v5,task_success,0.313333,0.022996,10
authority_churn,0.20,authority_boundary_v5,safety_violation,0.265833,0.022639,10
authority_churn,0.20,authority_boundary_v5,authority_regret,0.329944,0.000863,10
authority_churn,0.20,authority_boundary_v5,human_burden,0.708681,0.000628,10
authority_churn,0.20,authority_boundary_v5,late_handoff,0.341362,0.001439,10
authority_churn,0.20,authority_boundary_v5,handoff_churn,0.418660,0.001390,10
authority_churn,0.20,authority_boundary_v5,recovery_success,0.607800,0.001090,10
authority_churn,0.20,authority_boundary_v5,intervention_cost,0.377413,0.000647,10
authority_churn,0.20,authority_boundary_v5,boundary_calibration_error,0.282447,0.000723,10
authority_churn,0.20,authority_boundary_v5,override_precision,0.503980,0.000898,10
authority_churn,0.20,authority_boundary_v5,unsafe_autonomy,0.068223,0.000196,10
authority_churn,0.20,authority_boundary_v5,robust_utility,-0.198027,0.018932,10
authority_churn,0.20,bayesian_authority_allocation,task_success,0.261667,0.026805,10
authority_churn,0.20,bayesian_authority_allocation,safety_violation,0.256667,0.020917,10
authority_churn,0.20,bayesian_authority_allocation,authority_regret,0.350048,0.000790,10
authority_churn,0.20,bayesian_authority_allocation,human_burden,0.733476,0.001554,10
authority_churn,0.20,bayesian_authority_allocation,late_handoff,0.376852,0.001278,10
authority_churn,0.20,bayesian_authority_allocation,handoff_churn,0.407933,0.001084,10
authority_churn,0.20,bayesian_authority_allocation,recovery_success,0.528337,0.001126,10
authority_churn,0.20,bayesian_authority_allocation,intervention_cost,0.370790,0.000869,10
authority_churn,0.20,bayesian_authority_allocation,boundary_calibration_error,0.281837,0.000441,10
authority_churn,0.20,bayesian_authority_allocation,override_precision,0.464142,0.000685,10
authority_churn,0.20,bayesian_authority_allocation,unsafe_autonomy,0.068341,0.000431,10
authority_churn,0.20,bayesian_authority_allocation,robust_utility,-0.265073,0.033970,10
authority_churn,0.20,cbf_safety_filter,task_success,0.402500,0.026566,10
authority_churn,0.20,cbf_safety_filter,safety_violation,0.173333,0.024324,10
authority_churn,0.20,cbf_safety_filter,authority_regret,0.280826,0.000733,10
authority_churn,0.20,cbf_safety_filter,human_burden,0.327828,0.001231,10
authority_churn,0.20,cbf_safety_filter,late_handoff,0.329640,0.000937,10
authority_churn,0.20,cbf_safety_filter,handoff_churn,0.338764,0.001013,10
authority_churn,0.20,cbf_safety_filter,recovery_success,0.644641,0.001098,10
authority_churn,0.20,cbf_safety_filter,intervention_cost,0.224130,0.000639,10
authority_churn,0.20,cbf_safety_filter,boundary_calibration_error,0.271864,0.000607,10
authority_churn,0.20,cbf_safety_filter,override_precision,0.534335,0.000909,10
authority_churn,0.20,cbf_safety_filter,unsafe_autonomy,0.112275,0.000388,10
authority_churn,0.20,cbf_safety_filter,robust_utility,0.081912,0.036042,10
authority_churn,0.20,confidence_threshold_shared_control,task_success,0.135833,0.024354,10
authority_churn,0.20,confidence_threshold_shared_control,safety_violation,0.330833,0.031751,10
authority_churn,0.20,confidence_threshold_shared_control,authority_regret,0.457457,0.000578,10
authority_churn,0.20,confidence_threshold_shared_control,human_burden,0.883440,0.001054,10
authority_churn,0.20,confidence_threshold_shared_control,late_handoff,0.431072,0.000699,10
authority_churn,0.20,confidence_threshold_shared_control,handoff_churn,0.468162,0.000895,10
authority_churn,0.20,confidence_threshold_shared_control,recovery_success,0.334330,0.000823,10
authority_churn,0.20,confidence_threshold_shared_control,intervention_cost,0.377227,0.000663,10
authority_churn,0.20,confidence_threshold_shared_control,boundary_calibration_error,0.341724,0.000542,10
authority_churn,0.20,confidence_threshold_shared_control,override_precision,0.344515,0.000946,10
authority_churn,0.20,confidence_threshold_shared_control,unsafe_autonomy,0.062657,0.000169,10
authority_churn,0.20,confidence_threshold_shared_control,robust_utility,-0.531801,0.039706,10
authority_churn,0.20,mpc_risk_arbitration,task_success,0.432500,0.017294,10
authority_churn,0.20,mpc_risk_arbitration,safety_violation,0.210000,0.028478,10
authority_churn,0.20,mpc_risk_arbitration,authority_regret,0.258914,0.000555,10
authority_churn,0.20,mpc_risk_arbitration,human_burden,0.374161,0.001172,10
authority_churn,0.20,mpc_risk_arbitration,late_handoff,0.314730,0.001035,10
authority_churn,0.20,mpc_risk_arbitration,handoff_churn,0.348148,0.000862,10
authority_churn,0.20,mpc_risk_arbitration,recovery_success,0.713382,0.000957,10
authority_churn,0.20,mpc_risk_arbitration,intervention_cost,0.291486,0.000614,10
authority_churn,0.20,mpc_risk_arbitration,boundary_calibration_error,0.251748,0.000393,10
authority_churn,0.20,mpc_risk_arbitration,override_precision,0.564021,0.000563,10
authority_churn,0.20,mpc_risk_arbitration,unsafe_autonomy,0.125723,0.000370,10
authority_churn,0.20,mpc_risk_arbitration,robust_utility,0.083561,0.024061,10
authority_churn,0.20,pomdp_handoff_policy,task_success,0.345833,0.027574,10
authority_churn,0.20,pomdp_handoff_policy,safety_violation,0.217500,0.026275,10
authority_churn,0.20,pomdp_handoff_policy,authority_regret,0.296860,0.000920,10
authority_churn,0.20,pomdp_handoff_policy,human_burden,0.557698,0.001134,10
authority_churn,0.20,pomdp_handoff_policy,late_handoff,0.338777,0.000873,10
authority_churn,0.20,pomdp_handoff_policy,handoff_churn,0.388342,0.000836,10
authority_churn,0.20,pomdp_handoff_policy,recovery_success,0.641927,0.000642,10
authority_churn,0.20,pomdp_handoff_policy,intervention_cost,0.352272,0.000847,10
authority_churn,0.20,pomdp_handoff_policy,boundary_calibration_error,0.261521,0.000589,10
authority_churn,0.20,pomdp_handoff_policy,override_precision,0.524700,0.000695,10
authority_churn,0.20,pomdp_handoff_policy,unsafe_autonomy,0.098620,0.000427,10
authority_churn,0.20,pomdp_handoff_policy,robust_utility,-0.081758,0.037752,10
authority_churn,0.20,recovery_aware_mpc,task_success,0.417500,0.034558,10
authority_churn,0.20,recovery_aware_mpc,safety_violation,0.218333,0.011626,10
authority_churn,0.20,recovery_aware_mpc,authority_regret,0.273546,0.000482,10
authority_churn,0.20,recovery_aware_mpc,human_burden,0.420699,0.001048,10
authority_churn,0.20,recovery_aware_mpc,late_handoff,0.310382,0.001523,10
authority_churn,0.20,recovery_aware_mpc,handoff_churn,0.358042,0.000965,10
authority_churn,0.20,recovery_aware_mpc,recovery_success,0.761745,0.000840,10
authority_churn,0.20,recovery_aware_mpc,intervention_cost,0.339165,0.000579,10
authority_churn,0.20,recovery_aware_mpc,boundary_calibration_error,0.261589,0.000446,10
authority_churn,0.20,recovery_aware_mpc,override_precision,0.554682,0.000700,10
authority_churn,0.20,recovery_aware_mpc,unsafe_autonomy,0.122740,0.000539,10
authority_churn,0.20,recovery_aware_mpc,robust_utility,0.047176,0.034820,10
authority_churn,0.40,authority_boundary_v5,task_success,0.320833,0.035805,10
authority_churn,0.40,authority_boundary_v5,safety_violation,0.238333,0.024494,10
authority_churn,0.40,authority_boundary_v5,authority_regret,0.334118,0.000777,10
authority_churn,0.40,authority_boundary_v5,human_burden,0.709023,0.001306,10
authority_churn,0.40,authority_boundary_v5,late_handoff,0.341109,0.001124,10
authority_churn,0.40,authority_boundary_v5,handoff_churn,0.461688,0.001109,10
authority_churn,0.40,authority_boundary_v5,recovery_success,0.603231,0.000740,10
authority_churn,0.40,authority_boundary_v5,intervention_cost,0.381520,0.000614,10
authority_churn,0.40,authority_boundary_v5,boundary_calibration_error,0.283981,0.000627,10
authority_churn,0.40,authority_boundary_v5,override_precision,0.502908,0.000794,10
authority_churn,0.40,authority_boundary_v5,unsafe_autonomy,0.069245,0.000254,10
authority_churn,0.40,authority_boundary_v5,robust_utility,-0.180502,0.035218,10
authority_churn,0.40,bayesian_authority_allocation,task_success,0.270000,0.038204,10
authority_churn,0.40,bayesian_authority_allocation,safety_violation,0.254167,0.027788,10
authority_churn,0.40,bayesian_authority_allocation,authority_regret,0.354425,0.000471,10
authority_churn,0.40,bayesian_authority_allocation,human_burden,0.734440,0.000901,10
authority_churn,0.40,bayesian_authority_allocation,late_handoff,0.376916,0.000923,10
authority_churn,0.40,bayesian_authority_allocation,handoff_churn,0.450841,0.000778,10
authority_churn,0.40,bayesian_authority_allocation,recovery_success,0.524047,0.000546,10
authority_churn,0.40,bayesian_authority_allocation,intervention_cost,0.374298,0.000568,10
authority_churn,0.40,bayesian_authority_allocation,boundary_calibration_error,0.283848,0.000666,10
authority_churn,0.40,bayesian_authority_allocation,override_precision,0.462525,0.000822,10
authority_churn,0.40,bayesian_authority_allocation,unsafe_autonomy,0.069211,0.000236,10
authority_churn,0.40,bayesian_authority_allocation,robust_utility,-0.262369,0.046745,10
authority_churn,0.40,cbf_safety_filter,task_success,0.405000,0.024854,10
authority_churn,0.40,cbf_safety_filter,safety_violation,0.163333,0.021114,10
authority_churn,0.40,cbf_safety_filter,authority_regret,0.285338,0.000763,10
authority_churn,0.40,cbf_safety_filter,human_burden,0.328770,0.000945,10
authority_churn,0.40,cbf_safety_filter,late_handoff,0.330037,0.000711,10
authority_churn,0.40,cbf_safety_filter,handoff_churn,0.381468,0.001194,10
authority_churn,0.40,cbf_safety_filter,recovery_success,0.640730,0.000987,10
authority_churn,0.40,cbf_safety_filter,intervention_cost,0.227268,0.000677,10
authority_churn,0.40,cbf_safety_filter,boundary_calibration_error,0.273814,0.001045,10
authority_churn,0.40,cbf_safety_filter,override_precision,0.533717,0.001076,10
authority_churn,0.40,cbf_safety_filter,unsafe_autonomy,0.114709,0.000505,10
authority_churn,0.40,cbf_safety_filter,robust_utility,0.083444,0.031351,10
authority_churn,0.40,confidence_threshold_shared_control,task_success,0.108333,0.030605,10
authority_churn,0.40,confidence_threshold_shared_control,safety_violation,0.344167,0.021372,10
authority_churn,0.40,confidence_threshold_shared_control,authority_regret,0.462131,0.000458,10
authority_churn,0.40,confidence_threshold_shared_control,human_burden,0.883893,0.001111,10
authority_churn,0.40,confidence_threshold_shared_control,late_handoff,0.431146,0.000985,10
authority_churn,0.40,confidence_threshold_shared_control,handoff_churn,0.511948,0.001068,10
authority_churn,0.40,confidence_threshold_shared_control,recovery_success,0.330701,0.000982,10
authority_churn,0.40,confidence_threshold_shared_control,intervention_cost,0.380954,0.000603,10
authority_churn,0.40,confidence_threshold_shared_control,boundary_calibration_error,0.344322,0.000838,10
authority_churn,0.40,confidence_threshold_shared_control,override_precision,0.342366,0.000695,10
authority_churn,0.40,confidence_threshold_shared_control,unsafe_autonomy,0.063434,0.000203,10
authority_churn,0.40,confidence_threshold_shared_control,robust_utility,-0.574774,0.029065,10
authority_churn,0.40,mpc_risk_arbitration,task_success,0.408333,0.020516,10
authority_churn,0.40,mpc_risk_arbitration,safety_violation,0.201667,0.024687,10
authority_churn,0.40,mpc_risk_arbitration,authority_regret,0.264271,0.000484,10
authority_churn,0.40,mpc_risk_arbitration,human_burden,0.374677,0.001021,10
authority_churn,0.40,mpc_risk_arbitration,late_handoff,0.314749,0.000687,10
authority_churn,0.40,mpc_risk_arbitration,handoff_churn,0.391878,0.000917,10
authority_churn,0.40,mpc_risk_arbitration,recovery_success,0.709216,0.000860,10
authority_churn,0.40,mpc_risk_arbitration,intervention_cost,0.295385,0.000564,10
authority_churn,0.40,mpc_risk_arbitration,boundary_calibration_error,0.254626,0.000665,10
authority_churn,0.40,mpc_risk_arbitration,override_precision,0.562106,0.000942,10
authority_churn,0.40,mpc_risk_arbitration,unsafe_autonomy,0.127863,0.000481,10
authority_churn,0.40,mpc_risk_arbitration,robust_utility,0.057124,0.022007,10
authority_churn,0.40,pomdp_handoff_policy,task_success,0.376666,0.020917,10
authority_churn,0.40,pomdp_handoff_policy,safety_violation,0.230000,0.021114,10
authority_churn,0.40,pomdp_handoff_policy,authority_regret,0.301990,0.000584,10
authority_churn,0.40,pomdp_handoff_policy,human_burden,0.557859,0.000765,10
authority_churn,0.40,pomdp_handoff_policy,late_handoff,0.339358,0.001077,10
authority_churn,0.40,pomdp_handoff_policy,handoff_churn,0.431586,0.000747,10
authority_churn,0.40,pomdp_handoff_policy,recovery_success,0.637298,0.001038,10
authority_churn,0.40,pomdp_handoff_policy,intervention_cost,0.356099,0.000509,10
authority_churn,0.40,pomdp_handoff_policy,boundary_calibration_error,0.265066,0.000738,10
authority_churn,0.40,pomdp_handoff_policy,override_precision,0.522669,0.000907,10
authority_churn,0.40,pomdp_handoff_policy,unsafe_autonomy,0.100535,0.000302,10
authority_churn,0.40,pomdp_handoff_policy,robust_utility,-0.066031,0.026746,10
authority_churn,0.40,recovery_aware_mpc,task_success,0.455000,0.021531,10
authority_churn,0.40,recovery_aware_mpc,safety_violation,0.223333,0.028478,10
authority_churn,0.40,recovery_aware_mpc,authority_regret,0.277858,0.000635,10
authority_churn,0.40,recovery_aware_mpc,human_burden,0.420704,0.000855,10
authority_churn,0.40,recovery_aware_mpc,late_handoff,0.310343,0.001198,10
authority_churn,0.40,recovery_aware_mpc,handoff_churn,0.401668,0.001328,10
authority_churn,0.40,recovery_aware_mpc,recovery_success,0.757742,0.001066,10
authority_churn,0.40,recovery_aware_mpc,intervention_cost,0.342897,0.000479,10
authority_churn,0.40,recovery_aware_mpc,boundary_calibration_error,0.264598,0.000474,10
authority_churn,0.40,recovery_aware_mpc,override_precision,0.553406,0.000380,10
authority_churn,0.40,recovery_aware_mpc,unsafe_autonomy,0.124959,0.000414,10
authority_churn,0.40,recovery_aware_mpc,robust_utility,0.074575,0.033503,10
authority_churn,0.60,authority_boundary_v5,task_success,0.335000,0.020196,10
authority_churn,0.60,authority_boundary_v5,safety_violation,0.238333,0.028206,10
authority_churn,0.60,authority_boundary_v5,authority_regret,0.338521,0.000535,10
authority_churn,0.60,authority_boundary_v5,human_burden,0.709301,0.001115,10
authority_churn,0.60,authority_boundary_v5,late_handoff,0.340914,0.001008,10
authority_churn,0.60,authority_boundary_v5,handoff_churn,0.507603,0.000895,10
authority_churn,0.60,authority_boundary_v5,recovery_success,0.600069,0.001120,10
authority_churn,0.60,authority_boundary_v5,intervention_cost,0.384383,0.000573,10
authority_churn,0.60,authority_boundary_v5,boundary_calibration_error,0.291717,0.000721,10
authority_churn,0.60,authority_boundary_v5,override_precision,0.499722,0.000832,10
authority_churn,0.60,authority_boundary_v5,unsafe_autonomy,0.070689,0.000500,10
authority_churn,0.60,authority_boundary_v5,robust_utility,-0.173521,0.029859,10
authority_churn,0.60,bayesian_authority_allocation,task_success,0.255000,0.022474,10
authority_churn,0.60,bayesian_authority_allocation,safety_violation,0.270000,0.029339,10
authority_churn,0.60,bayesian_authority_allocation,authority_regret,0.359248,0.000591,10
authority_churn,0.60,bayesian_authority_allocation,human_burden,0.733540,0.000741,10
authority_churn,0.60,bayesian_authority_allocation,late_handoff,0.376665,0.001310,10
authority_churn,0.60,bayesian_authority_allocation,handoff_churn,0.497136,0.000654,10
authority_churn,0.60,bayesian_authority_allocation,recovery_success,0.519335,0.000934,10
authority_churn,0.60,bayesian_authority_allocation,intervention_cost,0.377107,0.000491,10
authority_churn,0.60,bayesian_authority_allocation,boundary_calibration_error,0.291982,0.000451,10
authority_churn,0.60,bayesian_authority_allocation,override_precision,0.459300,0.000734,10
authority_churn,0.60,bayesian_authority_allocation,unsafe_autonomy,0.070891,0.000216,10
authority_churn,0.60,bayesian_authority_allocation,robust_utility,-0.294348,0.035717,10
authority_churn,0.60,cbf_safety_filter,task_success,0.372500,0.030899,10
authority_churn,0.60,cbf_safety_filter,safety_violation,0.165833,0.029666,10
authority_churn,0.60,cbf_safety_filter,authority_regret,0.290079,0.000899,10
authority_churn,0.60,cbf_safety_filter,human_burden,0.327024,0.001297,10
authority_churn,0.60,cbf_safety_filter,late_handoff,0.329337,0.001227,10
authority_churn,0.60,cbf_safety_filter,handoff_churn,0.427130,0.000969,10
authority_churn,0.60,cbf_safety_filter,recovery_success,0.637165,0.000696,10
authority_churn,0.60,cbf_safety_filter,intervention_cost,0.230592,0.000780,10
authority_churn,0.60,cbf_safety_filter,boundary_calibration_error,0.281482,0.000445,10
authority_churn,0.60,cbf_safety_filter,override_precision,0.529085,0.001129,10
authority_churn,0.60,cbf_safety_filter,unsafe_autonomy,0.118064,0.000381,10
authority_churn,0.60,cbf_safety_filter,robust_utility,0.042642,0.035247,10
authority_churn,0.60,confidence_threshold_shared_control,task_success,0.114167,0.016342,10
authority_churn,0.60,confidence_threshold_shared_control,safety_violation,0.324167,0.020581,10
authority_churn,0.60,confidence_threshold_shared_control,authority_regret,0.466632,0.000669,10
authority_churn,0.60,confidence_threshold_shared_control,human_burden,0.883442,0.001400,10
authority_churn,0.60,confidence_threshold_shared_control,late_handoff,0.430098,0.001340,10
authority_churn,0.60,confidence_threshold_shared_control,handoff_churn,0.557724,0.000643,10
authority_churn,0.60,confidence_threshold_shared_control,recovery_success,0.326643,0.000730,10
authority_churn,0.60,confidence_threshold_shared_control,intervention_cost,0.384906,0.000531,10
authority_churn,0.60,confidence_threshold_shared_control,boundary_calibration_error,0.351596,0.000532,10
authority_churn,0.60,confidence_threshold_shared_control,override_precision,0.339545,0.000887,10
authority_churn,0.60,confidence_threshold_shared_control,unsafe_autonomy,0.064611,0.000119,10
authority_churn,0.60,confidence_threshold_shared_control,robust_utility,-0.563602,0.018842,10
authority_churn,0.60,mpc_risk_arbitration,task_success,0.425833,0.017634,10
authority_churn,0.60,mpc_risk_arbitration,safety_violation,0.212500,0.016197,10
authority_churn,0.60,mpc_risk_arbitration,authority_regret,0.268540,0.000628,10
authority_churn,0.60,mpc_risk_arbitration,human_burden,0.373361,0.000564,10
authority_churn,0.60,mpc_risk_arbitration,late_handoff,0.313269,0.001189,10
authority_churn,0.60,mpc_risk_arbitration,handoff_churn,0.437169,0.001008,10
authority_churn,0.60,mpc_risk_arbitration,recovery_success,0.705715,0.000963,10
authority_churn,0.60,mpc_risk_arbitration,intervention_cost,0.298428,0.000590,10
authority_churn,0.60,mpc_risk_arbitration,boundary_calibration_error,0.261593,0.000503,10
authority_churn,0.60,mpc_risk_arbitration,override_precision,0.559851,0.001066,10
authority_churn,0.60,mpc_risk_arbitration,unsafe_autonomy,0.131658,0.000316,10
authority_churn,0.60,mpc_risk_arbitration,robust_utility,0.061373,0.017262,10
authority_churn,0.60,pomdp_handoff_policy,task_success,0.335833,0.031751,10
authority_churn,0.60,pomdp_handoff_policy,safety_violation,0.252500,0.021093,10
authority_churn,0.60,pomdp_handoff_policy,authority_regret,0.306084,0.000567,10
authority_churn,0.60,pomdp_handoff_policy,human_burden,0.558018,0.001882,10
authority_churn,0.60,pomdp_handoff_policy,late_handoff,0.338448,0.001098,10
authority_churn,0.60,pomdp_handoff_policy,handoff_churn,0.477199,0.000700,10
authority_churn,0.60,pomdp_handoff_policy,recovery_success,0.633571,0.000645,10
authority_churn,0.60,pomdp_handoff_policy,intervention_cost,0.359743,0.000844,10
authority_churn,0.60,pomdp_handoff_policy,boundary_calibration_error,0.272016,0.000469,10
authority_churn,0.60,pomdp_handoff_policy,override_precision,0.519412,0.000610,10
authority_churn,0.60,pomdp_handoff_policy,unsafe_autonomy,0.102603,0.000568,10
authority_churn,0.60,pomdp_handoff_policy,robust_utility,-0.127866,0.041880,10
authority_churn,0.60,recovery_aware_mpc,task_success,0.391667,0.015966,10
authority_churn,0.60,recovery_aware_mpc,safety_violation,0.214167,0.020524,10
authority_churn,0.60,recovery_aware_mpc,authority_regret,0.283099,0.000703,10
authority_churn,0.60,recovery_aware_mpc,human_burden,0.420672,0.001136,10
authority_churn,0.60,recovery_aware_mpc,late_handoff,0.310237,0.001206,10
authority_churn,0.60,recovery_aware_mpc,handoff_churn,0.447051,0.000962,10
authority_churn,0.60,recovery_aware_mpc,recovery_success,0.754339,0.001175,10
authority_churn,0.60,recovery_aware_mpc,intervention_cost,0.346908,0.000537,10
authority_churn,0.60,recovery_aware_mpc,boundary_calibration_error,0.271904,0.000832,10
authority_churn,0.60,recovery_aware_mpc,override_precision,0.549359,0.001183,10
authority_churn,0.60,recovery_aware_mpc,unsafe_autonomy,0.127889,0.000354,10
authority_churn,0.60,recovery_aware_mpc,robust_utility,0.009520,0.020167,10
authority_churn,0.80,authority_boundary_v5,task_success,0.325000,0.024830,10
authority_churn,0.80,authority_boundary_v5,safety_violation,0.251667,0.023581,10
authority_churn,0.80,authority_boundary_v5,authority_regret,0.344174,0.000781,10
authority_churn,0.80,authority_boundary_v5,human_burden,0.709038,0.000863,10
authority_churn,0.80,authority_boundary_v5,late_handoff,0.341556,0.000971,10
authority_churn,0.80,authority_boundary_v5,handoff_churn,0.551302,0.000995,10
authority_churn,0.80,authority_boundary_v5,recovery_success,0.595606,0.001283,10
authority_churn,0.80,authority_boundary_v5,intervention_cost,0.388203,0.000688,10
authority_churn,0.80,authority_boundary_v5,boundary_calibration_error,0.300112,0.000812,10
authority_churn,0.80,authority_boundary_v5,override_precision,0.495669,0.001025,10
authority_churn,0.80,authority_boundary_v5,unsafe_autonomy,0.072455,0.000369,10
authority_churn,0.80,authority_boundary_v5,robust_utility,-0.199223,0.031405,10
authority_churn,0.80,bayesian_authority_allocation,task_success,0.249167,0.019087,10
