stress_axis,stress_level,method,metric,mean,ci95,n
combined,0.40,authority_boundary_v5,unsafe_autonomy,0.069871,0.000341,10
combined,0.40,authority_boundary_v5,robust_utility,-0.162968,0.015507,10
combined,0.40,bayesian_authority_allocation,task_success,0.255000,0.018734,10
combined,0.40,bayesian_authority_allocation,safety_violation,0.278333,0.023506,10
combined,0.40,bayesian_authority_allocation,authority_regret,0.356353,0.000831,10
combined,0.40,bayesian_authority_allocation,human_burden,0.734862,0.001699,10
combined,0.40,bayesian_authority_allocation,late_handoff,0.377342,0.000977,10
combined,0.40,bayesian_authority_allocation,handoff_churn,0.447399,0.001562,10
combined,0.40,bayesian_authority_allocation,recovery_success,0.523020,0.000851,10
combined,0.40,bayesian_authority_allocation,intervention_cost,0.372643,0.000842,10
combined,0.40,bayesian_authority_allocation,boundary_calibration_error,0.285925,0.000586,10
combined,0.40,bayesian_authority_allocation,override_precision,0.461464,0.000376,10
combined,0.40,bayesian_authority_allocation,unsafe_autonomy,0.070083,0.000414,10
combined,0.40,bayesian_authority_allocation,robust_utility,-0.292507,0.022238,10
combined,0.40,cbf_safety_filter,task_success,0.418333,0.032466,10
combined,0.40,cbf_safety_filter,safety_violation,0.169167,0.024110,10
combined,0.40,cbf_safety_filter,authority_regret,0.286352,0.000686,10
combined,0.40,cbf_safety_filter,human_burden,0.330193,0.001271,10
combined,0.40,cbf_safety_filter,late_handoff,0.329950,0.001024,10
combined,0.40,cbf_safety_filter,handoff_churn,0.378236,0.001588,10
combined,0.40,cbf_safety_filter,recovery_success,0.639610,0.000878,10
combined,0.40,cbf_safety_filter,intervention_cost,0.226609,0.000744,10
combined,0.40,cbf_safety_filter,boundary_calibration_error,0.276745,0.000637,10
combined,0.40,cbf_safety_filter,override_precision,0.530479,0.000949,10
combined,0.40,cbf_safety_filter,unsafe_autonomy,0.115709,0.000525,10
combined,0.40,cbf_safety_filter,robust_utility,0.092943,0.026318,10
combined,0.40,confidence_threshold_shared_control,task_success,0.117500,0.011277,10
combined,0.40,confidence_threshold_shared_control,safety_violation,0.319167,0.025426,10
combined,0.40,confidence_threshold_shared_control,authority_regret,0.463131,0.000804,10
combined,0.40,confidence_threshold_shared_control,human_burden,0.885409,0.001322,10
combined,0.40,confidence_threshold_shared_control,late_handoff,0.430656,0.001165,10
combined,0.40,confidence_threshold_shared_control,handoff_churn,0.507188,0.001220,10
combined,0.40,confidence_threshold_shared_control,recovery_success,0.328782,0.000743,10
combined,0.40,confidence_threshold_shared_control,intervention_cost,0.379680,0.000777,10
combined,0.40,confidence_threshold_shared_control,boundary_calibration_error,0.346396,0.000885,10
combined,0.40,confidence_threshold_shared_control,override_precision,0.341110,0.001043,10
combined,0.40,confidence_threshold_shared_control,unsafe_autonomy,0.064368,0.000119,10
combined,0.40,confidence_threshold_shared_control,robust_utility,-0.550097,0.021520,10
combined,0.40,mpc_risk_arbitration,task_success,0.434167,0.042063,10
combined,0.40,mpc_risk_arbitration,safety_violation,0.200834,0.022109,10
combined,0.40,mpc_risk_arbitration,authority_regret,0.265432,0.000854,10
combined,0.40,mpc_risk_arbitration,human_burden,0.375826,0.001303,10
combined,0.40,mpc_risk_arbitration,late_handoff,0.314697,0.001112,10
combined,0.40,mpc_risk_arbitration,handoff_churn,0.387703,0.001042,10
combined,0.40,mpc_risk_arbitration,recovery_success,0.708373,0.000936,10
combined,0.40,mpc_risk_arbitration,intervention_cost,0.294266,0.000533,10
combined,0.40,mpc_risk_arbitration,boundary_calibration_error,0.256224,0.000823,10
combined,0.40,mpc_risk_arbitration,override_precision,0.560601,0.001253,10
combined,0.40,mpc_risk_arbitration,unsafe_autonomy,0.129314,0.000406,10
combined,0.40,mpc_risk_arbitration,robust_utility,0.083461,0.043579,10
combined,0.40,pomdp_handoff_policy,task_success,0.361667,0.019660,10
combined,0.40,pomdp_handoff_policy,safety_violation,0.200000,0.022711,10
combined,0.40,pomdp_handoff_policy,authority_regret,0.303008,0.000911,10
combined,0.40,pomdp_handoff_policy,human_burden,0.558728,0.001231,10
combined,0.40,pomdp_handoff_policy,late_handoff,0.338783,0.001047,10
combined,0.40,pomdp_handoff_policy,handoff_churn,0.427539,0.001412,10
combined,0.40,pomdp_handoff_policy,recovery_success,0.637081,0.000994,10
combined,0.40,pomdp_handoff_policy,intervention_cost,0.354949,0.000713,10
combined,0.40,pomdp_handoff_policy,boundary_calibration_error,0.266702,0.000781,10
combined,0.40,pomdp_handoff_policy,override_precision,0.520185,0.000640,10
combined,0.40,pomdp_handoff_policy,unsafe_autonomy,0.101547,0.000420,10
combined,0.40,pomdp_handoff_policy,robust_utility,-0.062218,0.028803,10
combined,0.40,recovery_aware_mpc,task_success,0.423333,0.037389,10
combined,0.40,recovery_aware_mpc,safety_violation,0.249167,0.026499,10
combined,0.40,recovery_aware_mpc,authority_regret,0.279156,0.000729,10
combined,0.40,recovery_aware_mpc,human_burden,0.422262,0.000972,10
combined,0.40,recovery_aware_mpc,late_handoff,0.310376,0.000743,10
combined,0.40,recovery_aware_mpc,handoff_churn,0.397859,0.001198,10
combined,0.40,recovery_aware_mpc,recovery_success,0.757514,0.000821,10
combined,0.40,recovery_aware_mpc,intervention_cost,0.341817,0.000537,10
combined,0.40,recovery_aware_mpc,boundary_calibration_error,0.266264,0.000917,10
combined,0.40,recovery_aware_mpc,override_precision,0.550163,0.001018,10
combined,0.40,recovery_aware_mpc,unsafe_autonomy,0.126242,0.000482,10
combined,0.40,recovery_aware_mpc,robust_utility,0.026734,0.043531,10
combined,0.60,authority_boundary_v5,task_success,0.264167,0.049604,10
combined,0.60,authority_boundary_v5,safety_violation,0.251667,0.028374,10
combined,0.60,authority_boundary_v5,authority_regret,0.362736,0.000678,10
combined,0.60,authority_boundary_v5,human_burden,0.759863,0.001209,10
combined,0.60,authority_boundary_v5,late_handoff,0.403112,0.000619,10
combined,0.60,authority_boundary_v5,handoff_churn,0.526510,0.001116,10
combined,0.60,authority_boundary_v5,recovery_success,0.577810,0.000597,10
combined,0.60,authority_boundary_v5,intervention_cost,0.400598,0.000458,10
combined,0.60,authority_boundary_v5,boundary_calibration_error,0.323596,0.000447,10
combined,0.60,authority_boundary_v5,override_precision,0.463806,0.001036,10
combined,0.60,authority_boundary_v5,unsafe_autonomy,0.064607,0.000390,10
combined,0.60,authority_boundary_v5,robust_utility,-0.286432,0.055778,10
combined,0.60,bayesian_authority_allocation,task_success,0.200833,0.017801,10
combined,0.60,bayesian_authority_allocation,safety_violation,0.297500,0.023613,10
combined,0.60,bayesian_authority_allocation,authority_regret,0.384212,0.000518,10
combined,0.60,bayesian_authority_allocation,human_burden,0.783884,0.000887,10
combined,0.60,bayesian_authority_allocation,late_handoff,0.438405,0.001027,10
combined,0.60,bayesian_authority_allocation,handoff_churn,0.516963,0.001363,10
combined,0.60,bayesian_authority_allocation,recovery_success,0.497859,0.000891,10
combined,0.60,bayesian_authority_allocation,intervention_cost,0.393783,0.000910,10
combined,0.60,bayesian_authority_allocation,boundary_calibration_error,0.323351,0.000800,10
combined,0.60,bayesian_authority_allocation,override_precision,0.423715,0.000925,10
combined,0.60,bayesian_authority_allocation,unsafe_autonomy,0.065189,0.000261,10
combined,0.60,bayesian_authority_allocation,robust_utility,-0.399532,0.021882,10
combined,0.60,cbf_safety_filter,task_success,0.331667,0.028686,10
combined,0.60,cbf_safety_filter,safety_violation,0.203333,0.028101,10
combined,0.60,cbf_safety_filter,authority_regret,0.312400,0.000645,10
combined,0.60,cbf_safety_filter,human_burden,0.379417,0.001452,10
combined,0.60,cbf_safety_filter,late_handoff,0.391429,0.000722,10
combined,0.60,cbf_safety_filter,handoff_churn,0.445409,0.001379,10
combined,0.60,cbf_safety_filter,recovery_success,0.615570,0.000679,10
combined,0.60,cbf_safety_filter,intervention_cost,0.247146,0.000587,10
combined,0.60,cbf_safety_filter,boundary_calibration_error,0.313351,0.000436,10
combined,0.60,cbf_safety_filter,override_precision,0.493475,0.000893,10
combined,0.60,cbf_safety_filter,unsafe_autonomy,0.119714,0.000452,10
combined,0.60,cbf_safety_filter,robust_utility,-0.055107,0.027680,10
combined,0.60,confidence_threshold_shared_control,task_success,0.070000,0.016728,10
combined,0.60,confidence_threshold_shared_control,safety_violation,0.361667,0.029137,10
combined,0.60,confidence_threshold_shared_control,authority_regret,0.491750,0.000687,10
combined,0.60,confidence_threshold_shared_control,human_burden,0.933640,0.000871,10
combined,0.60,confidence_threshold_shared_control,late_handoff,0.492267,0.000876,10
combined,0.60,confidence_threshold_shared_control,handoff_churn,0.576398,0.001272,10
combined,0.60,confidence_threshold_shared_control,recovery_success,0.303755,0.000980,10
combined,0.60,confidence_threshold_shared_control,intervention_cost,0.401125,0.000726,10
combined,0.60,confidence_threshold_shared_control,boundary_calibration_error,0.383526,0.000725,10
combined,0.60,confidence_threshold_shared_control,override_precision,0.304196,0.000699,10
combined,0.60,confidence_threshold_shared_control,unsafe_autonomy,0.070782,0.000135,10
combined,0.60,confidence_threshold_shared_control,robust_utility,-0.664987,0.025728,10
combined,0.60,mpc_risk_arbitration,task_success,0.365000,0.025044,10
combined,0.60,mpc_risk_arbitration,safety_violation,0.239167,0.030995,10
combined,0.60,mpc_risk_arbitration,authority_regret,0.291573,0.000550,10
combined,0.60,mpc_risk_arbitration,human_burden,0.424940,0.001324,10
combined,0.60,mpc_risk_arbitration,late_handoff,0.375646,0.000976,10
combined,0.60,mpc_risk_arbitration,handoff_churn,0.456161,0.000871,10
combined,0.60,mpc_risk_arbitration,recovery_success,0.684086,0.001258,10
combined,0.60,mpc_risk_arbitration,intervention_cost,0.315094,0.000538,10
combined,0.60,mpc_risk_arbitration,boundary_calibration_error,0.293449,0.000481,10
combined,0.60,mpc_risk_arbitration,override_precision,0.523966,0.001043,10
combined,0.60,mpc_risk_arbitration,unsafe_autonomy,0.132264,0.000410,10
combined,0.60,mpc_risk_arbitration,robust_utility,-0.049787,0.023513,10
combined,0.60,pomdp_handoff_policy,task_success,0.296667,0.027135,10
combined,0.60,pomdp_handoff_policy,safety_violation,0.231667,0.019600,10
combined,0.60,pomdp_handoff_policy,authority_regret,0.329791,0.000685,10
combined,0.60,pomdp_handoff_policy,human_burden,0.607133,0.001267,10
combined,0.60,pomdp_handoff_policy,late_handoff,0.400228,0.001056,10
combined,0.60,pomdp_handoff_policy,handoff_churn,0.496280,0.001193,10
combined,0.60,pomdp_handoff_policy,recovery_success,0.613342,0.000931,10
combined,0.60,pomdp_handoff_policy,intervention_cost,0.375451,0.000720,10
combined,0.60,pomdp_handoff_policy,boundary_calibration_error,0.303079,0.000547,10
combined,0.60,pomdp_handoff_policy,override_precision,0.483295,0.000744,10
combined,0.60,pomdp_handoff_policy,unsafe_autonomy,0.100110,0.000356,10
combined,0.60,pomdp_handoff_policy,robust_utility,-0.187194,0.033310,10
combined,0.60,recovery_aware_mpc,task_success,0.377500,0.027979,10
combined,0.60,recovery_aware_mpc,safety_violation,0.239167,0.024476,10
combined,0.60,recovery_aware_mpc,authority_regret,0.305325,0.000584,10
combined,0.60,recovery_aware_mpc,human_burden,0.471099,0.001047,10
combined,0.60,recovery_aware_mpc,late_handoff,0.371338,0.000805,10
combined,0.60,recovery_aware_mpc,handoff_churn,0.465970,0.001006,10
combined,0.60,recovery_aware_mpc,recovery_success,0.732749,0.000891,10
combined,0.60,recovery_aware_mpc,intervention_cost,0.362775,0.000661,10
combined,0.60,recovery_aware_mpc,boundary_calibration_error,0.303225,0.000679,10
combined,0.60,recovery_aware_mpc,override_precision,0.513717,0.000623,10
combined,0.60,recovery_aware_mpc,unsafe_autonomy,0.128087,0.000489,10
combined,0.60,recovery_aware_mpc,robust_utility,-0.053166,0.033154,10
combined,0.80,authority_boundary_v5,task_success,0.249167,0.020437,10
combined,0.80,authority_boundary_v5,safety_violation,0.321667,0.037579,10
combined,0.80,authority_boundary_v5,authority_regret,0.384094,0.000269,10
combined,0.80,authority_boundary_v5,human_burden,0.804604,0.000998,10
combined,0.80,authority_boundary_v5,late_handoff,0.461723,0.000694,10
combined,0.80,authority_boundary_v5,handoff_churn,0.586594,0.000859,10
combined,0.80,authority_boundary_v5,recovery_success,0.557243,0.000585,10
combined,0.80,authority_boundary_v5,intervention_cost,0.420605,0.000475,10
combined,0.80,authority_boundary_v5,boundary_calibration_error,0.358304,0.000698,10
combined,0.80,authority_boundary_v5,override_precision,0.428639,0.000649,10
combined,0.80,authority_boundary_v5,unsafe_autonomy,0.061224,0.000260,10
combined,0.80,authority_boundary_v5,robust_utility,-0.381143,0.026264,10
combined,0.80,bayesian_authority_allocation,task_success,0.167500,0.022639,10
combined,0.80,bayesian_authority_allocation,safety_violation,0.325833,0.024159,10
combined,0.80,bayesian_authority_allocation,authority_regret,0.404869,0.000649,10
combined,0.80,bayesian_authority_allocation,human_burden,0.830143,0.000598,10
combined,0.80,bayesian_authority_allocation,late_handoff,0.497395,0.000941,10
combined,0.80,bayesian_authority_allocation,handoff_churn,0.575868,0.001196,10
combined,0.80,bayesian_authority_allocation,recovery_success,0.477255,0.000853,10
combined,0.80,bayesian_authority_allocation,intervention_cost,0.414049,0.000604,10
combined,0.80,bayesian_authority_allocation,boundary_calibration_error,0.358807,0.000612,10
combined,0.80,bayesian_authority_allocation,override_precision,0.388020,0.000719,10
combined,0.80,bayesian_authority_allocation,unsafe_autonomy,0.064035,0.000145,10
combined,0.80,bayesian_authority_allocation,robust_utility,-0.486880,0.025481,10
combined,0.80,cbf_safety_filter,task_success,0.297500,0.014619,10
combined,0.80,cbf_safety_filter,safety_violation,0.214167,0.025309,10
combined,0.80,cbf_safety_filter,authority_regret,0.333358,0.000780,10
combined,0.80,cbf_safety_filter,human_burden,0.423880,0.001055,10
combined,0.80,cbf_safety_filter,late_handoff,0.450005,0.000880,10
combined,0.80,cbf_safety_filter,handoff_churn,0.506300,0.000876,10
combined,0.80,cbf_safety_filter,recovery_success,0.595088,0.000510,10
combined,0.80,cbf_safety_filter,intervention_cost,0.267142,0.000953,10
combined,0.80,cbf_safety_filter,boundary_calibration_error,0.347564,0.000628,10
combined,0.80,cbf_safety_filter,override_precision,0.459355,0.000736,10
combined,0.80,cbf_safety_filter,unsafe_autonomy,0.120991,0.000334,10
combined,0.80,cbf_safety_filter,robust_utility,-0.132218,0.019699,10
combined,0.80,confidence_threshold_shared_control,task_success,0.022500,0.008796,10
combined,0.80,confidence_threshold_shared_control,safety_violation,0.396667,0.029741,10
combined,0.80,confidence_threshold_shared_control,authority_regret,0.514573,0.000248,10
combined,0.80,confidence_threshold_shared_control,human_burden,0.974162,0.001310,10
combined,0.80,confidence_threshold_shared_control,late_handoff,0.551395,0.000968,10
combined,0.80,confidence_threshold_shared_control,handoff_churn,0.636164,0.001094,10
combined,0.80,confidence_threshold_shared_control,recovery_success,0.281317,0.000682,10
combined,0.80,confidence_threshold_shared_control,intervention_cost,0.420470,0.000593,10
combined,0.80,confidence_threshold_shared_control,boundary_calibration_error,0.418885,0.000747,10
combined,0.80,confidence_threshold_shared_control,override_precision,0.268580,0.000728,10
combined,0.80,confidence_threshold_shared_control,unsafe_autonomy,0.076221,0.000153,10
combined,0.80,confidence_threshold_shared_control,robust_utility,-0.769980,0.023145,10
combined,0.80,mpc_risk_arbitration,task_success,0.305833,0.030122,10
combined,0.80,mpc_risk_arbitration,safety_violation,0.252500,0.024837,10
combined,0.80,mpc_risk_arbitration,authority_regret,0.313418,0.000548,10
combined,0.80,mpc_risk_arbitration,human_burden,0.470208,0.001335,10
combined,0.80,mpc_risk_arbitration,late_handoff,0.434144,0.000998,10
combined,0.80,mpc_risk_arbitration,handoff_churn,0.516639,0.000920,10
combined,0.80,mpc_risk_arbitration,recovery_success,0.662970,0.000716,10
combined,0.80,mpc_risk_arbitration,intervention_cost,0.334759,0.000812,10
combined,0.80,mpc_risk_arbitration,boundary_calibration_error,0.328305,0.000325,10
combined,0.80,mpc_risk_arbitration,override_precision,0.488157,0.001027,10
combined,0.80,mpc_risk_arbitration,unsafe_autonomy,0.132137,0.000391,10
combined,0.80,mpc_risk_arbitration,robust_utility,-0.153819,0.036101,10
combined,0.80,pomdp_handoff_policy,task_success,0.280833,0.024956,10
combined,0.80,pomdp_handoff_policy,safety_violation,0.265833,0.023028,10
combined,0.80,pomdp_handoff_policy,authority_regret,0.351416,0.001034,10
combined,0.80,pomdp_handoff_policy,human_burden,0.653695,0.001999,10
combined,0.80,pomdp_handoff_policy,late_handoff,0.458941,0.001075,10
combined,0.80,pomdp_handoff_policy,handoff_churn,0.556173,0.001204,10
combined,0.80,pomdp_handoff_policy,recovery_success,0.591354,0.000697,10
combined,0.80,pomdp_handoff_policy,intervention_cost,0.395866,0.000613,10
combined,0.80,pomdp_handoff_policy,boundary_calibration_error,0.338446,0.000503,10
combined,0.80,pomdp_handoff_policy,override_precision,0.448865,0.001017,10
combined,0.80,pomdp_handoff_policy,unsafe_autonomy,0.095480,0.000544,10
combined,0.80,pomdp_handoff_policy,robust_utility,-0.261174,0.034159,10
combined,0.80,recovery_aware_mpc,task_success,0.328333,0.025905,10
combined,0.80,recovery_aware_mpc,safety_violation,0.268333,0.017182,10
combined,0.80,recovery_aware_mpc,authority_regret,0.327823,0.000376,10
combined,0.80,recovery_aware_mpc,human_burden,0.516090,0.001153,10
combined,0.80,recovery_aware_mpc,late_handoff,0.430054,0.001276,10
combined,0.80,recovery_aware_mpc,handoff_churn,0.525380,0.000640,10
combined,0.80,recovery_aware_mpc,recovery_success,0.711728,0.000579,10
combined,0.80,recovery_aware_mpc,intervention_cost,0.382762,0.000428,10
combined,0.80,recovery_aware_mpc,boundary_calibration_error,0.338275,0.000475,10
combined,0.80,recovery_aware_mpc,override_precision,0.478588,0.000755,10
combined,0.80,recovery_aware_mpc,unsafe_autonomy,0.127105,0.000338,10
combined,0.80,recovery_aware_mpc,robust_utility,-0.157043,0.030229,10
combined,1.00,authority_boundary_v5,task_success,0.206667,0.020049,10
combined,1.00,authority_boundary_v5,safety_violation,0.286667,0.025327,10
combined,1.00,authority_boundary_v5,authority_regret,0.398043,0.000632,10
combined,1.00,authority_boundary_v5,human_burden,0.841310,0.001538,10
combined,1.00,authority_boundary_v5,late_handoff,0.510166,0.001082,10
combined,1.00,authority_boundary_v5,handoff_churn,0.598318,0.000819,10
combined,1.00,authority_boundary_v5,recovery_success,0.542924,0.000682,10
combined,1.00,authority_boundary_v5,intervention_cost,0.433904,0.000686,10
combined,1.00,authority_boundary_v5,boundary_calibration_error,0.389121,0.000595,10
combined,1.00,authority_boundary_v5,override_precision,0.398445,0.000880,10
combined,1.00,authority_boundary_v5,unsafe_autonomy,0.060951,0.000128,10
combined,1.00,authority_boundary_v5,robust_utility,-0.425873,0.019045,10
combined,1.00,bayesian_authority_allocation,task_success,0.140833,0.017294,10
combined,1.00,bayesian_authority_allocation,safety_violation,0.319167,0.014619,10
combined,1.00,bayesian_authority_allocation,authority_regret,0.419182,0.000416,10
combined,1.00,bayesian_authority_allocation,human_burden,0.865687,0.000802,10
combined,1.00,bayesian_authority_allocation,late_handoff,0.545760,0.000696,10
combined,1.00,bayesian_authority_allocation,handoff_churn,0.588778,0.000855,10
combined,1.00,bayesian_authority_allocation,recovery_success,0.463587,0.000707,10
combined,1.00,bayesian_authority_allocation,intervention_cost,0.426855,0.000828,10
combined,1.00,bayesian_authority_allocation,boundary_calibration_error,0.389524,0.000573,10
combined,1.00,bayesian_authority_allocation,override_precision,0.358278,0.000921,10
combined,1.00,bayesian_authority_allocation,unsafe_autonomy,0.066201,0.000136,10
combined,1.00,bayesian_authority_allocation,robust_utility,-0.533184,0.015282,10
combined,1.00,cbf_safety_filter,task_success,0.276667,0.022944,10
combined,1.00,cbf_safety_filter,safety_violation,0.216667,0.027222,10
combined,1.00,cbf_safety_filter,authority_regret,0.346043,0.000447,10
combined,1.00,cbf_safety_filter,human_burden,0.460164,0.000788,10
combined,1.00,cbf_safety_filter,late_handoff,0.498700,0.000857,10
combined,1.00,cbf_safety_filter,handoff_churn,0.518605,0.000693,10
combined,1.00,cbf_safety_filter,recovery_success,0.582325,0.000719,10
combined,1.00,cbf_safety_filter,intervention_cost,0.281124,0.000559,10
combined,1.00,cbf_safety_filter,boundary_calibration_error,0.379505,0.000460,10
combined,1.00,cbf_safety_filter,override_precision,0.429001,0.000661,10
combined,1.00,cbf_safety_filter,unsafe_autonomy,0.119479,0.000235,10
combined,1.00,cbf_safety_filter,robust_utility,-0.178168,0.027974,10
combined,1.00,confidence_threshold_shared_control,task_success,0.005000,0.003611,10
combined,1.00,confidence_threshold_shared_control,safety_violation,0.406667,0.028892,10
combined,1.00,confidence_threshold_shared_control,authority_regret,0.526214,0.000422,10
combined,1.00,confidence_threshold_shared_control,human_burden,0.995296,0.000659,10
combined,1.00,confidence_threshold_shared_control,late_handoff,0.598815,0.000649,10
combined,1.00,confidence_threshold_shared_control,handoff_churn,0.648745,0.000852,10
combined,1.00,confidence_threshold_shared_control,recovery_success,0.268340,0.000919,10
combined,1.00,confidence_threshold_shared_control,intervention_cost,0.431582,0.000522,10
combined,1.00,confidence_threshold_shared_control,boundary_calibration_error,0.449426,0.000539,10
combined,1.00,confidence_threshold_shared_control,override_precision,0.238140,0.001085,10
combined,1.00,confidence_threshold_shared_control,unsafe_autonomy,0.079990,0.000086,10
combined,1.00,confidence_threshold_shared_control,robust_utility,-0.812909,0.018805,10
combined,1.00,mpc_risk_arbitration,task_success,0.294167,0.037803,10
combined,1.00,mpc_risk_arbitration,safety_violation,0.250000,0.020078,10
combined,1.00,mpc_risk_arbitration,authority_regret,0.325941,0.000563,10
combined,1.00,mpc_risk_arbitration,human_burden,0.505019,0.000596,10
combined,1.00,mpc_risk_arbitration,late_handoff,0.482328,0.000836,10
combined,1.00,mpc_risk_arbitration,handoff_churn,0.528793,0.000823,10
combined,1.00,mpc_risk_arbitration,recovery_success,0.650077,0.000717,10
combined,1.00,mpc_risk_arbitration,intervention_cost,0.348125,0.000470,10
combined,1.00,mpc_risk_arbitration,boundary_calibration_error,0.359534,0.000904,10
combined,1.00,mpc_risk_arbitration,override_precision,0.458146,0.000816,10
combined,1.00,mpc_risk_arbitration,unsafe_autonomy,0.129825,0.000290,10
combined,1.00,mpc_risk_arbitration,robust_utility,-0.186957,0.039508,10
combined,1.00,pomdp_handoff_policy,task_success,0.244167,0.013567,10
combined,1.00,pomdp_handoff_policy,safety_violation,0.278333,0.012223,10
combined,1.00,pomdp_handoff_policy,authority_regret,0.364298,0.000737,10
combined,1.00,pomdp_handoff_policy,human_burden,0.689074,0.000742,10
combined,1.00,pomdp_handoff_policy,late_handoff,0.507679,0.000861,10
combined,1.00,pomdp_handoff_policy,handoff_churn,0.567947,0.001056,10
combined,1.00,pomdp_handoff_policy,recovery_success,0.577853,0.000686,10
combined,1.00,pomdp_handoff_policy,intervention_cost,0.409573,0.000405,10
combined,1.00,pomdp_handoff_policy,boundary_calibration_error,0.369649,0.000747,10
combined,1.00,pomdp_handoff_policy,override_precision,0.417788,0.000632,10
combined,1.00,pomdp_handoff_policy,unsafe_autonomy,0.090176,0.000264,10
combined,1.00,pomdp_handoff_policy,robust_utility,-0.328963,0.014861,10
combined,1.00,recovery_aware_mpc,task_success,0.302500,0.025074,10
combined,1.00,recovery_aware_mpc,safety_violation,0.275833,0.023912,10
combined,1.00,recovery_aware_mpc,authority_regret,0.340210,0.000439,10
combined,1.00,recovery_aware_mpc,human_burden,0.552644,0.000956,10
combined,1.00,recovery_aware_mpc,late_handoff,0.478156,0.000808,10
combined,1.00,recovery_aware_mpc,handoff_churn,0.537433,0.000643,10
combined,1.00,recovery_aware_mpc,recovery_success,0.698805,0.000749,10
combined,1.00,recovery_aware_mpc,intervention_cost,0.396162,0.000637,10
combined,1.00,recovery_aware_mpc,boundary_calibration_error,0.369601,0.000597,10
combined,1.00,recovery_aware_mpc,override_precision,0.448155,0.000795,10
combined,1.00,recovery_aware_mpc,unsafe_autonomy,0.123279,0.000340,10
combined,1.00,recovery_aware_mpc,robust_utility,-0.210912,0.023280,10
contact_mode,0.00,authority_boundary_v5,task_success,0.309167,0.012283,10
contact_mode,0.00,authority_boundary_v5,safety_violation,0.230833,0.023613,10
contact_mode,0.00,authority_boundary_v5,authority_regret,0.328312,0.000769,10
contact_mode,0.00,authority_boundary_v5,human_burden,0.709605,0.001162,10
contact_mode,0.00,authority_boundary_v5,late_handoff,0.341507,0.000634,10
contact_mode,0.00,authority_boundary_v5,handoff_churn,0.457848,0.000844,10
contact_mode,0.00,authority_boundary_v5,recovery_success,0.607463,0.000749,10
contact_mode,0.00,authority_boundary_v5,intervention_cost,0.380781,0.000549,10
contact_mode,0.00,authority_boundary_v5,boundary_calibration_error,0.282718,0.000697,10
contact_mode,0.00,authority_boundary_v5,override_precision,0.504105,0.000714,10
contact_mode,0.00,authority_boundary_v5,unsafe_autonomy,0.066012,0.000430,10
contact_mode,0.00,authority_boundary_v5,robust_utility,-0.185397,0.020270,10
contact_mode,0.00,bayesian_authority_allocation,task_success,0.263333,0.026133,10
contact_mode,0.00,bayesian_authority_allocation,safety_violation,0.215833,0.034213,10
contact_mode,0.00,bayesian_authority_allocation,authority_regret,0.348734,0.000662,10
contact_mode,0.00,bayesian_authority_allocation,human_burden,0.733509,0.001003,10
contact_mode,0.00,bayesian_authority_allocation,late_handoff,0.377384,0.001110,10
contact_mode,0.00,bayesian_authority_allocation,handoff_churn,0.446681,0.000831,10
contact_mode,0.00,bayesian_authority_allocation,recovery_success,0.529083,0.001199,10
contact_mode,0.00,bayesian_authority_allocation,intervention_cost,0.373547,0.000815,10
contact_mode,0.00,bayesian_authority_allocation,boundary_calibration_error,0.282100,0.000858,10
contact_mode,0.00,bayesian_authority_allocation,override_precision,0.463763,0.000858,10
contact_mode,0.00,bayesian_authority_allocation,unsafe_autonomy,0.066373,0.000300,10
contact_mode,0.00,bayesian_authority_allocation,robust_utility,-0.242720,0.039425,10
contact_mode,0.00,cbf_safety_filter,task_success,0.445000,0.021114,10
contact_mode,0.00,cbf_safety_filter,safety_violation,0.151667,0.018511,10
contact_mode,0.00,cbf_safety_filter,authority_regret,0.279924,0.000609,10
contact_mode,0.00,cbf_safety_filter,human_burden,0.327459,0.001345,10
contact_mode,0.00,cbf_safety_filter,late_handoff,0.329777,0.000704,10
contact_mode,0.00,cbf_safety_filter,handoff_churn,0.377844,0.000786,10
contact_mode,0.00,cbf_safety_filter,recovery_success,0.643618,0.001167,10
contact_mode,0.00,cbf_safety_filter,intervention_cost,0.226717,0.000521,10
contact_mode,0.00,cbf_safety_filter,boundary_calibration_error,0.271983,0.000817,10
contact_mode,0.00,cbf_safety_filter,override_precision,0.534410,0.000854,10
contact_mode,0.00,cbf_safety_filter,unsafe_autonomy,0.110059,0.000584,10
contact_mode,0.00,cbf_safety_filter,robust_utility,0.133108,0.027146,10
contact_mode,0.00,confidence_threshold_shared_control,task_success,0.117500,0.021149,10
contact_mode,0.00,confidence_threshold_shared_control,safety_violation,0.297500,0.020523,10
contact_mode,0.00,confidence_threshold_shared_control,authority_regret,0.455715,0.000555,10
contact_mode,0.00,confidence_threshold_shared_control,human_burden,0.882992,0.001031,10
contact_mode,0.00,confidence_threshold_shared_control,late_handoff,0.429997,0.000987,10
contact_mode,0.00,confidence_threshold_shared_control,handoff_churn,0.507684,0.001012,10
contact_mode,0.00,confidence_threshold_shared_control,recovery_success,0.335070,0.000892,10
contact_mode,0.00,confidence_threshold_shared_control,intervention_cost,0.380583,0.000423,10
contact_mode,0.00,confidence_threshold_shared_control,boundary_calibration_error,0.342726,0.000240,10
contact_mode,0.00,confidence_threshold_shared_control,override_precision,0.344104,0.000892,10
contact_mode,0.00,confidence_threshold_shared_control,unsafe_autonomy,0.060541,0.000122,10
