split,reference,metric,mean_diff,ci95,lower95,upper95,n
low_signal_high_risk_shift,cbf_safety_filter,safety_violation,0.094792,0.013336,0.081456,0.108128,10
low_signal_high_risk_shift,cbf_safety_filter,task_success,-0.067708,0.034028,-0.101736,-0.033680,10
low_signal_high_risk_shift,cbf_safety_filter,unsafe_autonomy,-0.043445,0.000344,-0.043789,-0.043102,10
low_signal_high_risk_shift,mpc_risk_arbitration,authority_regret,0.069834,0.000647,0.069187,0.070482,10
low_signal_high_risk_shift,mpc_risk_arbitration,boundary_calibration_error,0.030251,0.000569,0.029682,0.030820,10
low_signal_high_risk_shift,mpc_risk_arbitration,handoff_churn,0.069846,0.000844,0.069002,0.070690,10
low_signal_high_risk_shift,mpc_risk_arbitration,human_burden,0.336744,0.001030,0.335714,0.337774,10
low_signal_high_risk_shift,mpc_risk_arbitration,intervention_cost,0.085973,0.000816,0.085158,0.086789,10
low_signal_high_risk_shift,mpc_risk_arbitration,late_handoff,0.027299,0.000925,0.026374,0.028224,10
low_signal_high_risk_shift,mpc_risk_arbitration,override_precision,-0.060076,0.001236,-0.061312,-0.058840,10
low_signal_high_risk_shift,mpc_risk_arbitration,recovery_success,-0.105729,0.000824,-0.106554,-0.104905,10
low_signal_high_risk_shift,mpc_risk_arbitration,robust_utility,-0.251614,0.023042,-0.274655,-0.228572,10
low_signal_high_risk_shift,mpc_risk_arbitration,safety_violation,0.046354,0.018479,0.027875,0.064833,10
low_signal_high_risk_shift,mpc_risk_arbitration,task_success,-0.094792,0.020518,-0.115310,-0.074273,10
low_signal_high_risk_shift,mpc_risk_arbitration,unsafe_autonomy,-0.057675,0.000245,-0.057920,-0.057430,10
low_signal_high_risk_shift,pomdp_handoff_policy,authority_regret,0.032428,0.000791,0.031637,0.033219,10
low_signal_high_risk_shift,pomdp_handoff_policy,boundary_calibration_error,0.020242,0.000545,0.019697,0.020787,10
low_signal_high_risk_shift,pomdp_handoff_policy,handoff_churn,0.030914,0.000578,0.030335,0.031492,10
low_signal_high_risk_shift,pomdp_handoff_policy,human_burden,0.153226,0.000909,0.152318,0.154135,10
low_signal_high_risk_shift,pomdp_handoff_policy,intervention_cost,0.025674,0.000738,0.024936,0.026413,10
low_signal_high_risk_shift,pomdp_handoff_policy,late_handoff,0.002220,0.000920,0.001300,0.003139,10
low_signal_high_risk_shift,pomdp_handoff_policy,override_precision,-0.020204,0.001257,-0.021462,-0.018947,10
low_signal_high_risk_shift,pomdp_handoff_policy,recovery_success,-0.035397,0.000875,-0.036272,-0.034522,10
low_signal_high_risk_shift,pomdp_handoff_policy,robust_utility,-0.071324,0.028569,-0.099894,-0.042755,10
low_signal_high_risk_shift,pomdp_handoff_policy,safety_violation,0.015625,0.024913,-0.009288,0.040538,10
low_signal_high_risk_shift,pomdp_handoff_policy,task_success,-0.007291,0.023239,-0.030530,0.015947,10
low_signal_high_risk_shift,pomdp_handoff_policy,unsafe_autonomy,-0.030830,0.000267,-0.031097,-0.030563,10
low_signal_high_risk_shift,recovery_aware_mpc,authority_regret,0.055927,0.000744,0.055183,0.056671,10
low_signal_high_risk_shift,recovery_aware_mpc,boundary_calibration_error,0.020421,0.000752,0.019668,0.021173,10
low_signal_high_risk_shift,recovery_aware_mpc,handoff_churn,0.060353,0.000777,0.059576,0.061130,10
low_signal_high_risk_shift,recovery_aware_mpc,human_burden,0.289255,0.001095,0.288160,0.290350,10
low_signal_high_risk_shift,recovery_aware_mpc,intervention_cost,0.038470,0.000645,0.037826,0.039115,10
low_signal_high_risk_shift,recovery_aware_mpc,late_handoff,0.030945,0.000639,0.030306,0.031584,10
low_signal_high_risk_shift,recovery_aware_mpc,override_precision,-0.050998,0.001095,-0.052093,-0.049903,10
low_signal_high_risk_shift,recovery_aware_mpc,recovery_success,-0.154861,0.000702,-0.155563,-0.154159,10
low_signal_high_risk_shift,recovery_aware_mpc,robust_utility,-0.232729,0.018253,-0.250982,-0.214475,10
low_signal_high_risk_shift,recovery_aware_mpc,safety_violation,0.039583,0.016822,0.022761,0.056406,10
low_signal_high_risk_shift,recovery_aware_mpc,task_success,-0.096354,0.018715,-0.115069,-0.077639,10
low_signal_high_risk_shift,recovery_aware_mpc,unsafe_autonomy,-0.054411,0.000279,-0.054690,-0.054132,10
low_signal_high_risk_shift,uncertainty_triggered_handoff,authority_regret,-0.042428,0.000514,-0.042942,-0.041913,10
low_signal_high_risk_shift,uncertainty_triggered_handoff,boundary_calibration_error,-0.029868,0.000549,-0.030417,-0.029319,10
low_signal_high_risk_shift,uncertainty_triggered_handoff,handoff_churn,-0.080003,0.001060,-0.081063,-0.078943,10
low_signal_high_risk_shift,uncertainty_triggered_handoff,human_burden,-0.096431,0.000739,-0.097169,-0.095692,10
low_signal_high_risk_shift,uncertainty_triggered_handoff,intervention_cost,-0.000801,0.000665,-0.001466,-0.000135,10
low_signal_high_risk_shift,uncertainty_triggered_handoff,late_handoff,-0.028728,0.000390,-0.029118,-0.028338,10
low_signal_high_risk_shift,uncertainty_triggered_handoff,override_precision,0.060010,0.000891,0.059119,0.060902,10
low_signal_high_risk_shift,uncertainty_triggered_handoff,recovery_success,0.123808,0.001129,0.122679,0.124938,10
low_signal_high_risk_shift,uncertainty_triggered_handoff,robust_utility,0.133838,0.030176,0.103662,0.164013,10
low_signal_high_risk_shift,uncertainty_triggered_handoff,safety_violation,0.011979,0.025738,-0.013759,0.037717,10
low_signal_high_risk_shift,uncertainty_triggered_handoff,task_success,0.083333,0.024396,0.058938,0.107729,10
low_signal_high_risk_shift,uncertainty_triggered_handoff,unsafe_autonomy,0.017844,0.000232,0.017611,0.018076,10
nominal_shared_autonomy,authority_boundary_v4,authority_regret,-0.034335,0.000722,-0.035057,-0.033613,10
nominal_shared_autonomy,authority_boundary_v4,boundary_calibration_error,-0.009900,0.000773,-0.010673,-0.009127,10
nominal_shared_autonomy,authority_boundary_v4,handoff_churn,-0.020595,0.000943,-0.021538,-0.019652,10
nominal_shared_autonomy,authority_boundary_v4,human_burden,-0.153741,0.000868,-0.154609,-0.152873,10
nominal_shared_autonomy,authority_boundary_v4,intervention_cost,-0.014987,0.000792,-0.015780,-0.014195,10
nominal_shared_autonomy,authority_boundary_v4,late_handoff,-0.015062,0.000783,-0.015845,-0.014279,10
nominal_shared_autonomy,authority_boundary_v4,override_precision,0.030309,0.000630,0.029678,0.030939,10
nominal_shared_autonomy,authority_boundary_v4,recovery_success,0.067215,0.000663,0.066552,0.067878,10
nominal_shared_autonomy,authority_boundary_v4,robust_utility,0.145427,0.037812,0.107615,0.183238,10
nominal_shared_autonomy,authority_boundary_v4,safety_violation,-0.018750,0.022837,-0.041587,0.004087,10
nominal_shared_autonomy,authority_boundary_v4,task_success,0.076563,0.037525,0.039038,0.114087,10
nominal_shared_autonomy,authority_boundary_v4,unsafe_autonomy,0.021837,0.000253,0.021583,0.022090,10
nominal_shared_autonomy,bayesian_authority_allocation,authority_regret,-0.019437,0.000670,-0.020107,-0.018767,10
nominal_shared_autonomy,bayesian_authority_allocation,boundary_calibration_error,-0.000460,0.000620,-0.001080,0.000160,10
nominal_shared_autonomy,bayesian_authority_allocation,handoff_churn,0.009205,0.001163,0.008042,0.010368,10
nominal_shared_autonomy,bayesian_authority_allocation,human_burden,-0.024457,0.001262,-0.025719,-0.023195,10
nominal_shared_autonomy,bayesian_authority_allocation,intervention_cost,0.006691,0.001044,0.005648,0.007735,10
nominal_shared_autonomy,bayesian_authority_allocation,late_handoff,-0.036060,0.000799,-0.036859,-0.035261,10
nominal_shared_autonomy,bayesian_authority_allocation,override_precision,0.040493,0.000514,0.039979,0.041007,10
nominal_shared_autonomy,bayesian_authority_allocation,recovery_success,0.079265,0.001002,0.078263,0.080267,10
nominal_shared_autonomy,bayesian_authority_allocation,robust_utility,0.075066,0.022057,0.053008,0.097123,10
nominal_shared_autonomy,bayesian_authority_allocation,safety_violation,-0.007291,0.021316,-0.028607,0.014024,10
nominal_shared_autonomy,bayesian_authority_allocation,task_success,0.049479,0.015084,0.034395,0.064563,10
nominal_shared_autonomy,bayesian_authority_allocation,unsafe_autonomy,-0.002621,0.000394,-0.003015,-0.002226,10
nominal_shared_autonomy,cbf_safety_filter,authority_regret,0.046428,0.000447,0.045981,0.046875,10
nominal_shared_autonomy,cbf_safety_filter,boundary_calibration_error,0.009699,0.000409,0.009290,0.010109,10
nominal_shared_autonomy,cbf_safety_filter,handoff_churn,0.080232,0.001147,0.079086,0.081379,10
nominal_shared_autonomy,cbf_safety_filter,human_burden,0.381867,0.000900,0.380967,0.382767,10
nominal_shared_autonomy,cbf_safety_filter,intervention_cost,0.153425,0.000898,0.152527,0.154322,10
nominal_shared_autonomy,cbf_safety_filter,late_handoff,0.011492,0.000617,0.010875,0.012108,10
nominal_shared_autonomy,cbf_safety_filter,override_precision,-0.029612,0.001122,-0.030734,-0.028489,10
nominal_shared_autonomy,cbf_safety_filter,recovery_success,-0.035418,0.000796,-0.036214,-0.034623,10
nominal_shared_autonomy,cbf_safety_filter,robust_utility,-0.214377,0.027735,-0.242112,-0.186642,10
nominal_shared_autonomy,cbf_safety_filter,safety_violation,0.058333,0.016376,0.041957,0.074709,10
nominal_shared_autonomy,cbf_safety_filter,task_success,-0.045313,0.029977,-0.075290,-0.015335,10
nominal_shared_autonomy,cbf_safety_filter,unsafe_autonomy,-0.022779,0.000307,-0.023086,-0.022472,10
nominal_shared_autonomy,mpc_risk_arbitration,authority_regret,0.069393,0.000647,0.068746,0.070040,10
nominal_shared_autonomy,mpc_risk_arbitration,boundary_calibration_error,0.029742,0.000764,0.028979,0.030506,10
nominal_shared_autonomy,mpc_risk_arbitration,handoff_churn,0.069675,0.000944,0.068731,0.070618,10
nominal_shared_autonomy,mpc_risk_arbitration,human_burden,0.335464,0.001629,0.333835,0.337093,10
nominal_shared_autonomy,mpc_risk_arbitration,intervention_cost,0.085919,0.000863,0.085056,0.086783,10
nominal_shared_autonomy,mpc_risk_arbitration,late_handoff,0.027088,0.000740,0.026348,0.027828,10
nominal_shared_autonomy,mpc_risk_arbitration,override_precision,-0.059969,0.000619,-0.060588,-0.059351,10
nominal_shared_autonomy,mpc_risk_arbitration,recovery_success,-0.104387,0.000904,-0.105291,-0.103483,10
nominal_shared_autonomy,mpc_risk_arbitration,robust_utility,-0.240539,0.028438,-0.268977,-0.212101,10
nominal_shared_autonomy,mpc_risk_arbitration,safety_violation,0.021875,0.026217,-0.004342,0.048092,10
nominal_shared_autonomy,mpc_risk_arbitration,task_success,-0.099479,0.025026,-0.124505,-0.074453,10
nominal_shared_autonomy,mpc_risk_arbitration,unsafe_autonomy,-0.037477,0.000366,-0.037844,-0.037111,10
nominal_shared_autonomy,pomdp_handoff_policy,authority_regret,0.032147,0.000422,0.031725,0.032569,10
nominal_shared_autonomy,pomdp_handoff_policy,boundary_calibration_error,0.019679,0.000626,0.019052,0.020305,10
nominal_shared_autonomy,pomdp_handoff_policy,handoff_churn,0.029835,0.001326,0.028509,0.031161,10
nominal_shared_autonomy,pomdp_handoff_policy,human_burden,0.151938,0.001173,0.150765,0.153110,10
nominal_shared_autonomy,pomdp_handoff_policy,intervention_cost,0.024913,0.001079,0.023834,0.025992,10
nominal_shared_autonomy,pomdp_handoff_policy,late_handoff,0.002177,0.000821,0.001355,0.002998,10
nominal_shared_autonomy,pomdp_handoff_policy,override_precision,-0.019964,0.000916,-0.020881,-0.019048,10
nominal_shared_autonomy,pomdp_handoff_policy,recovery_success,-0.034604,0.000856,-0.035460,-0.033748,10
nominal_shared_autonomy,pomdp_handoff_policy,robust_utility,-0.089377,0.031692,-0.121070,-0.057685,10
nominal_shared_autonomy,pomdp_handoff_policy,safety_violation,-0.002083,0.014691,-0.016775,0.012608,10
nominal_shared_autonomy,pomdp_handoff_policy,task_success,-0.036979,0.027579,-0.064558,-0.009400,10
nominal_shared_autonomy,pomdp_handoff_policy,unsafe_autonomy,-0.020833,0.000440,-0.021273,-0.020393,10
nominal_shared_autonomy,recovery_aware_mpc,authority_regret,0.055276,0.000666,0.054610,0.055942,10
nominal_shared_autonomy,recovery_aware_mpc,boundary_calibration_error,0.019923,0.000599,0.019324,0.020522,10
nominal_shared_autonomy,recovery_aware_mpc,handoff_churn,0.059601,0.000642,0.058959,0.060243,10
nominal_shared_autonomy,recovery_aware_mpc,human_burden,0.288168,0.001334,0.286834,0.289502,10
nominal_shared_autonomy,recovery_aware_mpc,intervention_cost,0.037538,0.000807,0.036731,0.038346,10
nominal_shared_autonomy,recovery_aware_mpc,late_handoff,0.030849,0.000492,0.030357,0.031342,10
nominal_shared_autonomy,recovery_aware_mpc,override_precision,-0.049360,0.000845,-0.050205,-0.048515,10
nominal_shared_autonomy,recovery_aware_mpc,recovery_success,-0.154207,0.000792,-0.154999,-0.153415,10
nominal_shared_autonomy,recovery_aware_mpc,robust_utility,-0.214491,0.040682,-0.255173,-0.173809,10
nominal_shared_autonomy,recovery_aware_mpc,safety_violation,0.010417,0.019369,-0.008952,0.029785,10
nominal_shared_autonomy,recovery_aware_mpc,task_success,-0.096875,0.033761,-0.130636,-0.063114,10
nominal_shared_autonomy,recovery_aware_mpc,unsafe_autonomy,-0.036884,0.000275,-0.037159,-0.036609,10
nominal_shared_autonomy,uncertainty_triggered_handoff,authority_regret,-0.041351,0.000976,-0.042328,-0.040375,10
nominal_shared_autonomy,uncertainty_triggered_handoff,boundary_calibration_error,-0.030399,0.000550,-0.030949,-0.029848,10
nominal_shared_autonomy,uncertainty_triggered_handoff,handoff_churn,-0.080482,0.001164,-0.081647,-0.079318,10
nominal_shared_autonomy,uncertainty_triggered_handoff,human_burden,-0.096827,0.001128,-0.097955,-0.095699,10
nominal_shared_autonomy,uncertainty_triggered_handoff,intervention_cost,-0.000804,0.000860,-0.001664,0.000056,10
nominal_shared_autonomy,uncertainty_triggered_handoff,late_handoff,-0.029112,0.000764,-0.029876,-0.028348,10
nominal_shared_autonomy,uncertainty_triggered_handoff,override_precision,0.060390,0.000605,0.059785,0.060994,10
nominal_shared_autonomy,uncertainty_triggered_handoff,recovery_success,0.122982,0.001052,0.121930,0.124034,10
nominal_shared_autonomy,uncertainty_triggered_handoff,robust_utility,0.177676,0.031843,0.145833,0.209519,10
nominal_shared_autonomy,uncertainty_triggered_handoff,safety_violation,-0.024479,0.016881,-0.041360,-0.007598,10
nominal_shared_autonomy,uncertainty_triggered_handoff,task_success,0.104688,0.027705,0.076983,0.132392,10
nominal_shared_autonomy,uncertainty_triggered_handoff,unsafe_autonomy,0.013920,0.000238,0.013683,0.014158,10
