split,reference,metric,mean_diff,ci95,lower95,upper95,n
fragile_object_shift,bayesian_authority_allocation,handoff_churn,0.010458,0.000656,0.009802,0.011114,10
fragile_object_shift,bayesian_authority_allocation,human_burden,-0.024741,0.000882,-0.025623,-0.023859,10
fragile_object_shift,bayesian_authority_allocation,intervention_cost,0.007862,0.000685,0.007178,0.008547,10
fragile_object_shift,bayesian_authority_allocation,late_handoff,-0.035607,0.000931,-0.036538,-0.034676,10
fragile_object_shift,bayesian_authority_allocation,override_precision,0.040297,0.000814,0.039483,0.041111,10
fragile_object_shift,bayesian_authority_allocation,recovery_success,0.079861,0.001073,0.078788,0.080934,10
fragile_object_shift,bayesian_authority_allocation,robust_utility,0.111664,0.032285,0.079379,0.143949,10
fragile_object_shift,bayesian_authority_allocation,safety_violation,-0.039583,0.029594,-0.069178,-0.009989,10
fragile_object_shift,bayesian_authority_allocation,task_success,0.066146,0.026796,0.039350,0.092941,10
fragile_object_shift,bayesian_authority_allocation,unsafe_autonomy,-0.002267,0.000242,-0.002508,-0.002025,10
fragile_object_shift,cbf_safety_filter,authority_regret,0.048402,0.000707,0.047695,0.049110,10
fragile_object_shift,cbf_safety_filter,boundary_calibration_error,0.009881,0.000741,0.009140,0.010622,10
fragile_object_shift,cbf_safety_filter,handoff_churn,0.079902,0.000952,0.078950,0.080855,10
fragile_object_shift,cbf_safety_filter,human_burden,0.380946,0.000713,0.380233,0.381659,10
fragile_object_shift,cbf_safety_filter,intervention_cost,0.154161,0.000844,0.153317,0.155005,10
fragile_object_shift,cbf_safety_filter,late_handoff,0.011928,0.000914,0.011014,0.012841,10
fragile_object_shift,cbf_safety_filter,override_precision,-0.029711,0.000755,-0.030466,-0.028956,10
fragile_object_shift,cbf_safety_filter,recovery_success,-0.036256,0.000853,-0.037109,-0.035404,10
fragile_object_shift,cbf_safety_filter,robust_utility,-0.226330,0.020748,-0.247078,-0.205583,10
fragile_object_shift,cbf_safety_filter,safety_violation,0.034896,0.028795,0.006100,0.063691,10
fragile_object_shift,cbf_safety_filter,task_success,-0.071354,0.017287,-0.088642,-0.054067,10
fragile_object_shift,cbf_safety_filter,unsafe_autonomy,-0.031564,0.000420,-0.031984,-0.031144,10
fragile_object_shift,mpc_risk_arbitration,authority_regret,0.069246,0.000730,0.068516,0.069976,10
fragile_object_shift,mpc_risk_arbitration,boundary_calibration_error,0.030708,0.000804,0.029904,0.031512,10
fragile_object_shift,mpc_risk_arbitration,handoff_churn,0.069874,0.000916,0.068958,0.070790,10
fragile_object_shift,mpc_risk_arbitration,human_burden,0.334558,0.001428,0.333130,0.335986,10
fragile_object_shift,mpc_risk_arbitration,intervention_cost,0.086037,0.000979,0.085058,0.087016,10
fragile_object_shift,mpc_risk_arbitration,late_handoff,0.027693,0.000332,0.027361,0.028026,10
fragile_object_shift,mpc_risk_arbitration,override_precision,-0.059382,0.001019,-0.060400,-0.058363,10
fragile_object_shift,mpc_risk_arbitration,recovery_success,-0.105134,0.000650,-0.105784,-0.104485,10
fragile_object_shift,mpc_risk_arbitration,robust_utility,-0.228529,0.037193,-0.265722,-0.191337,10
fragile_object_shift,mpc_risk_arbitration,safety_violation,0.002604,0.026060,-0.023456,0.028664,10
fragile_object_shift,mpc_risk_arbitration,task_success,-0.099479,0.037321,-0.136800,-0.062159,10
fragile_object_shift,mpc_risk_arbitration,unsafe_autonomy,-0.047082,0.000442,-0.047524,-0.046639,10
fragile_object_shift,pomdp_handoff_policy,authority_regret,0.032139,0.000645,0.031494,0.032783,10
fragile_object_shift,pomdp_handoff_policy,boundary_calibration_error,0.019928,0.000802,0.019127,0.020730,10
fragile_object_shift,pomdp_handoff_policy,handoff_churn,0.029770,0.000843,0.028926,0.030613,10
fragile_object_shift,pomdp_handoff_policy,human_burden,0.150921,0.001384,0.149537,0.152305,10
fragile_object_shift,pomdp_handoff_policy,intervention_cost,0.025945,0.000899,0.025046,0.026845,10
fragile_object_shift,pomdp_handoff_policy,late_handoff,0.002340,0.000746,0.001595,0.003086,10
fragile_object_shift,pomdp_handoff_policy,override_precision,-0.020123,0.000695,-0.020819,-0.019428,10
fragile_object_shift,pomdp_handoff_policy,recovery_success,-0.033744,0.000944,-0.034688,-0.032800,10
fragile_object_shift,pomdp_handoff_policy,robust_utility,-0.072622,0.027689,-0.100311,-0.044932,10
fragile_object_shift,pomdp_handoff_policy,safety_violation,0.003125,0.025336,-0.022211,0.028461,10
fragile_object_shift,pomdp_handoff_policy,task_success,-0.017188,0.022625,-0.039813,0.005438,10
fragile_object_shift,pomdp_handoff_policy,unsafe_autonomy,-0.025695,0.000376,-0.026070,-0.025319,10
fragile_object_shift,recovery_aware_mpc,authority_regret,0.055716,0.000859,0.054857,0.056575,10
fragile_object_shift,recovery_aware_mpc,boundary_calibration_error,0.020346,0.000754,0.019593,0.021100,10
fragile_object_shift,recovery_aware_mpc,handoff_churn,0.060226,0.000727,0.059499,0.060953,10
fragile_object_shift,recovery_aware_mpc,human_burden,0.288011,0.000627,0.287384,0.288638,10
fragile_object_shift,recovery_aware_mpc,intervention_cost,0.038511,0.000704,0.037807,0.039215,10
fragile_object_shift,recovery_aware_mpc,late_handoff,0.030932,0.000745,0.030186,0.031677,10
fragile_object_shift,recovery_aware_mpc,override_precision,-0.049469,0.000773,-0.050242,-0.048697,10
fragile_object_shift,recovery_aware_mpc,recovery_success,-0.153622,0.000959,-0.154581,-0.152663,10
fragile_object_shift,recovery_aware_mpc,robust_utility,-0.228171,0.029011,-0.257182,-0.199160,10
fragile_object_shift,recovery_aware_mpc,safety_violation,0.011979,0.033859,-0.021880,0.045838,10
fragile_object_shift,recovery_aware_mpc,task_success,-0.109375,0.022417,-0.131792,-0.086958,10
fragile_object_shift,recovery_aware_mpc,unsafe_autonomy,-0.045973,0.000413,-0.046386,-0.045559,10
fragile_object_shift,uncertainty_triggered_handoff,authority_regret,-0.041866,0.000872,-0.042738,-0.040995,10
fragile_object_shift,uncertainty_triggered_handoff,boundary_calibration_error,-0.030150,0.000509,-0.030659,-0.029641,10
fragile_object_shift,uncertainty_triggered_handoff,handoff_churn,-0.080314,0.001213,-0.081527,-0.079102,10
fragile_object_shift,uncertainty_triggered_handoff,human_burden,-0.096600,0.001465,-0.098065,-0.095134,10
fragile_object_shift,uncertainty_triggered_handoff,intervention_cost,-0.000661,0.000836,-0.001497,0.000175,10
fragile_object_shift,uncertainty_triggered_handoff,late_handoff,-0.028087,0.000794,-0.028881,-0.027293,10
fragile_object_shift,uncertainty_triggered_handoff,override_precision,0.059646,0.000754,0.058892,0.060400,10
fragile_object_shift,uncertainty_triggered_handoff,recovery_success,0.124129,0.000529,0.123601,0.124658,10
fragile_object_shift,uncertainty_triggered_handoff,robust_utility,0.163664,0.026938,0.136726,0.190602,10
fragile_object_shift,uncertainty_triggered_handoff,safety_violation,-0.007813,0.022274,-0.030087,0.014462,10
fragile_object_shift,uncertainty_triggered_handoff,task_success,0.101041,0.022735,0.078306,0.123776,10
fragile_object_shift,uncertainty_triggered_handoff,unsafe_autonomy,0.017044,0.000482,0.016562,0.017527,10
human_delay_shift,authority_boundary_v4,authority_regret,-0.035170,0.000880,-0.036050,-0.034289,10
human_delay_shift,authority_boundary_v4,boundary_calibration_error,-0.009781,0.000489,-0.010270,-0.009293,10
human_delay_shift,authority_boundary_v4,handoff_churn,-0.020366,0.001096,-0.021463,-0.019270,10
human_delay_shift,authority_boundary_v4,human_burden,-0.153520,0.001129,-0.154649,-0.152390,10
human_delay_shift,authority_boundary_v4,intervention_cost,-0.014947,0.000661,-0.015608,-0.014287,10
human_delay_shift,authority_boundary_v4,late_handoff,-0.015011,0.000829,-0.015840,-0.014181,10
human_delay_shift,authority_boundary_v4,override_precision,0.029354,0.001182,0.028172,0.030536,10
human_delay_shift,authority_boundary_v4,recovery_success,0.067437,0.000700,0.066737,0.068137,10
human_delay_shift,authority_boundary_v4,robust_utility,0.136331,0.034531,0.101800,0.170862,10
human_delay_shift,authority_boundary_v4,safety_violation,0.010416,0.033789,-0.023372,0.044205,10
human_delay_shift,authority_boundary_v4,task_success,0.085417,0.026454,0.058962,0.111871,10
human_delay_shift,authority_boundary_v4,unsafe_autonomy,0.018686,0.000144,0.018542,0.018829,10
human_delay_shift,bayesian_authority_allocation,authority_regret,-0.020327,0.000662,-0.020989,-0.019665,10
human_delay_shift,bayesian_authority_allocation,boundary_calibration_error,0.000646,0.000632,0.000014,0.001278,10
human_delay_shift,bayesian_authority_allocation,handoff_churn,0.009293,0.000559,0.008734,0.009852,10
human_delay_shift,bayesian_authority_allocation,human_burden,-0.024303,0.000809,-0.025112,-0.023494,10
human_delay_shift,bayesian_authority_allocation,intervention_cost,0.006756,0.000574,0.006182,0.007330,10
human_delay_shift,bayesian_authority_allocation,late_handoff,-0.035833,0.000892,-0.036725,-0.034941,10
human_delay_shift,bayesian_authority_allocation,override_precision,0.039297,0.000889,0.038408,0.040185,10
human_delay_shift,bayesian_authority_allocation,recovery_success,0.079663,0.000739,0.078924,0.080403,10
human_delay_shift,bayesian_authority_allocation,robust_utility,0.075657,0.038837,0.036821,0.114494,10
human_delay_shift,bayesian_authority_allocation,safety_violation,0.013021,0.025430,-0.012409,0.038451,10
human_delay_shift,bayesian_authority_allocation,task_success,0.062500,0.031921,0.030579,0.094421,10
human_delay_shift,bayesian_authority_allocation,unsafe_autonomy,-0.001026,0.000168,-0.001194,-0.000858,10
human_delay_shift,cbf_safety_filter,authority_regret,0.046851,0.000726,0.046125,0.047578,10
human_delay_shift,cbf_safety_filter,boundary_calibration_error,0.009929,0.000756,0.009173,0.010684,10
human_delay_shift,cbf_safety_filter,handoff_churn,0.080079,0.000938,0.079141,0.081017,10
human_delay_shift,cbf_safety_filter,human_burden,0.381479,0.000998,0.380481,0.382477,10
human_delay_shift,cbf_safety_filter,intervention_cost,0.153026,0.000629,0.152397,0.153655,10
human_delay_shift,cbf_safety_filter,late_handoff,0.011433,0.000945,0.010487,0.012378,10
human_delay_shift,cbf_safety_filter,override_precision,-0.030587,0.000797,-0.031384,-0.029791,10
human_delay_shift,cbf_safety_filter,recovery_success,-0.035003,0.001254,-0.036257,-0.033750,10
human_delay_shift,cbf_safety_filter,robust_utility,-0.264143,0.030527,-0.294670,-0.233616,10
human_delay_shift,cbf_safety_filter,safety_violation,0.061458,0.027510,0.033948,0.088968,10
human_delay_shift,cbf_safety_filter,task_success,-0.093229,0.023301,-0.116530,-0.069928,10
human_delay_shift,cbf_safety_filter,unsafe_autonomy,-0.032870,0.000281,-0.033151,-0.032588,10
human_delay_shift,mpc_risk_arbitration,authority_regret,0.068387,0.000618,0.067769,0.069006,10
human_delay_shift,mpc_risk_arbitration,boundary_calibration_error,0.030236,0.000602,0.029634,0.030839,10
human_delay_shift,mpc_risk_arbitration,handoff_churn,0.070178,0.000888,0.069289,0.071066,10
human_delay_shift,mpc_risk_arbitration,human_burden,0.335517,0.001433,0.334083,0.336950,10
human_delay_shift,mpc_risk_arbitration,intervention_cost,0.085580,0.000701,0.084879,0.086281,10
human_delay_shift,mpc_risk_arbitration,late_handoff,0.027516,0.000756,0.026760,0.028273,10
human_delay_shift,mpc_risk_arbitration,override_precision,-0.060262,0.000721,-0.060982,-0.059541,10
human_delay_shift,mpc_risk_arbitration,recovery_success,-0.104689,0.000699,-0.105388,-0.103991,10
human_delay_shift,mpc_risk_arbitration,robust_utility,-0.268180,0.017341,-0.285521,-0.250839,10
human_delay_shift,mpc_risk_arbitration,safety_violation,0.055729,0.028674,0.027055,0.084403,10
human_delay_shift,mpc_risk_arbitration,task_success,-0.106250,0.018463,-0.124713,-0.087787,10
human_delay_shift,mpc_risk_arbitration,unsafe_autonomy,-0.044981,0.000437,-0.045418,-0.044544,10
human_delay_shift,pomdp_handoff_policy,authority_regret,0.031880,0.000742,0.031138,0.032622,10
human_delay_shift,pomdp_handoff_policy,boundary_calibration_error,0.020025,0.000712,0.019313,0.020737,10
human_delay_shift,pomdp_handoff_policy,handoff_churn,0.029707,0.001041,0.028666,0.030749,10
human_delay_shift,pomdp_handoff_policy,human_burden,0.151365,0.001082,0.150283,0.152448,10
human_delay_shift,pomdp_handoff_policy,intervention_cost,0.024758,0.000654,0.024104,0.025412,10
human_delay_shift,pomdp_handoff_policy,late_handoff,0.002105,0.000892,0.001213,0.002996,10
human_delay_shift,pomdp_handoff_policy,override_precision,-0.020891,0.000943,-0.021834,-0.019948,10
human_delay_shift,pomdp_handoff_policy,recovery_success,-0.033454,0.000601,-0.034055,-0.032853,10
human_delay_shift,pomdp_handoff_policy,robust_utility,-0.106414,0.026837,-0.133250,-0.079577,10
human_delay_shift,pomdp_handoff_policy,safety_violation,0.012500,0.017563,-0.005063,0.030063,10
human_delay_shift,pomdp_handoff_policy,task_success,-0.045313,0.021897,-0.067210,-0.023416,10
human_delay_shift,pomdp_handoff_policy,unsafe_autonomy,-0.024195,0.000383,-0.024578,-0.023812,10
human_delay_shift,recovery_aware_mpc,authority_regret,0.055395,0.000749,0.054646,0.056144,10
human_delay_shift,recovery_aware_mpc,boundary_calibration_error,0.020393,0.000706,0.019687,0.021099,10
human_delay_shift,recovery_aware_mpc,handoff_churn,0.060150,0.000817,0.059333,0.060967,10
human_delay_shift,recovery_aware_mpc,human_burden,0.288250,0.001328,0.286922,0.289577,10
human_delay_shift,recovery_aware_mpc,intervention_cost,0.037814,0.000503,0.037312,0.038317,10
human_delay_shift,recovery_aware_mpc,late_handoff,0.031323,0.000853,0.030470,0.032176,10
human_delay_shift,recovery_aware_mpc,override_precision,-0.050785,0.000752,-0.051537,-0.050034,10
human_delay_shift,recovery_aware_mpc,recovery_success,-0.153949,0.000910,-0.154859,-0.153039,10
human_delay_shift,recovery_aware_mpc,robust_utility,-0.240126,0.032872,-0.272998,-0.207254,10
human_delay_shift,recovery_aware_mpc,safety_violation,0.027083,0.024052,0.003032,0.051135,10
human_delay_shift,recovery_aware_mpc,task_success,-0.111979,0.022584,-0.134564,-0.089395,10
human_delay_shift,recovery_aware_mpc,unsafe_autonomy,-0.043073,0.000289,-0.043363,-0.042784,10
human_delay_shift,uncertainty_triggered_handoff,authority_regret,-0.041742,0.000813,-0.042555,-0.040930,10
human_delay_shift,uncertainty_triggered_handoff,boundary_calibration_error,-0.029835,0.000413,-0.030248,-0.029422,10
human_delay_shift,uncertainty_triggered_handoff,handoff_churn,-0.080489,0.001100,-0.081589,-0.079389,10
human_delay_shift,uncertainty_triggered_handoff,human_burden,-0.097741,0.001424,-0.099165,-0.096316,10
human_delay_shift,uncertainty_triggered_handoff,intervention_cost,-0.001412,0.000561,-0.001973,-0.000851,10
human_delay_shift,uncertainty_triggered_handoff,late_handoff,-0.028776,0.000828,-0.029604,-0.027948,10
human_delay_shift,uncertainty_triggered_handoff,override_precision,0.059151,0.000955,0.058196,0.060106,10
human_delay_shift,uncertainty_triggered_handoff,recovery_success,0.124218,0.001463,0.122755,0.125682,10
human_delay_shift,uncertainty_triggered_handoff,robust_utility,0.147162,0.037031,0.110131,0.184193,10
human_delay_shift,uncertainty_triggered_handoff,safety_violation,-0.014063,0.016252,-0.030314,0.002189,10
human_delay_shift,uncertainty_triggered_handoff,task_success,0.080208,0.030746,0.049463,0.110954,10
human_delay_shift,uncertainty_triggered_handoff,unsafe_autonomy,0.015528,0.000325,0.015203,0.015853,10
intent_ambiguity_shift,authority_boundary_v4,authority_regret,-0.035045,0.000594,-0.035639,-0.034452,10
intent_ambiguity_shift,authority_boundary_v4,boundary_calibration_error,-0.010016,0.000738,-0.010754,-0.009278,10
intent_ambiguity_shift,authority_boundary_v4,handoff_churn,-0.019358,0.000978,-0.020336,-0.018379,10
intent_ambiguity_shift,authority_boundary_v4,human_burden,-0.153755,0.001331,-0.155085,-0.152424,10
intent_ambiguity_shift,authority_boundary_v4,intervention_cost,-0.014461,0.000611,-0.015071,-0.013850,10
intent_ambiguity_shift,authority_boundary_v4,late_handoff,-0.015698,0.000270,-0.015968,-0.015428,10
intent_ambiguity_shift,authority_boundary_v4,override_precision,0.030112,0.000790,0.029322,0.030902,10
intent_ambiguity_shift,authority_boundary_v4,recovery_success,0.067313,0.000639,0.066674,0.067953,10
intent_ambiguity_shift,authority_boundary_v4,robust_utility,0.144735,0.029997,0.114738,0.174731,10
intent_ambiguity_shift,authority_boundary_v4,safety_violation,-0.031771,0.021812,-0.053583,-0.009959,10
intent_ambiguity_shift,authority_boundary_v4,task_success,0.067708,0.022928,0.044781,0.090636,10
intent_ambiguity_shift,authority_boundary_v4,unsafe_autonomy,0.020785,0.000237,0.020548,0.021022,10
intent_ambiguity_shift,bayesian_authority_allocation,authority_regret,-0.020005,0.000790,-0.020795,-0.019215,10
intent_ambiguity_shift,bayesian_authority_allocation,boundary_calibration_error,-0.000362,0.000556,-0.000918,0.000194,10
intent_ambiguity_shift,bayesian_authority_allocation,handoff_churn,0.010100,0.000905,0.009195,0.011004,10
intent_ambiguity_shift,bayesian_authority_allocation,human_burden,-0.024031,0.001379,-0.025410,-0.022653,10
intent_ambiguity_shift,bayesian_authority_allocation,intervention_cost,0.007547,0.000752,0.006796,0.008299,10
intent_ambiguity_shift,bayesian_authority_allocation,late_handoff,-0.035641,0.000534,-0.036175,-0.035107,10
intent_ambiguity_shift,bayesian_authority_allocation,override_precision,0.040104,0.001172,0.038933,0.041276,10
intent_ambiguity_shift,bayesian_authority_allocation,recovery_success,0.079495,0.000796,0.078699,0.080291,10
intent_ambiguity_shift,bayesian_authority_allocation,robust_utility,0.086396,0.036441,0.049955,0.122836,10
intent_ambiguity_shift,bayesian_authority_allocation,safety_violation,-0.031771,0.015627,-0.047398,-0.016144,10
intent_ambiguity_shift,bayesian_authority_allocation,task_success,0.045833,0.035779,0.010054,0.081613,10
intent_ambiguity_shift,bayesian_authority_allocation,unsafe_autonomy,-0.001262,0.000411,-0.001673,-0.000852,10
intent_ambiguity_shift,cbf_safety_filter,authority_regret,0.046011,0.000688,0.045323,0.046699,10
intent_ambiguity_shift,cbf_safety_filter,boundary_calibration_error,0.009832,0.000800,0.009031,0.010632,10
intent_ambiguity_shift,cbf_safety_filter,handoff_churn,0.079834,0.000911,0.078923,0.080745,10
intent_ambiguity_shift,cbf_safety_filter,human_burden,0.380886,0.001153,0.379733,0.382039,10
intent_ambiguity_shift,cbf_safety_filter,intervention_cost,0.153305,0.000698,0.152607,0.154004,10
intent_ambiguity_shift,cbf_safety_filter,late_handoff,0.011913,0.000544,0.011369,0.012458,10
intent_ambiguity_shift,cbf_safety_filter,override_precision,-0.030636,0.001039,-0.031675,-0.029597,10
intent_ambiguity_shift,cbf_safety_filter,recovery_success,-0.035676,0.000752,-0.036427,-0.034924,10
intent_ambiguity_shift,cbf_safety_filter,robust_utility,-0.220794,0.032616,-0.253410,-0.188179,10
intent_ambiguity_shift,cbf_safety_filter,safety_violation,0.040625,0.015429,0.025196,0.056054,10
intent_ambiguity_shift,cbf_safety_filter,task_success,-0.063021,0.036821,-0.099842,-0.026200,10
intent_ambiguity_shift,cbf_safety_filter,unsafe_autonomy,-0.031830,0.000478,-0.032308,-0.031352,10
intent_ambiguity_shift,mpc_risk_arbitration,authority_regret,0.068492,0.000668,0.067824,0.069159,10
intent_ambiguity_shift,mpc_risk_arbitration,boundary_calibration_error,0.029718,0.000741,0.028977,0.030460,10
intent_ambiguity_shift,mpc_risk_arbitration,handoff_churn,0.070560,0.000919,0.069641,0.071478,10
intent_ambiguity_shift,mpc_risk_arbitration,human_burden,0.335881,0.001087,0.334795,0.336968,10
intent_ambiguity_shift,mpc_risk_arbitration,intervention_cost,0.086351,0.000733,0.085618,0.087083,10
intent_ambiguity_shift,mpc_risk_arbitration,late_handoff,0.026801,0.000760,0.026042,0.027561,10
intent_ambiguity_shift,mpc_risk_arbitration,override_precision,-0.059624,0.001114,-0.060738,-0.058510,10
intent_ambiguity_shift,mpc_risk_arbitration,recovery_success,-0.103952,0.001068,-0.105020,-0.102885,10
intent_ambiguity_shift,mpc_risk_arbitration,robust_utility,-0.239608,0.040446,-0.280054,-0.199162,10
intent_ambiguity_shift,mpc_risk_arbitration,safety_violation,0.014583,0.013763,0.000820,0.028347,10
intent_ambiguity_shift,mpc_risk_arbitration,task_success,-0.103125,0.036294,-0.139418,-0.066831,10
intent_ambiguity_shift,mpc_risk_arbitration,unsafe_autonomy,-0.044659,0.000263,-0.044922,-0.044396,10
intent_ambiguity_shift,pomdp_handoff_policy,authority_regret,0.031229,0.000445,0.030784,0.031674,10
intent_ambiguity_shift,pomdp_handoff_policy,boundary_calibration_error,0.019519,0.000744,0.018775,0.020263,10
intent_ambiguity_shift,pomdp_handoff_policy,handoff_churn,0.030340,0.000999,0.029341,0.031340,10
intent_ambiguity_shift,pomdp_handoff_policy,human_burden,0.151496,0.000814,0.150682,0.152310,10
intent_ambiguity_shift,pomdp_handoff_policy,intervention_cost,0.025254,0.000598,0.024657,0.025852,10
intent_ambiguity_shift,pomdp_handoff_policy,late_handoff,0.002036,0.000429,0.001608,0.002465,10
intent_ambiguity_shift,pomdp_handoff_policy,override_precision,-0.019740,0.000829,-0.020568,-0.018911,10
intent_ambiguity_shift,pomdp_handoff_policy,recovery_success,-0.033469,0.000822,-0.034292,-0.032647,10
intent_ambiguity_shift,pomdp_handoff_policy,robust_utility,-0.073492,0.035701,-0.109193,-0.037791,10
intent_ambiguity_shift,pomdp_handoff_policy,safety_violation,-0.007813,0.023291,-0.031104,0.015478,10
intent_ambiguity_shift,pomdp_handoff_policy,task_success,-0.025000,0.027928,-0.052928,0.002928,10
intent_ambiguity_shift,pomdp_handoff_policy,unsafe_autonomy,-0.023866,0.000253,-0.024119,-0.023613,10
intent_ambiguity_shift,recovery_aware_mpc,authority_regret,0.054862,0.000689,0.054173,0.055551,10
intent_ambiguity_shift,recovery_aware_mpc,boundary_calibration_error,0.019640,0.000757,0.018884,0.020397,10
intent_ambiguity_shift,recovery_aware_mpc,handoff_churn,0.059902,0.000972,0.058930,0.060873,10
intent_ambiguity_shift,recovery_aware_mpc,human_burden,0.288471,0.001498,0.286973,0.289969,10
intent_ambiguity_shift,recovery_aware_mpc,intervention_cost,0.038339,0.000880,0.037459,0.039219,10
intent_ambiguity_shift,recovery_aware_mpc,late_handoff,0.030795,0.000468,0.030327,0.031263,10
intent_ambiguity_shift,recovery_aware_mpc,override_precision,-0.050361,0.000869,-0.051230,-0.049492,10
intent_ambiguity_shift,recovery_aware_mpc,recovery_success,-0.153286,0.000849,-0.154136,-0.152437,10
intent_ambiguity_shift,recovery_aware_mpc,robust_utility,-0.228348,0.046318,-0.274666,-0.182031,10
intent_ambiguity_shift,recovery_aware_mpc,safety_violation,-0.000000,0.019724,-0.019725,0.019724,10
intent_ambiguity_shift,recovery_aware_mpc,task_success,-0.117187,0.037593,-0.154780,-0.079595,10
intent_ambiguity_shift,recovery_aware_mpc,unsafe_autonomy,-0.042593,0.000428,-0.043022,-0.042165,10
intent_ambiguity_shift,uncertainty_triggered_handoff,authority_regret,-0.042227,0.000394,-0.042621,-0.041833,10
intent_ambiguity_shift,uncertainty_triggered_handoff,boundary_calibration_error,-0.030175,0.000686,-0.030860,-0.029489,10
intent_ambiguity_shift,uncertainty_triggered_handoff,handoff_churn,-0.079803,0.000941,-0.080745,-0.078862,10
intent_ambiguity_shift,uncertainty_triggered_handoff,human_burden,-0.097000,0.001392,-0.098392,-0.095608,10
intent_ambiguity_shift,uncertainty_triggered_handoff,intervention_cost,-0.000317,0.000705,-0.001022,0.000388,10
intent_ambiguity_shift,uncertainty_triggered_handoff,late_handoff,-0.028965,0.000580,-0.029544,-0.028385,10
intent_ambiguity_shift,uncertainty_triggered_handoff,override_precision,0.059994,0.000728,0.059266,0.060722,10
intent_ambiguity_shift,uncertainty_triggered_handoff,recovery_success,0.123372,0.000597,0.122775,0.123969,10
intent_ambiguity_shift,uncertainty_triggered_handoff,robust_utility,0.191188,0.029528,0.161660,0.220716,10
intent_ambiguity_shift,uncertainty_triggered_handoff,safety_violation,-0.031771,0.021111,-0.052882,-0.010660,10
intent_ambiguity_shift,uncertainty_triggered_handoff,task_success,0.113542,0.024481,0.089061,0.138023,10
intent_ambiguity_shift,uncertainty_triggered_handoff,unsafe_autonomy,0.015639,0.000333,0.015306,0.015971,10
low_signal_high_risk_shift,authority_boundary_v4,authority_regret,-0.035901,0.000810,-0.036712,-0.035091,10
low_signal_high_risk_shift,authority_boundary_v4,boundary_calibration_error,-0.009631,0.000808,-0.010439,-0.008823,10
low_signal_high_risk_shift,authority_boundary_v4,handoff_churn,-0.019677,0.001179,-0.020856,-0.018498,10
low_signal_high_risk_shift,authority_boundary_v4,human_burden,-0.152905,0.001064,-0.153968,-0.151841,10
low_signal_high_risk_shift,authority_boundary_v4,intervention_cost,-0.014120,0.000741,-0.014861,-0.013378,10
low_signal_high_risk_shift,authority_boundary_v4,late_handoff,-0.014984,0.000615,-0.015599,-0.014369,10
low_signal_high_risk_shift,authority_boundary_v4,override_precision,0.029769,0.000933,0.028836,0.030702,10
low_signal_high_risk_shift,authority_boundary_v4,recovery_success,0.067117,0.000767,0.066350,0.067883,10
low_signal_high_risk_shift,authority_boundary_v4,robust_utility,0.138671,0.031816,0.106854,0.170487,10
low_signal_high_risk_shift,authority_boundary_v4,safety_violation,-0.010417,0.031187,-0.041604,0.020770,10
low_signal_high_risk_shift,authority_boundary_v4,task_success,0.075000,0.026013,0.048987,0.101013,10
low_signal_high_risk_shift,authority_boundary_v4,unsafe_autonomy,0.020119,0.000175,0.019945,0.020294,10
low_signal_high_risk_shift,bayesian_authority_allocation,authority_regret,-0.020780,0.000691,-0.021472,-0.020089,10
low_signal_high_risk_shift,bayesian_authority_allocation,boundary_calibration_error,0.000553,0.000579,-0.000026,0.001131,10
low_signal_high_risk_shift,bayesian_authority_allocation,handoff_churn,0.010466,0.000553,0.009913,0.011019,10
low_signal_high_risk_shift,bayesian_authority_allocation,human_burden,-0.023720,0.001062,-0.024781,-0.022658,10
low_signal_high_risk_shift,bayesian_authority_allocation,intervention_cost,0.007752,0.000879,0.006872,0.008631,10
low_signal_high_risk_shift,bayesian_authority_allocation,late_handoff,-0.035934,0.000601,-0.036535,-0.035333,10
low_signal_high_risk_shift,bayesian_authority_allocation,override_precision,0.039306,0.001057,0.038249,0.040363,10
low_signal_high_risk_shift,bayesian_authority_allocation,recovery_success,0.079093,0.001059,0.078034,0.080152,10
low_signal_high_risk_shift,bayesian_authority_allocation,robust_utility,0.083048,0.037756,0.045292,0.120804,10
low_signal_high_risk_shift,bayesian_authority_allocation,safety_violation,-0.011979,0.027897,-0.039876,0.015917,10
low_signal_high_risk_shift,bayesian_authority_allocation,task_success,0.054688,0.034710,0.019978,0.089397,10
low_signal_high_risk_shift,bayesian_authority_allocation,unsafe_autonomy,-0.000653,0.000199,-0.000852,-0.000454,10
low_signal_high_risk_shift,cbf_safety_filter,authority_regret,0.048334,0.000704,0.047630,0.049038,10
low_signal_high_risk_shift,cbf_safety_filter,boundary_calibration_error,0.010280,0.000659,0.009622,0.010939,10
low_signal_high_risk_shift,cbf_safety_filter,handoff_churn,0.080052,0.000991,0.079061,0.081042,10
low_signal_high_risk_shift,cbf_safety_filter,human_burden,0.381769,0.001201,0.380568,0.382971,10
low_signal_high_risk_shift,cbf_safety_filter,intervention_cost,0.154042,0.000694,0.153348,0.154736,10
low_signal_high_risk_shift,cbf_safety_filter,late_handoff,0.011528,0.000450,0.011078,0.011978,10
low_signal_high_risk_shift,cbf_safety_filter,override_precision,-0.029815,0.001023,-0.030838,-0.028792,10
low_signal_high_risk_shift,cbf_safety_filter,recovery_success,-0.037653,0.000824,-0.038477,-0.036829,10
low_signal_high_risk_shift,cbf_safety_filter,robust_utility,-0.260055,0.037801,-0.297856,-0.222254,10
