split,budget,method,seed,n,coverage,accepted_success,accepted_safety_violation,accepted_regret,accepted_utility
combined_authority_stress,0.02,cbf_safety_filter,1,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.02,cbf_safety_filter,2,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.02,cbf_safety_filter,3,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.02,cbf_safety_filter,4,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.02,cbf_safety_filter,5,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.02,cbf_safety_filter,6,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.02,cbf_safety_filter,7,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.02,cbf_safety_filter,8,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.02,cbf_safety_filter,9,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.02,mpc_risk_arbitration,0,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.02,mpc_risk_arbitration,1,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.02,mpc_risk_arbitration,2,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.02,mpc_risk_arbitration,3,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.02,mpc_risk_arbitration,4,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.02,mpc_risk_arbitration,5,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.02,mpc_risk_arbitration,6,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.02,mpc_risk_arbitration,7,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.02,mpc_risk_arbitration,8,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.02,mpc_risk_arbitration,9,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.02,pomdp_handoff_policy,0,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.02,pomdp_handoff_policy,1,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.02,pomdp_handoff_policy,2,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.02,pomdp_handoff_policy,3,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.02,pomdp_handoff_policy,4,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.02,pomdp_handoff_policy,5,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.02,pomdp_handoff_policy,6,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.02,pomdp_handoff_policy,7,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.02,pomdp_handoff_policy,8,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.02,pomdp_handoff_policy,9,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.02,recovery_aware_mpc,0,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.02,recovery_aware_mpc,1,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.02,recovery_aware_mpc,2,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.02,recovery_aware_mpc,3,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.02,recovery_aware_mpc,4,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.02,recovery_aware_mpc,5,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.02,recovery_aware_mpc,6,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.02,recovery_aware_mpc,7,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.02,recovery_aware_mpc,8,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.02,recovery_aware_mpc,9,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.05,authority_boundary_v5,0,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.05,authority_boundary_v5,1,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.05,authority_boundary_v5,2,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.05,authority_boundary_v5,3,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.05,authority_boundary_v5,4,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.05,authority_boundary_v5,5,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.05,authority_boundary_v5,6,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.05,authority_boundary_v5,7,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.05,authority_boundary_v5,8,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.05,authority_boundary_v5,9,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.05,bayesian_authority_allocation,0,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.05,bayesian_authority_allocation,1,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.05,bayesian_authority_allocation,2,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.05,bayesian_authority_allocation,3,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.05,bayesian_authority_allocation,4,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.05,bayesian_authority_allocation,5,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.05,bayesian_authority_allocation,6,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.05,bayesian_authority_allocation,7,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.05,bayesian_authority_allocation,8,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.05,bayesian_authority_allocation,9,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.05,cbf_safety_filter,0,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.05,cbf_safety_filter,1,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.05,cbf_safety_filter,2,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.05,cbf_safety_filter,3,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.05,cbf_safety_filter,4,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.05,cbf_safety_filter,5,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.05,cbf_safety_filter,6,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.05,cbf_safety_filter,7,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.05,cbf_safety_filter,8,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.05,cbf_safety_filter,9,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.05,mpc_risk_arbitration,0,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.05,mpc_risk_arbitration,1,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.05,mpc_risk_arbitration,2,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.05,mpc_risk_arbitration,3,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.05,mpc_risk_arbitration,4,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.05,mpc_risk_arbitration,5,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.05,mpc_risk_arbitration,6,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.05,mpc_risk_arbitration,7,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.05,mpc_risk_arbitration,8,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.05,mpc_risk_arbitration,9,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.05,pomdp_handoff_policy,0,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.05,pomdp_handoff_policy,1,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.05,pomdp_handoff_policy,2,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.05,pomdp_handoff_policy,3,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.05,pomdp_handoff_policy,4,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.05,pomdp_handoff_policy,5,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.05,pomdp_handoff_policy,6,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.05,pomdp_handoff_policy,7,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.05,pomdp_handoff_policy,8,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.05,pomdp_handoff_policy,9,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.05,recovery_aware_mpc,0,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.05,recovery_aware_mpc,1,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.05,recovery_aware_mpc,2,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.05,recovery_aware_mpc,3,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.05,recovery_aware_mpc,4,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.05,recovery_aware_mpc,5,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.05,recovery_aware_mpc,6,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.05,recovery_aware_mpc,7,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.05,recovery_aware_mpc,8,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.05,recovery_aware_mpc,9,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.10,authority_boundary_v5,0,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.10,authority_boundary_v5,1,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.10,authority_boundary_v5,2,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.10,authority_boundary_v5,3,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.10,authority_boundary_v5,4,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.10,authority_boundary_v5,5,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.10,authority_boundary_v5,6,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.10,authority_boundary_v5,7,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.10,authority_boundary_v5,8,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.10,authority_boundary_v5,9,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.10,bayesian_authority_allocation,0,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.10,bayesian_authority_allocation,1,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.10,bayesian_authority_allocation,2,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.10,bayesian_authority_allocation,3,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.10,bayesian_authority_allocation,4,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.10,bayesian_authority_allocation,5,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.10,bayesian_authority_allocation,6,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.10,bayesian_authority_allocation,7,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.10,bayesian_authority_allocation,8,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.10,bayesian_authority_allocation,9,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.10,cbf_safety_filter,0,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.10,cbf_safety_filter,1,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.10,cbf_safety_filter,2,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.10,cbf_safety_filter,3,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.10,cbf_safety_filter,4,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.10,cbf_safety_filter,5,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.10,cbf_safety_filter,6,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.10,cbf_safety_filter,7,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.10,cbf_safety_filter,8,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.10,cbf_safety_filter,9,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.10,mpc_risk_arbitration,0,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.10,mpc_risk_arbitration,1,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.10,mpc_risk_arbitration,2,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.10,mpc_risk_arbitration,3,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.10,mpc_risk_arbitration,4,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.10,mpc_risk_arbitration,5,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.10,mpc_risk_arbitration,6,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.10,mpc_risk_arbitration,7,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.10,mpc_risk_arbitration,8,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.10,mpc_risk_arbitration,9,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.10,pomdp_handoff_policy,0,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.10,pomdp_handoff_policy,1,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.10,pomdp_handoff_policy,2,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.10,pomdp_handoff_policy,3,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.10,pomdp_handoff_policy,4,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.10,pomdp_handoff_policy,5,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.10,pomdp_handoff_policy,6,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.10,pomdp_handoff_policy,7,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.10,pomdp_handoff_policy,8,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.10,pomdp_handoff_policy,9,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.10,recovery_aware_mpc,0,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.10,recovery_aware_mpc,1,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.10,recovery_aware_mpc,2,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.10,recovery_aware_mpc,3,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.10,recovery_aware_mpc,4,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.10,recovery_aware_mpc,5,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.10,recovery_aware_mpc,6,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.10,recovery_aware_mpc,7,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.10,recovery_aware_mpc,8,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.10,recovery_aware_mpc,9,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.20,authority_boundary_v5,0,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.20,authority_boundary_v5,1,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.20,authority_boundary_v5,2,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.20,authority_boundary_v5,3,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.20,authority_boundary_v5,4,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.20,authority_boundary_v5,5,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.20,authority_boundary_v5,6,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.20,authority_boundary_v5,7,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.20,authority_boundary_v5,8,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.20,authority_boundary_v5,9,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.20,bayesian_authority_allocation,0,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.20,bayesian_authority_allocation,1,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.20,bayesian_authority_allocation,2,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.20,bayesian_authority_allocation,3,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.20,bayesian_authority_allocation,4,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.20,bayesian_authority_allocation,5,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.20,bayesian_authority_allocation,6,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.20,bayesian_authority_allocation,7,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.20,bayesian_authority_allocation,8,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.20,bayesian_authority_allocation,9,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.20,cbf_safety_filter,0,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.20,cbf_safety_filter,1,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.20,cbf_safety_filter,2,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.20,cbf_safety_filter,3,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.20,cbf_safety_filter,4,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.20,cbf_safety_filter,5,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.20,cbf_safety_filter,6,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.20,cbf_safety_filter,7,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.20,cbf_safety_filter,8,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.20,cbf_safety_filter,9,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.20,mpc_risk_arbitration,0,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.20,mpc_risk_arbitration,1,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.20,mpc_risk_arbitration,2,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.20,mpc_risk_arbitration,3,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.20,mpc_risk_arbitration,4,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.20,mpc_risk_arbitration,5,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.20,mpc_risk_arbitration,6,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.20,mpc_risk_arbitration,7,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.20,mpc_risk_arbitration,8,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.20,mpc_risk_arbitration,9,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.20,pomdp_handoff_policy,0,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.20,pomdp_handoff_policy,1,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.20,pomdp_handoff_policy,2,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.20,pomdp_handoff_policy,3,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.20,pomdp_handoff_policy,4,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.20,pomdp_handoff_policy,5,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.20,pomdp_handoff_policy,6,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.20,pomdp_handoff_policy,7,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.20,pomdp_handoff_policy,8,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.20,pomdp_handoff_policy,9,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.20,recovery_aware_mpc,0,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.20,recovery_aware_mpc,1,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.20,recovery_aware_mpc,2,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.20,recovery_aware_mpc,3,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.20,recovery_aware_mpc,4,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.20,recovery_aware_mpc,5,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.20,recovery_aware_mpc,6,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.20,recovery_aware_mpc,7,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.20,recovery_aware_mpc,8,144,0.000000,0.000000,0.000000,0.000000,0.000000
combined_authority_stress,0.20,recovery_aware_mpc,9,144,0.000000,0.000000,0.000000,0.000000,0.000000
low_signal_high_risk_shift,0.02,authority_boundary_v5,0,144,0.000000,0.000000,0.000000,0.000000,0.000000
low_signal_high_risk_shift,0.02,authority_boundary_v5,1,144,0.000000,0.000000,0.000000,0.000000,0.000000
low_signal_high_risk_shift,0.02,authority_boundary_v5,2,144,0.000000,0.000000,0.000000,0.000000,0.000000
low_signal_high_risk_shift,0.02,authority_boundary_v5,3,144,0.000000,0.000000,0.000000,0.000000,0.000000
low_signal_high_risk_shift,0.02,authority_boundary_v5,4,144,0.000000,0.000000,0.000000,0.000000,0.000000
low_signal_high_risk_shift,0.02,authority_boundary_v5,5,144,0.000000,0.000000,0.000000,0.000000,0.000000
low_signal_high_risk_shift,0.02,authority_boundary_v5,6,144,0.000000,0.000000,0.000000,0.000000,0.000000
low_signal_high_risk_shift,0.02,authority_boundary_v5,7,144,0.000000,0.000000,0.000000,0.000000,0.000000
low_signal_high_risk_shift,0.02,authority_boundary_v5,8,144,0.000000,0.000000,0.000000,0.000000,0.000000
low_signal_high_risk_shift,0.02,authority_boundary_v5,9,144,0.000000,0.000000,0.000000,0.000000,0.000000
low_signal_high_risk_shift,0.02,bayesian_authority_allocation,0,144,0.000000,0.000000,0.000000,0.000000,0.000000
low_signal_high_risk_shift,0.02,bayesian_authority_allocation,1,144,0.000000,0.000000,0.000000,0.000000,0.000000
low_signal_high_risk_shift,0.02,bayesian_authority_allocation,2,144,0.000000,0.000000,0.000000,0.000000,0.000000
low_signal_high_risk_shift,0.02,bayesian_authority_allocation,3,144,0.000000,0.000000,0.000000,0.000000,0.000000
low_signal_high_risk_shift,0.02,bayesian_authority_allocation,4,144,0.000000,0.000000,0.000000,0.000000,0.000000
low_signal_high_risk_shift,0.02,bayesian_authority_allocation,5,144,0.000000,0.000000,0.000000,0.000000,0.000000
low_signal_high_risk_shift,0.02,bayesian_authority_allocation,6,144,0.000000,0.000000,0.000000,0.000000,0.000000
low_signal_high_risk_shift,0.02,bayesian_authority_allocation,7,144,0.000000,0.000000,0.000000,0.000000,0.000000
low_signal_high_risk_shift,0.02,bayesian_authority_allocation,8,144,0.000000,0.000000,0.000000,0.000000,0.000000
low_signal_high_risk_shift,0.02,bayesian_authority_allocation,9,144,0.000000,0.000000,0.000000,0.000000,0.000000
