method,task,split,seed,episode,stress_level,task_success,safety_violation,authority_regret,unnecessary_handoff,late_handoff,human_burden,recovery_success,smoothness_cost,completion_time,handoffs,policy_fraction,controller_fraction,human_fraction,fusion_fraction,damage,progress
confidence_threshold_shared_control,fragile_reaching,combined_authority_stress,0,20,0.00,1,1,0.042653354379248706,0.5,0.0,0.8999999999999999,1,0.09,9.880080569839457,2,0.1,0.0,0.9,0.0,0.28285134416018415,0.6999677720642179
confidence_threshold_shared_control,fragile_reaching,combined_authority_stress,0,21,0.00,1,1,0.0,0.0,0.0,0.9999999999999999,1,0.0,9.656070043292898,0,0.0,0.0,1.0,0.0,0.4052383788622373,0.6975719826828408
confidence_threshold_shared_control,fragile_reaching,combined_authority_stress,0,22,0.00,1,1,0.0,0.0,0.0,0.9999999999999999,1,0.0,9.640845552910285,0,0.0,0.0,1.0,0.0,0.278869044067656,0.7036617788358862
confidence_threshold_shared_control,fragile_reaching,combined_authority_stress,0,23,0.00,1,0,0.0,0.0,0.0,0.9999999999999999,1,0.0,9.642723555345857,0,0.0,0.0,1.0,0.0,0.11151227487582628,0.7029105778616578
confidence_threshold_shared_control,fragile_reaching,combined_authority_stress,0,24,0.00,1,0,0.0,0.0,0.0,0.9999999999999999,1,0.0,9.655413829257627,0,0.0,0.0,1.0,0.0,0.11257726443218909,0.6978344682969494
confidence_threshold_shared_control,fragile_reaching,combined_authority_stress,0,25,0.00,1,0,0.0,0.0,0.0,0.9999999999999999,1,0.0,9.649532666704385,0,0.0,0.0,1.0,0.0,0.11183780768907106,0.7001869333182463
confidence_threshold_shared_control,fragile_reaching,combined_authority_stress,0,26,0.00,1,0,0.0,0.0,0.0,0.9999999999999999,1,0.0,9.648011866379154,0,0.0,0.0,1.0,0.0,0.10692721618798659,0.7007952534483393
confidence_threshold_shared_control,fragile_reaching,combined_authority_stress,0,27,0.00,1,0,0.0,0.0,0.0,0.9999999999999999,1,0.0,9.666177704814308,0,0.0,0.0,1.0,0.0,0.1163055129177798,0.6935289180742776
confidence_threshold_shared_control,fragile_reaching,combined_authority_stress,0,28,0.00,1,1,0.045360481921892105,1.0,0.0,0.8999999999999999,1,0.045,9.67299298718493,1,0.1,0.0,0.9,0.0,0.3426195307392711,0.7188028051260282
confidence_threshold_shared_control,fragile_reaching,combined_authority_stress,0,29,0.00,1,1,0.0,0.0,0.0,0.9999999999999999,1,0.0,9.643906726218619,0,0.0,0.0,1.0,0.0,0.2695138306117812,0.7024373095125529
confidence_threshold_shared_control,fragile_reaching,combined_authority_stress,0,30,0.00,1,0,0.0,0.0,0.0,0.9999999999999999,1,0.0,9.684898857482843,0,0.0,0.0,1.0,0.0,0.11330830728352892,0.6860404570068632
confidence_threshold_shared_control,fragile_reaching,combined_authority_stress,0,31,0.00,1,1,0.0,0.0,0.0,0.9999999999999999,1,0.0,9.658607907722908,0,0.0,0.0,1.0,0.0,0.45066394588835734,0.6965568369108368
confidence_threshold_shared_control,fragile_reaching,combined_authority_stress,0,32,0.00,1,1,0.0,0.0,0.0,0.9999999999999999,1,0.0,9.644524001771666,0,0.0,0.0,1.0,0.0,0.29938571261513447,0.7021903992913335
confidence_threshold_shared_control,fragile_reaching,combined_authority_stress,0,33,0.00,1,1,0.0,0.0,0.0,0.9999999999999999,1,0.0,9.646356097404833,0,0.0,0.0,1.0,0.0,0.30290561219256146,0.7014575610380668
confidence_threshold_shared_control,fragile_reaching,combined_authority_stress,0,34,0.00,1,0,0.0,0.0,0.0,0.9999999999999999,1,0.0,9.648109227042891,0,0.0,0.0,1.0,0.0,0.11263066635927735,0.7007563091828439
confidence_threshold_shared_control,fragile_reaching,combined_authority_stress,0,35,0.00,1,0,0.0,0.0,0.0,0.9999999999999999,1,0.0,9.653326571168934,0,0.0,0.0,1.0,0.0,0.11206726499351345,0.6986693715324266
confidence_threshold_shared_control,fragile_reaching,combined_authority_stress,0,36,0.00,1,0,0.0,0.0,0.0,0.9999999999999999,1,0.0,9.661869758172806,0,0.0,0.0,1.0,0.0,0.11173022967761362,0.695252096730878
confidence_threshold_shared_control,fragile_reaching,combined_authority_stress,0,37,0.00,1,1,0.0,0.0,0.0,0.9999999999999999,1,0.0,9.657386062483068,0,0.0,0.0,1.0,0.0,0.2603101915447172,0.697045575006773
confidence_threshold_shared_control,fragile_reaching,combined_authority_stress,0,38,0.00,1,0,0.0,0.0,0.0,0.9999999999999999,1,0.0,9.665260806174198,0,0.0,0.0,1.0,0.0,0.11086301018288847,0.6938956775303214
confidence_threshold_shared_control,fragile_reaching,combined_authority_stress,0,39,0.00,1,1,0.0,0.0,0.0,0.9999999999999999,1,0.0,9.66793308117112,0,0.0,0.0,1.0,0.0,0.2640373112090188,0.692826767531552
confidence_threshold_shared_control,fragile_reaching,combined_authority_stress,1,0,0.00,1,0,0.0,0.0,0.0,0.9999999999999999,1,0.0,9.654596910915604,0,0.0,0.0,1.0,0.0,0.11150828823389522,0.6981612356337584
confidence_threshold_shared_control,fragile_reaching,combined_authority_stress,1,1,0.00,1,1,0.0,0.0,0.0,0.9999999999999999,1,0.0,9.647455550160519,0,0.0,0.0,1.0,0.0,0.2724108258392165,0.7010177799357927
confidence_threshold_shared_control,fragile_reaching,combined_authority_stress,1,2,0.00,1,1,0.0,0.0,0.0,0.9999999999999999,1,0.0,9.649031794534965,0,0.0,0.0,1.0,0.0,0.2821822663417737,0.7003872821860143
confidence_threshold_shared_control,fragile_reaching,combined_authority_stress,1,3,0.00,1,0,0.0,0.0,0.0,0.9999999999999999,1,0.0,9.67697119069725,0,0.0,0.0,1.0,0.0,0.1131203882206471,0.6892115237211004
confidence_threshold_shared_control,fragile_reaching,combined_authority_stress,1,4,0.00,1,1,0.0,0.0,0.0,0.9999999999999999,1,0.0,9.700057230073112,0,0.0,0.0,1.0,0.0,0.2743467048524485,0.679977107970756
confidence_threshold_shared_control,fragile_reaching,combined_authority_stress,1,5,0.00,1,0,0.0,0.0,0.0,0.9999999999999999,1,0.0,9.684427941400534,0,0.0,0.0,1.0,0.0,0.11704412955155367,0.6862288234397868
confidence_threshold_shared_control,fragile_reaching,combined_authority_stress,1,6,0.00,1,1,0.0,0.0,0.0,0.9999999999999999,1,0.0,9.65557442056349,0,0.0,0.0,1.0,0.0,0.4598306246292999,0.6977702317746046
confidence_threshold_shared_control,fragile_reaching,combined_authority_stress,1,7,0.00,1,0,0.051424423569464105,0.5,0.0,0.8999999999999999,1,0.09,9.879099305327157,2,0.1,0.0,0.9,0.0,0.12323379814511291,0.7003602778691376
confidence_threshold_shared_control,fragile_reaching,combined_authority_stress,1,8,0.00,1,1,0.0,0.0,0.0,0.9999999999999999,1,0.0,9.649360632362075,0,0.0,0.0,1.0,0.0,0.29081182785609333,0.7002557470551705
confidence_threshold_shared_control,fragile_reaching,combined_authority_stress,1,9,0.00,1,1,0.0,0.0,0.0,0.9999999999999999,1,0.0,9.653698353064803,0,0.0,0.0,1.0,0.0,0.2709234014949434,0.698520658774079
confidence_threshold_shared_control,fragile_reaching,combined_authority_stress,1,10,0.00,1,0,0.0,0.0,0.0,0.9999999999999999,1,0.0,9.651053402702646,0,0.0,0.0,1.0,0.0,0.11010337870630187,0.6995786389189425
confidence_threshold_shared_control,fragile_reaching,combined_authority_stress,1,11,0.00,1,1,0.0,0.0,0.0,0.9999999999999999,1,0.0,9.651511348561089,0,0.0,0.0,1.0,0.0,0.2738889076929856,0.6993954605755648
confidence_threshold_shared_control,fragile_reaching,combined_authority_stress,1,12,0.00,1,1,0.0,0.0,0.0,0.9999999999999999,1,0.0,9.663685943610124,0,0.0,0.0,1.0,0.0,0.3023479773238371,0.694525622555951
confidence_threshold_shared_control,fragile_reaching,combined_authority_stress,1,13,0.00,1,0,0.0,0.0,0.0,0.9999999999999999,1,0.0,9.644372293991395,0,0.0,0.0,1.0,0.0,0.112333270235885,0.7022510824034423
confidence_threshold_shared_control,fragile_reaching,combined_authority_stress,1,14,0.00,1,0,0.05274089406842621,0.0,0.0,0.8999999999999999,1,0.045,9.723571523131335,1,0.1,0.0,0.9,0.0,0.12312928237011668,0.6985713907474662
confidence_threshold_shared_control,fragile_reaching,combined_authority_stress,1,15,0.00,1,1,0.05045149510635603,0.5,0.0,0.8999999999999999,1,0.09,9.875598248181547,2,0.1,0.0,0.9,0.0,0.30597968378017043,0.7017607007273818
confidence_threshold_shared_control,fragile_reaching,combined_authority_stress,1,16,0.00,1,0,0.0,0.0,0.0,0.9999999999999999,1,0.0,9.647434407259817,0,0.0,0.0,1.0,0.0,0.11123389839204106,0.7010262370960729
confidence_threshold_shared_control,fragile_reaching,combined_authority_stress,1,17,0.00,1,1,0.0,0.0,0.0,0.9999999999999999,1,0.0,9.665721886306995,0,0.0,0.0,1.0,0.0,0.4689966498413499,0.6937112454772026
confidence_threshold_shared_control,fragile_reaching,combined_authority_stress,1,18,0.00,1,1,0.055269068496010876,1.0,0.0,0.8999999999999999,1,0.045,9.738331890635685,1,0.1,0.0,0.9,0.0,0.35987875385471324,0.6926672437457264
confidence_threshold_shared_control,fragile_reaching,combined_authority_stress,1,19,0.00,1,0,0.049212617353995694,0.0,0.0,0.8999999999999999,1,0.045,9.715340938365609,1,0.1,0.0,0.9,0.0,0.12296487710811038,0.7018636246537568
confidence_threshold_shared_control,fragile_reaching,combined_authority_stress,1,20,0.00,1,0,0.0,0.0,0.0,0.9999999999999999,1,0.0,9.65826538713951,0,0.0,0.0,1.0,0.0,0.11169210175285388,0.6966938451441967
confidence_threshold_shared_control,fragile_reaching,combined_authority_stress,1,21,0.00,1,1,0.05446892778349157,0.5,0.0,0.8999999999999999,1,0.09,9.891156533923281,2,0.1,0.0,0.9,0.0,0.5118228031163538,0.6955373864306883
confidence_threshold_shared_control,fragile_reaching,combined_authority_stress,1,22,0.00,1,0,0.03661794498551056,1.0,0.0,0.8999999999999999,1,0.045,9.71663314196871,1,0.1,0.0,0.9,0.0,0.12176980869491016,0.7013467432125164
confidence_threshold_shared_control,fragile_reaching,combined_authority_stress,1,23,0.00,1,0,0.0,0.0,0.0,0.9999999999999999,1,0.0,9.664579420182731,0,0.0,0.0,1.0,0.0,0.11105499516822814,0.6941682319269085
confidence_threshold_shared_control,fragile_reaching,combined_authority_stress,1,24,0.00,1,0,0.056592653923385264,0.5,0.0,0.8999999999999999,1,0.09,9.873345381943855,2,0.1,0.0,0.9,0.0,0.1255845767874175,0.7026618472224585
confidence_threshold_shared_control,fragile_reaching,combined_authority_stress,1,25,0.00,1,1,0.0,0.0,0.0,0.9999999999999999,1,0.0,9.636879069574803,0,0.0,0.0,1.0,0.0,0.26120530521405816,0.7052483721700791
confidence_threshold_shared_control,fragile_reaching,combined_authority_stress,1,26,0.00,1,0,0.0,0.0,0.0,0.9999999999999999,1,0.0,9.649644540829447,0,0.0,0.0,1.0,0.0,0.11259905164183936,0.7001421836682211
confidence_threshold_shared_control,fragile_reaching,combined_authority_stress,1,27,0.00,1,1,0.0,0.0,0.0,0.9999999999999999,1,0.0,9.668515292657894,0,0.0,0.0,1.0,0.0,0.27510240714036366,0.6925938829368428
confidence_threshold_shared_control,fragile_reaching,combined_authority_stress,1,28,0.00,1,0,0.0,0.0,0.0,0.9999999999999999,1,0.0,9.64033457242669,0,0.0,0.0,1.0,0.0,0.11217701237289496,0.7038661710293246
confidence_threshold_shared_control,fragile_reaching,combined_authority_stress,1,29,0.00,1,1,0.0,0.0,0.0,0.9999999999999999,1,0.0,9.649488548606397,0,0.0,0.0,1.0,0.0,0.3025382953360209,0.7002045805574412
confidence_threshold_shared_control,fragile_reaching,combined_authority_stress,1,30,0.00,1,1,0.04442057734369369,0.0,0.0,0.8999999999999999,1,0.045,9.71269051146839,1,0.1,0.0,0.9,0.0,0.26706919840416016,0.7029237954126443
confidence_threshold_shared_control,fragile_reaching,combined_authority_stress,1,31,0.00,1,1,0.05441222803854957,0.5,0.0,0.8999999999999999,1,0.09,9.884062144045304,2,0.1,0.0,0.9,0.0,0.31340537083364106,0.6983751423818793
confidence_threshold_shared_control,fragile_reaching,combined_authority_stress,1,32,0.00,1,0,0.0,0.0,0.0,0.9999999999999999,1,0.0,9.645288905548243,0,0.0,0.0,1.0,0.0,0.11016140707722523,0.7018844377807029
confidence_threshold_shared_control,fragile_reaching,combined_authority_stress,1,33,0.00,1,0,0.0,0.0,0.0,0.9999999999999999,1,0.0,9.644725858616287,0,0.0,0.0,1.0,0.0,0.109885229199732,0.7021096565534859
confidence_threshold_shared_control,fragile_reaching,combined_authority_stress,1,34,0.00,1,0,0.0,0.0,0.0,0.9999999999999999,1,0.0,9.677462432207102,0,0.0,0.0,1.0,0.0,0.11688113797845931,0.6890150271171591
confidence_threshold_shared_control,fragile_reaching,combined_authority_stress,1,35,0.00,1,1,0.0,0.0,0.0,0.9999999999999999,1,0.0,9.651995920374786,0,0.0,0.0,1.0,0.0,0.27468215130160145,0.699201631850086
confidence_threshold_shared_control,fragile_reaching,combined_authority_stress,1,36,0.00,1,1,0.0,0.0,0.0,0.9999999999999999,1,0.0,9.66797701270913,0,0.0,0.0,1.0,0.0,0.2614779521346316,0.6928091949163484
confidence_threshold_shared_control,fragile_reaching,combined_authority_stress,1,37,0.00,1,0,0.0,0.0,0.0,0.9999999999999999,1,0.0,9.645141688771439,0,0.0,0.0,1.0,0.0,0.11141065700427662,0.7019433244914247
confidence_threshold_shared_control,fragile_reaching,combined_authority_stress,1,38,0.00,1,0,0.0,0.0,0.0,0.9999999999999999,1,0.0,9.658439613080196,0,0.0,0.0,1.0,0.0,0.1091256228088935,0.6966241547679218
confidence_threshold_shared_control,fragile_reaching,combined_authority_stress,1,39,0.00,1,0,0.0,0.0,0.0,0.9999999999999999,1,0.0,9.641746480021089,0,0.0,0.0,1.0,0.0,0.11508636522548943,0.7033014079915647
confidence_threshold_shared_control,fragile_reaching,combined_authority_stress,2,0,0.00,1,1,0.04768538374523261,1.0,0.0,0.8999999999999999,1,0.045,9.72261420156817,1,0.1,0.0,0.9,0.0,0.27406245841178173,0.6989543193727326
confidence_threshold_shared_control,fragile_reaching,combined_authority_stress,2,1,0.00,1,0,0.04863445605562724,0.5,0.0,0.8999999999999999,1,0.09,9.888555320954577,2,0.1,0.0,0.9,0.0,0.12157573352837324,0.6965778716181698
confidence_threshold_shared_control,fragile_reaching,combined_authority_stress,2,2,0.00,1,0,0.0525460369826376,1.0,0.0,0.8999999999999999,1,0.045,9.703656562765245,1,0.1,0.0,0.9,0.0,0.11974684603370585,0.7065373748939026
confidence_threshold_shared_control,fragile_reaching,combined_authority_stress,2,3,0.00,1,1,0.0,0.0,0.0,0.9999999999999999,1,0.0,9.67125234139142,0,0.0,0.0,1.0,0.0,0.3057111680864615,0.6914990634434324
confidence_threshold_shared_control,fragile_reaching,combined_authority_stress,2,4,0.00,1,0,0.0,0.0,0.0,0.9999999999999999,1,0.0,9.662612043901484,0,0.0,0.0,1.0,0.0,0.11195267951885333,0.6949551824394069
confidence_threshold_shared_control,fragile_reaching,combined_authority_stress,2,5,0.00,1,1,0.0,0.0,0.0,0.9999999999999999,1,0.0,9.668957297033748,0,0.0,0.0,1.0,0.0,0.2742013282341485,0.6924170811865011
confidence_threshold_shared_control,fragile_reaching,combined_authority_stress,2,6,0.00,1,1,0.0,0.0,0.0,0.9999999999999999,1,0.0,9.645240395555163,0,0.0,0.0,1.0,0.0,0.29586240397735986,0.7019038417779349
confidence_threshold_shared_control,fragile_reaching,combined_authority_stress,2,7,0.00,1,0,0.05061064061746272,1.0,0.0,0.8999999999999999,1,0.045,9.695514471552727,1,0.1,0.0,0.9,0.0,0.11800656186694891,0.7097942113789094
confidence_threshold_shared_control,fragile_reaching,combined_authority_stress,2,8,0.00,1,0,0.0,0.0,0.0,0.9999999999999999,1,0.0,9.662200236837316,0,0.0,0.0,1.0,0.0,0.11389382076370806,0.6951199052650734
confidence_threshold_shared_control,fragile_reaching,combined_authority_stress,2,9,0.00,1,0,0.05400129213349072,0.5,0.0,0.8999999999999999,1,0.09,9.886995016589731,2,0.1,0.0,0.9,0.0,0.12395504880043512,0.6972019933641083
confidence_threshold_shared_control,fragile_reaching,combined_authority_stress,2,10,0.00,1,0,0.0,0.0,0.0,0.9999999999999999,1,0.0,9.68112857727983,0,0.0,0.0,1.0,0.0,0.1131780017159954,0.6875485690880676
confidence_threshold_shared_control,fragile_reaching,combined_authority_stress,2,11,0.00,1,1,0.0,0.0,0.0,0.9999999999999999,1,0.0,9.64967986617834,0,0.0,0.0,1.0,0.0,0.2572926874483554,0.7001280535286643
confidence_threshold_shared_control,fragile_reaching,combined_authority_stress,2,12,0.00,1,0,0.05565340012799051,0.5,0.0,0.8999999999999999,1,0.09,9.88459166551963,2,0.1,0.0,0.9,0.0,0.12422566564891625,0.6981633337921482
confidence_threshold_shared_control,fragile_reaching,combined_authority_stress,2,13,0.00,1,0,0.0,0.0,0.0,0.9999999999999999,1,0.0,9.66572559748505,0,0.0,0.0,1.0,0.0,0.11283246009491761,0.6937097610059805
confidence_threshold_shared_control,fragile_reaching,combined_authority_stress,2,14,0.00,1,0,0.05094486962140861,0.5,0.0,0.8999999999999999,1,0.09,9.891352235358013,2,0.1,0.0,0.9,0.0,0.12734012274828205,0.6954591058567953
confidence_threshold_shared_control,fragile_reaching,combined_authority_stress,2,15,0.00,1,0,0.0,0.0,0.0,0.9999999999999999,1,0.0,9.683488416103577,0,0.0,0.0,1.0,0.0,0.11736919144646288,0.6866046335585696
confidence_threshold_shared_control,fragile_reaching,combined_authority_stress,2,16,0.00,1,1,0.051675458013529796,1.0,0.0,0.8999999999999999,1,0.045,9.731305517922252,1,0.1,0.0,0.9,0.0,0.3170753655302681,0.6954777928310999
confidence_threshold_shared_control,fragile_reaching,combined_authority_stress,2,17,0.00,1,1,0.0,0.0,0.0,0.9999999999999999,1,0.0,9.655991783117388,0,0.0,0.0,1.0,0.0,0.2974488200508459,0.6976032867530451
confidence_threshold_shared_control,fragile_reaching,combined_authority_stress,2,18,0.00,1,0,0.0,0.0,0.0,0.9999999999999999,1,0.0,9.656118327642895,0,0.0,0.0,1.0,0.0,0.111324285637742,0.6975526689428418
confidence_threshold_shared_control,fragile_reaching,combined_authority_stress,2,19,0.00,1,0,0.0,0.0,0.0,0.9999999999999999,1,0.0,9.6465570051593,0,0.0,0.0,1.0,0.0,0.11046230104337527,0.7013771979362806
confidence_threshold_shared_control,fragile_reaching,combined_authority_stress,2,20,0.00,1,0,0.045062936334244054,0.5,0.0,0.8999999999999999,1,0.09,9.886539902832409,2,0.1,0.0,0.9,0.0,0.12379913656219323,0.6973840388670369
confidence_threshold_shared_control,fragile_reaching,combined_authority_stress,2,21,0.00,1,0,0.0,0.0,0.0,0.9999999999999999,1,0.0,9.697769862205238,0,0.0,0.0,1.0,0.0,0.11759651228972581,0.6808920551179052
confidence_threshold_shared_control,fragile_reaching,combined_authority_stress,2,22,0.00,1,0,0.0,0.0,0.0,0.9999999999999999,1,0.0,9.678850739313782,0,0.0,0.0,1.0,0.0,0.1129349617329147,0.6884597042744875
confidence_threshold_shared_control,fragile_reaching,combined_authority_stress,2,23,0.00,1,1,0.0,0.0,0.0,0.9999999999999999,1,0.0,9.665485474879317,0,0.0,0.0,1.0,0.0,0.28523647039822986,0.693805810048274
confidence_threshold_shared_control,fragile_reaching,combined_authority_stress,2,24,0.00,1,1,0.0,0.0,0.0,0.9999999999999999,1,0.0,9.667256002689802,0,0.0,0.0,1.0,0.0,0.4191144904037925,0.6930975989240793
confidence_threshold_shared_control,fragile_reaching,combined_authority_stress,2,25,0.00,1,0,0.0,0.0,0.0,0.9999999999999999,1,0.0,9.650575101636722,0,0.0,0.0,1.0,0.0,0.10762841399940287,0.6997699593453117
confidence_threshold_shared_control,fragile_reaching,combined_authority_stress,2,26,0.00,1,0,0.0,0.0,0.0,0.9999999999999999,1,0.0,9.650394561364191,0,0.0,0.0,1.0,0.0,0.11139485300501492,0.6998421754543238
confidence_threshold_shared_control,fragile_reaching,combined_authority_stress,2,27,0.00,1,0,0.0,0.0,0.0,0.9999999999999999,1,0.0,9.644247695982072,0,0.0,0.0,1.0,0.0,0.1094597830284941,0.7023009216071715
confidence_threshold_shared_control,fragile_reaching,combined_authority_stress,2,28,0.00,1,0,0.0,0.0,0.0,0.9999999999999999,1,0.0,9.641404368458025,0,0.0,0.0,1.0,0.0,0.10838338331361108,0.7034382526167907
confidence_threshold_shared_control,fragile_reaching,combined_authority_stress,2,29,0.00,1,1,0.0,0.0,0.0,0.9999999999999999,1,0.0,9.6737772700415,0,0.0,0.0,1.0,0.0,0.2660577657809452,0.6904890919834006
confidence_threshold_shared_control,fragile_reaching,combined_authority_stress,2,30,0.00,1,1,0.0,0.0,0.0,0.9999999999999999,1,0.0,9.659024470224194,0,0.0,0.0,1.0,0.0,0.2868519137307218,0.6963902119103221
confidence_threshold_shared_control,fragile_reaching,combined_authority_stress,2,31,0.00,1,0,0.0,0.0,0.0,0.9999999999999999,1,0.0,9.683005975260494,0,0.0,0.0,1.0,0.0,0.11453439873421475,0.6867976098958026
confidence_threshold_shared_control,fragile_reaching,combined_authority_stress,2,32,0.00,1,0,0.04672404750592305,0.0,0.0,0.8999999999999999,1,0.045,9.70874266818204,1,0.1,0.0,0.9,0.0,0.12033562252714075,0.7045029327271844
confidence_threshold_shared_control,fragile_reaching,combined_authority_stress,2,33,0.00,1,0,0.0,0.0,0.0,0.9999999999999999,1,0.0,9.635253874521789,0,0.0,0.0,1.0,0.0,0.10889135448097982,0.7058984501912845
confidence_threshold_shared_control,fragile_reaching,combined_authority_stress,2,34,0.00,1,0,0.0,0.0,0.0,0.9999999999999999,1,0.0,9.649465931632841,0,0.0,0.0,1.0,0.0,0.11096312637956296,0.7002136273468642
confidence_threshold_shared_control,fragile_reaching,combined_authority_stress,2,35,0.00,1,0,0.0,0.0,0.0,0.9999999999999999,1,0.0,9.640582890624671,0,0.0,0.0,1.0,0.0,0.11048299389737377,0.703766843750132
confidence_threshold_shared_control,fragile_reaching,combined_authority_stress,2,36,0.00,1,0,0.048548552951822456,0.5,0.0,0.8999999999999999,1,0.09,9.88004048925123,2,0.1,0.0,0.9,0.0,0.12130107188991515,0.6999838042995082
confidence_threshold_shared_control,fragile_reaching,combined_authority_stress,2,37,0.00,1,0,0.0,0.0,0.0,0.9999999999999999,1,0.0,9.652323889381016,0,0.0,0.0,1.0,0.0,0.11133301970294233,0.6990704442475943
confidence_threshold_shared_control,fragile_reaching,combined_authority_stress,2,38,0.00,1,1,0.0,0.0,0.0,0.9999999999999999,1,0.0,9.67430163255698,0,0.0,0.0,1.0,0.0,0.29802579366943743,0.6902793469772077
confidence_threshold_shared_control,fragile_reaching,combined_authority_stress,2,39,0.00,1,0,0.0,0.0,0.0,0.9999999999999999,1,0.0,9.653029463435987,0,0.0,0.0,1.0,0.0,0.10987787874152366,0.6987882146256055
