stress_axis,stress_level,method,seed,n,task_success,safety_violation,authority_regret,human_burden,late_handoff,handoff_churn,recovery_success,intervention_cost,boundary_calibration_error,override_precision,unsafe_autonomy,robust_utility
combined,0.40,bayesian_authority_allocation,9,120,0.250000,0.291667,0.355391,0.732657,0.375934,0.445853,0.522095,0.371965,0.284359,0.462746,0.070241,-0.304599
combined,0.40,cbf_safety_filter,0,120,0.483333,0.233333,0.286845,0.331178,0.333662,0.377483,0.639761,0.228280,0.277643,0.530754,0.115702,0.117142
combined,0.40,cbf_safety_filter,1,120,0.433333,0.175000,0.287433,0.331564,0.328234,0.376934,0.638790,0.226821,0.275522,0.530268,0.116585,0.104071
combined,0.40,cbf_safety_filter,2,120,0.441667,0.200000,0.285185,0.327105,0.328774,0.373511,0.638428,0.225973,0.275790,0.529457,0.116999,0.098917
combined,0.40,cbf_safety_filter,3,120,0.375000,0.125000,0.286385,0.332374,0.329062,0.378519,0.639547,0.227806,0.276960,0.529881,0.114996,0.076445
combined,0.40,cbf_safety_filter,4,120,0.316667,0.108333,0.287057,0.332264,0.331266,0.382047,0.638521,0.227212,0.277916,0.527229,0.115237,0.027505
combined,0.40,cbf_safety_filter,5,120,0.366667,0.208333,0.284619,0.329583,0.329414,0.380950,0.640758,0.224197,0.276600,0.530528,0.115664,0.017666
combined,0.40,cbf_safety_filter,6,120,0.475000,0.166667,0.285636,0.327648,0.330749,0.376800,0.638800,0.227628,0.277352,0.531916,0.115838,0.151827
combined,0.40,cbf_safety_filter,7,120,0.416667,0.166667,0.288180,0.327592,0.330218,0.380899,0.638613,0.226298,0.278242,0.532433,0.116687,0.092583
combined,0.40,cbf_safety_filter,8,120,0.416667,0.133333,0.286702,0.331687,0.329878,0.378741,0.639843,0.226109,0.275951,0.530113,0.115047,0.113067
combined,0.40,cbf_safety_filter,9,120,0.458333,0.175000,0.285479,0.330938,0.328243,0.376472,0.643041,0.225762,0.275472,0.532215,0.114340,0.130210
combined,0.40,confidence_threshold_shared_control,0,120,0.133333,0.291667,0.464079,0.887216,0.434767,0.506305,0.327667,0.381829,0.345967,0.338605,0.064140,-0.518740
combined,0.40,confidence_threshold_shared_control,1,120,0.108333,0.341667,0.465047,0.881836,0.429433,0.504196,0.327580,0.377678,0.346464,0.342035,0.064330,-0.572177
combined,0.40,confidence_threshold_shared_control,2,120,0.116667,0.308333,0.462522,0.887532,0.429405,0.506045,0.331222,0.380834,0.346713,0.341639,0.064358,-0.544154
combined,0.40,confidence_threshold_shared_control,3,120,0.116667,0.375000,0.462974,0.884175,0.429507,0.507995,0.327777,0.379229,0.345643,0.342535,0.064353,-0.585160
combined,0.40,confidence_threshold_shared_control,4,120,0.100000,0.333333,0.464501,0.887212,0.432417,0.511238,0.329279,0.379091,0.348646,0.339062,0.064695,-0.577825
combined,0.40,confidence_threshold_shared_control,5,120,0.125000,0.358333,0.462513,0.885232,0.430112,0.508834,0.329364,0.380315,0.348297,0.342160,0.064156,-0.566811
combined,0.40,confidence_threshold_shared_control,6,120,0.133333,0.350000,0.462505,0.886615,0.431568,0.507207,0.327334,0.380919,0.343977,0.339480,0.064176,-0.553901
combined,0.40,confidence_threshold_shared_control,7,120,0.091667,0.316667,0.463075,0.881964,0.430232,0.505951,0.329424,0.378611,0.346439,0.340977,0.064507,-0.573165
combined,0.40,confidence_threshold_shared_control,8,120,0.150000,0.241667,0.463655,0.886916,0.430928,0.508176,0.328991,0.379161,0.347025,0.340683,0.064629,-0.470133
combined,0.40,confidence_threshold_shared_control,9,120,0.100000,0.275000,0.460436,0.885388,0.428196,0.505934,0.329182,0.379130,0.344788,0.343920,0.064337,-0.538904
combined,0.40,mpc_risk_arbitration,0,120,0.391667,0.141667,0.266027,0.378706,0.319544,0.387982,0.707597,0.295318,0.256350,0.561217,0.128260,0.075828
combined,0.40,mpc_risk_arbitration,1,120,0.550000,0.208333,0.267550,0.375599,0.313910,0.386857,0.707823,0.293499,0.255595,0.563592,0.130288,0.194429
combined,0.40,mpc_risk_arbitration,2,120,0.491667,0.216667,0.264641,0.373956,0.313980,0.385185,0.706631,0.293069,0.255235,0.562007,0.129653,0.132188
combined,0.40,mpc_risk_arbitration,3,120,0.466667,0.191667,0.265365,0.379214,0.314782,0.388471,0.708930,0.294572,0.257734,0.559855,0.128298,0.120756
combined,0.40,mpc_risk_arbitration,4,120,0.416667,0.166667,0.263790,0.376734,0.313430,0.390529,0.706466,0.294585,0.258746,0.557513,0.129493,0.087016
combined,0.40,mpc_risk_arbitration,5,120,0.366667,0.216667,0.265847,0.376146,0.314129,0.390063,0.707751,0.295131,0.255744,0.558939,0.129766,0.005635
combined,0.40,mpc_risk_arbitration,6,120,0.441667,0.241667,0.265072,0.373206,0.314564,0.386284,0.708464,0.293346,0.254745,0.561373,0.128894,0.066654
combined,0.40,mpc_risk_arbitration,7,120,0.466667,0.158333,0.264697,0.375755,0.314514,0.386463,0.710509,0.295085,0.257177,0.558860,0.129513,0.142779
combined,0.40,mpc_risk_arbitration,8,120,0.441667,0.250000,0.267662,0.376047,0.314940,0.388133,0.708415,0.294717,0.256272,0.559327,0.129222,0.059735
combined,0.40,mpc_risk_arbitration,9,120,0.308333,0.216667,0.263665,0.372894,0.313176,0.387060,0.711142,0.293340,0.254639,0.563322,0.129751,-0.050409
combined,0.40,pomdp_handoff_policy,0,120,0.300000,0.208333,0.304743,0.559759,0.342342,0.427736,0.635235,0.354974,0.267451,0.520235,0.101216,-0.130476
combined,0.40,pomdp_handoff_policy,1,120,0.383333,0.233333,0.303254,0.557592,0.339139,0.425842,0.637101,0.355118,0.266166,0.521876,0.101533,-0.060876
combined,0.40,pomdp_handoff_policy,2,120,0.350000,0.183333,0.301557,0.559123,0.337559,0.423928,0.635104,0.354022,0.265648,0.519315,0.101090,-0.062720
combined,0.40,pomdp_handoff_policy,3,120,0.350000,0.241667,0.301705,0.558707,0.337704,0.429867,0.638906,0.355063,0.265620,0.520599,0.101572,-0.099360
combined,0.40,pomdp_handoff_policy,4,120,0.383333,0.175000,0.303851,0.561332,0.339885,0.431297,0.637420,0.354142,0.269454,0.518456,0.101749,-0.026407
combined,0.40,pomdp_handoff_policy,5,120,0.383333,0.191667,0.303058,0.560247,0.339358,0.428221,0.636201,0.356910,0.267827,0.519230,0.100658,-0.036202
combined,0.40,pomdp_handoff_policy,6,120,0.391667,0.125000,0.301890,0.555857,0.336317,0.426279,0.638898,0.352960,0.266166,0.520459,0.101315,0.016140
combined,0.40,pomdp_handoff_policy,7,120,0.400000,0.200000,0.304315,0.560044,0.337472,0.426611,0.639606,0.356200,0.266290,0.519650,0.101465,-0.024130
combined,0.40,pomdp_handoff_policy,8,120,0.333333,0.250000,0.304956,0.559529,0.339652,0.429826,0.635782,0.355746,0.267024,0.521303,0.101619,-0.122828
combined,0.40,pomdp_handoff_policy,9,120,0.341667,0.191667,0.300753,0.555086,0.338406,0.425780,0.636562,0.354356,0.265370,0.520731,0.103254,-0.075325
combined,0.40,recovery_aware_mpc,0,120,0.366667,0.291667,0.280051,0.424056,0.313010,0.400438,0.757848,0.342164,0.267005,0.549737,0.125884,-0.057676
combined,0.40,recovery_aware_mpc,1,120,0.366667,0.200000,0.279072,0.419459,0.310822,0.396072,0.758827,0.340126,0.264728,0.551520,0.126680,0.001662
combined,0.40,recovery_aware_mpc,2,120,0.508333,0.166667,0.278626,0.421476,0.308619,0.393488,0.756971,0.341223,0.267076,0.551999,0.126247,0.164027
combined,0.40,recovery_aware_mpc,3,120,0.508333,0.275000,0.278590,0.423967,0.309761,0.398455,0.758580,0.342514,0.266191,0.546858,0.124666,0.095492
combined,0.40,recovery_aware_mpc,4,120,0.441667,0.250000,0.279883,0.423033,0.311417,0.398793,0.756745,0.341115,0.269218,0.548870,0.126623,0.043914
combined,0.40,recovery_aware_mpc,5,120,0.391667,0.275000,0.278018,0.423840,0.309870,0.399255,0.759355,0.342415,0.267166,0.549114,0.126878,-0.021042
combined,0.40,recovery_aware_mpc,6,120,0.466667,0.250000,0.278096,0.421792,0.309645,0.397663,0.756338,0.341748,0.264499,0.549425,0.125705,0.069982
combined,0.40,recovery_aware_mpc,7,120,0.441667,0.250000,0.280556,0.420384,0.310330,0.398892,0.756534,0.341769,0.265927,0.551555,0.126982,0.044462
combined,0.40,recovery_aware_mpc,8,120,0.408333,0.308333,0.281075,0.421718,0.310556,0.398211,0.755296,0.343259,0.266395,0.550947,0.127160,-0.025691
combined,0.40,recovery_aware_mpc,9,120,0.333333,0.225000,0.277591,0.422891,0.309735,0.397325,0.758642,0.341839,0.264431,0.551607,0.125594,-0.047787
combined,0.60,authority_boundary_v5,0,120,0.266667,0.191667,0.363545,0.759456,0.403849,0.525260,0.576355,0.400213,0.324544,0.463729,0.064997,-0.246882
combined,0.60,authority_boundary_v5,1,120,0.325000,0.300000,0.362404,0.761609,0.402099,0.527995,0.578882,0.399726,0.323946,0.465462,0.064199,-0.255744
combined,0.60,authority_boundary_v5,2,120,0.375000,0.250000,0.361724,0.758994,0.402842,0.525199,0.577300,0.400436,0.324154,0.460189,0.064947,-0.173928
combined,0.60,authority_boundary_v5,3,120,0.291667,0.308333,0.361724,0.756325,0.401626,0.523328,0.577028,0.400059,0.322896,0.464923,0.065469,-0.292352
combined,0.60,authority_boundary_v5,4,120,0.225000,0.216667,0.363282,0.759173,0.402664,0.526261,0.577985,0.399556,0.324247,0.464303,0.064989,-0.303650
combined,0.60,authority_boundary_v5,5,120,0.183333,0.291667,0.362351,0.761604,0.404705,0.529571,0.579100,0.401024,0.322913,0.463967,0.064039,-0.392948
combined,0.60,authority_boundary_v5,6,120,0.216667,0.275000,0.364957,0.761200,0.404388,0.528347,0.576659,0.401918,0.322383,0.466077,0.063956,-0.349924
combined,0.60,authority_boundary_v5,7,120,0.158333,0.283333,0.362903,0.759017,0.403191,0.526462,0.578867,0.401109,0.323319,0.463116,0.065145,-0.411711
combined,0.60,authority_boundary_v5,8,120,0.208333,0.200000,0.363250,0.762927,0.403442,0.525736,0.578089,0.401232,0.323358,0.462351,0.063527,-0.311097
combined,0.60,authority_boundary_v5,9,120,0.391667,0.200000,0.361223,0.758321,0.402317,0.526936,0.577838,0.400704,0.324202,0.463946,0.064801,-0.126082
combined,0.60,bayesian_authority_allocation,0,120,0.200000,0.350000,0.383345,0.783176,0.437508,0.518908,0.498885,0.392548,0.324055,0.424933,0.065604,-0.432413
combined,0.60,bayesian_authority_allocation,1,120,0.175000,0.233333,0.385936,0.783145,0.438176,0.517317,0.496710,0.393488,0.322807,0.422162,0.064933,-0.385904
combined,0.60,bayesian_authority_allocation,2,120,0.250000,0.291667,0.384153,0.786611,0.437830,0.513004,0.497384,0.395332,0.324269,0.422603,0.064363,-0.347014
combined,0.60,bayesian_authority_allocation,3,120,0.200000,0.333333,0.383027,0.782605,0.438222,0.515767,0.498648,0.391675,0.323479,0.425566,0.065142,-0.421532
combined,0.60,bayesian_authority_allocation,4,120,0.216667,0.341667,0.384484,0.782832,0.437151,0.519066,0.499964,0.393192,0.324823,0.422639,0.065745,-0.410722
combined,0.60,bayesian_authority_allocation,5,120,0.183333,0.300000,0.384432,0.783109,0.441362,0.518470,0.499249,0.394652,0.321594,0.425704,0.065330,-0.419080
combined,0.60,bayesian_authority_allocation,6,120,0.191667,0.275000,0.384658,0.786371,0.438006,0.519615,0.496605,0.396437,0.321460,0.423253,0.065058,-0.396077
combined,0.60,bayesian_authority_allocation,7,120,0.150000,0.291667,0.384452,0.784077,0.441329,0.517382,0.495136,0.394567,0.324915,0.421453,0.065531,-0.447669
combined,0.60,bayesian_authority_allocation,8,120,0.233333,0.250000,0.384302,0.783590,0.438159,0.515860,0.498021,0.393624,0.324028,0.424556,0.064783,-0.337333
combined,0.60,bayesian_authority_allocation,9,120,0.208333,0.308333,0.383336,0.783322,0.436306,0.514242,0.497993,0.392316,0.322084,0.424278,0.065400,-0.397575
combined,0.60,cbf_safety_filter,0,120,0.333333,0.158333,0.312723,0.375591,0.390840,0.446705,0.614671,0.246800,0.312792,0.495071,0.120857,-0.024801
combined,0.60,cbf_safety_filter,1,120,0.300000,0.158333,0.313311,0.382419,0.389821,0.446554,0.617082,0.245846,0.314483,0.492358,0.118655,-0.059451
combined,0.60,cbf_safety_filter,2,120,0.266667,0.225000,0.313976,0.381379,0.391605,0.442804,0.615214,0.248063,0.313821,0.493070,0.119881,-0.134241
combined,0.60,cbf_safety_filter,3,120,0.350000,0.266667,0.312339,0.380695,0.392670,0.441503,0.615586,0.247447,0.312377,0.494235,0.119801,-0.076090
combined,0.60,cbf_safety_filter,4,120,0.366667,0.283333,0.311242,0.377165,0.392185,0.448397,0.613730,0.248625,0.312970,0.490793,0.120364,-0.069651
combined,0.60,cbf_safety_filter,5,120,0.408333,0.225000,0.313321,0.376558,0.393024,0.448097,0.617126,0.247688,0.313319,0.493111,0.120380,0.008075
combined,0.60,cbf_safety_filter,6,120,0.283333,0.158333,0.310489,0.379724,0.392469,0.444064,0.616152,0.246133,0.312791,0.494029,0.119919,-0.074993
combined,0.60,cbf_safety_filter,7,120,0.283333,0.191667,0.312621,0.382035,0.390123,0.446320,0.616025,0.248022,0.314450,0.492314,0.119121,-0.096842
combined,0.60,cbf_safety_filter,8,120,0.366667,0.175000,0.311782,0.379437,0.391467,0.444737,0.615651,0.246393,0.313195,0.495660,0.118714,-0.002234
combined,0.60,cbf_safety_filter,9,120,0.358333,0.191667,0.312201,0.379165,0.390085,0.444910,0.614464,0.246447,0.313310,0.494107,0.119444,-0.020840
combined,0.60,confidence_threshold_shared_control,0,120,0.058333,0.333333,0.490738,0.934376,0.491110,0.575167,0.304470,0.402311,0.384433,0.303618,0.070727,-0.658739
combined,0.60,confidence_threshold_shared_control,1,120,0.083333,0.275000,0.493214,0.932047,0.491594,0.579134,0.302335,0.400369,0.382280,0.303629,0.071215,-0.598163
combined,0.60,confidence_threshold_shared_control,2,120,0.050000,0.441667,0.492487,0.934550,0.492554,0.574069,0.305771,0.400552,0.381841,0.303013,0.070777,-0.734538
combined,0.60,confidence_threshold_shared_control,3,120,0.083333,0.383333,0.491470,0.934166,0.493344,0.574764,0.304126,0.401894,0.383317,0.303242,0.070847,-0.665167
combined,0.60,confidence_threshold_shared_control,4,120,0.083333,0.391667,0.492062,0.933218,0.490350,0.577395,0.304384,0.399026,0.384168,0.303729,0.070927,-0.669783
combined,0.60,confidence_threshold_shared_control,5,120,0.066667,0.391667,0.491125,0.934767,0.494642,0.580346,0.302467,0.403155,0.383797,0.304719,0.070864,-0.688194
combined,0.60,confidence_threshold_shared_control,6,120,0.108333,0.341667,0.493232,0.934269,0.493535,0.574663,0.305205,0.401024,0.381727,0.306526,0.070399,-0.614644
combined,0.60,confidence_threshold_shared_control,7,120,0.075000,0.391667,0.491192,0.930577,0.493089,0.576292,0.300431,0.400866,0.384726,0.303496,0.070639,-0.678071
combined,0.60,confidence_threshold_shared_control,8,120,0.008333,0.333333,0.492241,0.933293,0.492001,0.575371,0.304501,0.400381,0.384639,0.305632,0.070831,-0.708827
combined,0.60,confidence_threshold_shared_control,9,120,0.083333,0.333333,0.489739,0.935136,0.490455,0.576783,0.303861,0.401669,0.384330,0.304353,0.070590,-0.633746
combined,0.60,mpc_risk_arbitration,0,120,0.325000,0.275000,0.292354,0.422878,0.373528,0.454931,0.685685,0.315217,0.293877,0.524529,0.132853,-0.111102
combined,0.60,mpc_risk_arbitration,1,120,0.316667,0.133333,0.293042,0.428401,0.376160,0.458861,0.684111,0.314365,0.293626,0.522535,0.130563,-0.034033
combined,0.60,mpc_risk_arbitration,2,120,0.433333,0.250000,0.290491,0.426656,0.377477,0.456876,0.682032,0.315220,0.293477,0.521634,0.132294,0.011132
combined,0.60,mpc_risk_arbitration,3,120,0.358333,0.225000,0.290485,0.423271,0.376228,0.454716,0.681021,0.313126,0.293411,0.525402,0.132746,-0.046966
combined,0.60,mpc_risk_arbitration,4,120,0.316667,0.250000,0.291586,0.423360,0.375064,0.455655,0.686552,0.315077,0.294054,0.522729,0.132496,-0.104109
combined,0.60,mpc_risk_arbitration,5,120,0.400000,0.325000,0.292680,0.423528,0.377204,0.456508,0.681988,0.315895,0.293538,0.523657,0.132603,-0.068481
combined,0.60,mpc_risk_arbitration,6,120,0.391667,0.216667,0.290804,0.427025,0.375704,0.457297,0.685262,0.315082,0.292267,0.527343,0.131860,-0.009529
combined,0.60,mpc_risk_arbitration,7,120,0.400000,0.266667,0.291455,0.427351,0.377377,0.454416,0.682460,0.315852,0.293629,0.524897,0.132232,-0.032660
combined,0.60,mpc_risk_arbitration,8,120,0.341667,0.208333,0.291220,0.423713,0.372938,0.455265,0.685945,0.316143,0.292010,0.522691,0.132396,-0.053037
combined,0.60,mpc_risk_arbitration,9,120,0.366667,0.241667,0.291610,0.423218,0.374777,0.457086,0.685804,0.314967,0.294605,0.524245,0.132597,-0.049088
combined,0.60,pomdp_handoff_policy,0,120,0.341667,0.216667,0.329884,0.603034,0.399204,0.494416,0.614191,0.375205,0.303729,0.483252,0.101153,-0.131454
combined,0.60,pomdp_handoff_policy,1,120,0.300000,0.216667,0.329823,0.608348,0.400237,0.498571,0.614026,0.377110,0.302875,0.482931,0.099803,-0.175248
combined,0.60,pomdp_handoff_policy,2,120,0.291667,0.191667,0.328523,0.607493,0.402299,0.494069,0.612616,0.376298,0.303712,0.481770,0.099941,-0.167372
combined,0.60,pomdp_handoff_policy,3,120,0.291667,0.233333,0.330475,0.607924,0.399605,0.493823,0.613363,0.374134,0.303141,0.482538,0.100145,-0.193060
combined,0.60,pomdp_handoff_policy,4,120,0.216667,0.250000,0.328752,0.607596,0.396580,0.497726,0.614434,0.375160,0.301922,0.482225,0.099887,-0.277886
combined,0.60,pomdp_handoff_policy,5,120,0.325000,0.283333,0.329372,0.610550,0.401957,0.498846,0.611863,0.376866,0.303014,0.485785,0.099199,-0.192454
combined,0.60,pomdp_handoff_policy,6,120,0.291667,0.200000,0.332303,0.607719,0.402096,0.495810,0.612107,0.376055,0.302436,0.483877,0.099482,-0.173731
combined,0.60,pomdp_handoff_policy,7,120,0.366667,0.200000,0.328874,0.607386,0.400626,0.498168,0.611525,0.375685,0.304995,0.484366,0.100328,-0.097851
combined,0.60,pomdp_handoff_policy,8,120,0.300000,0.258333,0.329471,0.606598,0.399571,0.496185,0.612776,0.373717,0.302558,0.482389,0.100611,-0.199941
combined,0.60,pomdp_handoff_policy,9,120,0.241667,0.266667,0.330433,0.604686,0.400103,0.495184,0.616514,0.374278,0.302411,0.483818,0.100546,-0.262945
combined,0.60,recovery_aware_mpc,0,120,0.425000,0.225000,0.305623,0.469660,0.371097,0.467519,0.730827,0.362237,0.303319,0.514056,0.128661,0.003140
combined,0.60,recovery_aware_mpc,1,120,0.383333,0.250000,0.305460,0.468464,0.373358,0.465562,0.731666,0.360908,0.303922,0.513068,0.129618,-0.053625
combined,0.60,recovery_aware_mpc,2,120,0.325000,0.225000,0.303719,0.470329,0.371702,0.463868,0.734688,0.361707,0.303291,0.512805,0.128521,-0.095841
combined,0.60,recovery_aware_mpc,3,120,0.341667,0.250000,0.305433,0.472388,0.369402,0.466041,0.734380,0.363498,0.303730,0.513612,0.128083,-0.095693
combined,0.60,recovery_aware_mpc,4,120,0.366667,0.241667,0.303781,0.469701,0.371013,0.468561,0.732674,0.364459,0.304580,0.513189,0.127887,-0.065261
combined,0.60,recovery_aware_mpc,5,120,0.308333,0.225000,0.306882,0.472523,0.370444,0.467644,0.733916,0.363301,0.301970,0.514425,0.127699,-0.114298
combined,0.60,recovery_aware_mpc,6,120,0.383333,0.325000,0.305507,0.474261,0.371879,0.466334,0.733275,0.363394,0.300916,0.514545,0.126824,-0.101504
combined,0.60,recovery_aware_mpc,7,120,0.383333,0.258333,0.305694,0.471537,0.372924,0.465929,0.730403,0.363365,0.303895,0.511950,0.128398,-0.059909
combined,0.60,recovery_aware_mpc,8,120,0.400000,0.166667,0.305881,0.471408,0.371971,0.463781,0.732569,0.361836,0.303956,0.515447,0.128010,0.014311
combined,0.60,recovery_aware_mpc,9,120,0.458333,0.225000,0.305266,0.470717,0.369593,0.464462,0.733089,0.363042,0.302668,0.514069,0.127166,0.037017
combined,0.80,authority_boundary_v5,0,120,0.316667,0.366667,0.384590,0.805880,0.461444,0.587187,0.557477,0.420969,0.359839,0.427898,0.061299,-0.342018
combined,0.80,authority_boundary_v5,1,120,0.225000,0.350000,0.383992,0.803485,0.460659,0.586390,0.556995,0.419988,0.358478,0.427770,0.061257,-0.422346
combined,0.80,authority_boundary_v5,2,120,0.233333,0.391667,0.384087,0.806582,0.460728,0.587425,0.558163,0.421444,0.357782,0.428895,0.060614,-0.440800
combined,0.80,authority_boundary_v5,3,120,0.225000,0.208333,0.384349,0.806396,0.463459,0.586773,0.558884,0.421496,0.356804,0.429019,0.060431,-0.335794
combined,0.80,authority_boundary_v5,4,120,0.266667,0.400000,0.384219,0.803338,0.463764,0.585821,0.555665,0.421350,0.357277,0.430956,0.061210,-0.412372
combined,0.80,authority_boundary_v5,5,120,0.225000,0.325000,0.383959,0.801560,0.460913,0.589325,0.556586,0.419395,0.357132,0.429117,0.061742,-0.406742
combined,0.80,authority_boundary_v5,6,120,0.208333,0.283333,0.383287,0.805979,0.460757,0.584927,0.556792,0.419754,0.358425,0.428399,0.061141,-0.397934
combined,0.80,authority_boundary_v5,7,120,0.258333,0.266667,0.383522,0.804486,0.462051,0.587518,0.557614,0.420207,0.359934,0.427464,0.061627,-0.337799
combined,0.80,authority_boundary_v5,8,120,0.283333,0.283333,0.384666,0.803881,0.462058,0.584564,0.557860,0.420305,0.359427,0.427647,0.061579,-0.322910
combined,0.80,authority_boundary_v5,9,120,0.250000,0.341667,0.384270,0.804449,0.461400,0.586008,0.556395,0.421144,0.357938,0.429229,0.061339,-0.392716
combined,0.80,bayesian_authority_allocation,0,120,0.183333,0.375000,0.404231,0.830939,0.498621,0.574604,0.476466,0.414233,0.359229,0.387942,0.064338,-0.501688
combined,0.80,bayesian_authority_allocation,1,120,0.166667,0.283333,0.404801,0.830757,0.495844,0.577868,0.478138,0.413508,0.358280,0.387771,0.063873,-0.461361
combined,0.80,bayesian_authority_allocation,2,120,0.200000,0.283333,0.404255,0.830425,0.497076,0.574782,0.474728,0.415277,0.358036,0.389989,0.064221,-0.428088
combined,0.80,bayesian_authority_allocation,3,120,0.175000,0.333333,0.404289,0.829132,0.499957,0.577101,0.479500,0.415804,0.359116,0.387385,0.063629,-0.484196
combined,0.80,bayesian_authority_allocation,4,120,0.208333,0.375000,0.404498,0.830506,0.499323,0.574122,0.477984,0.413415,0.357783,0.386057,0.064064,-0.476502
combined,0.80,bayesian_authority_allocation,5,120,0.108333,0.341667,0.405348,0.830877,0.497121,0.578044,0.478218,0.413031,0.358577,0.387486,0.063736,-0.556198
combined,0.80,bayesian_authority_allocation,6,120,0.158333,0.283333,0.403905,0.828752,0.495036,0.572696,0.478099,0.412937,0.360019,0.389215,0.063977,-0.468185
combined,0.80,bayesian_authority_allocation,7,120,0.216667,0.341667,0.404624,0.828644,0.497146,0.574824,0.476222,0.413319,0.360690,0.388086,0.064176,-0.446954
combined,0.80,bayesian_authority_allocation,8,120,0.125000,0.358333,0.405164,0.830061,0.496525,0.576304,0.476350,0.414650,0.358763,0.389175,0.064285,-0.549630
combined,0.80,bayesian_authority_allocation,9,120,0.133333,0.283333,0.407571,0.831332,0.497300,0.578330,0.476840,0.414317,0.357574,0.387089,0.064055,-0.495998
combined,0.80,cbf_safety_filter,0,120,0.308333,0.158333,0.336155,0.424611,0.452302,0.505672,0.594301,0.270302,0.346548,0.458991,0.121271,-0.088314
combined,0.80,cbf_safety_filter,1,120,0.316667,0.200000,0.332728,0.422225,0.447506,0.507419,0.595776,0.265440,0.347463,0.458325,0.121914,-0.103222
combined,0.80,cbf_safety_filter,2,120,0.291667,0.141667,0.333164,0.424055,0.449987,0.504274,0.595500,0.265359,0.346102,0.458429,0.121023,-0.092638
combined,0.80,cbf_safety_filter,3,120,0.291667,0.250000,0.333644,0.425984,0.450459,0.507527,0.594974,0.267197,0.348344,0.458730,0.121574,-0.161079
combined,0.80,cbf_safety_filter,4,120,0.258333,0.225000,0.332921,0.426207,0.451582,0.506281,0.593674,0.266011,0.348030,0.460805,0.120455,-0.178801
combined,0.80,cbf_safety_filter,5,120,0.333333,0.283333,0.333769,0.424561,0.450915,0.506430,0.595894,0.268588,0.346877,0.461032,0.120792,-0.139775
combined,0.80,cbf_safety_filter,6,120,0.283333,0.225000,0.332493,0.421467,0.448425,0.505641,0.596372,0.268299,0.348988,0.460753,0.120806,-0.151987
combined,0.80,cbf_safety_filter,7,120,0.266667,0.216667,0.333478,0.424599,0.449715,0.504296,0.594416,0.266775,0.346529,0.457523,0.120643,-0.164534
combined,0.80,cbf_safety_filter,8,120,0.316667,0.225000,0.333971,0.421408,0.449875,0.506695,0.595143,0.266727,0.348794,0.459449,0.121313,-0.119309
combined,0.80,cbf_safety_filter,9,120,0.308333,0.216667,0.331259,0.423684,0.449286,0.508768,0.594828,0.266720,0.347964,0.459510,0.120117,-0.122523
combined,0.80,confidence_threshold_shared_control,0,120,0.016667,0.416667,0.515176,0.973740,0.552096,0.636301,0.280917,0.420682,0.418196,0.270002,0.076227,-0.788445
combined,0.80,confidence_threshold_shared_control,1,120,0.016667,0.375000,0.514813,0.974616,0.548817,0.638278,0.279286,0.420432,0.419093,0.266427,0.076231,-0.762549
combined,0.80,confidence_threshold_shared_control,2,120,0.050000,0.383333,0.514981,0.975442,0.550141,0.636674,0.280474,0.420731,0.419658,0.268770,0.076637,-0.734577
combined,0.80,confidence_threshold_shared_control,3,120,0.033333,0.375000,0.514630,0.975713,0.553121,0.638085,0.281192,0.421361,0.420917,0.269696,0.075757,-0.746705
combined,0.80,confidence_threshold_shared_control,4,120,0.025000,0.416667,0.514763,0.972870,0.553632,0.637517,0.281290,0.421042,0.418911,0.268878,0.076160,-0.780197
combined,0.80,confidence_threshold_shared_control,5,120,0.025000,0.416667,0.514239,0.977002,0.551507,0.634810,0.281348,0.420155,0.418432,0.269393,0.076226,-0.780300
combined,0.80,confidence_threshold_shared_control,6,120,0.000000,0.425000,0.513962,0.970606,0.549275,0.632508,0.283354,0.420038,0.417295,0.269177,0.076151,-0.808056
combined,0.80,confidence_threshold_shared_control,7,120,0.008333,0.491667,0.514567,0.971202,0.552213,0.636437,0.281560,0.418361,0.420623,0.268346,0.075998,-0.842268
combined,0.80,confidence_threshold_shared_control,8,120,0.016667,0.316667,0.514003,0.976319,0.551648,0.634612,0.281148,0.421900,0.417870,0.266771,0.076530,-0.726599
combined,0.80,confidence_threshold_shared_control,9,120,0.033333,0.350000,0.514594,0.974110,0.551495,0.636415,0.282599,0.419997,0.417857,0.268343,0.076294,-0.730102
combined,0.80,mpc_risk_arbitration,0,120,0.325000,0.266667,0.313710,0.470401,0.435439,0.514934,0.663855,0.334613,0.328502,0.488433,0.131263,-0.143473
combined,0.80,mpc_risk_arbitration,1,120,0.341667,0.208333,0.312563,0.470436,0.431922,0.516450,0.663801,0.335841,0.327623,0.486359,0.132071,-0.090107
combined,0.80,mpc_risk_arbitration,2,120,0.325000,0.216667,0.312884,0.471433,0.433100,0.517286,0.662106,0.334496,0.327842,0.491487,0.132081,-0.112550
combined,0.80,mpc_risk_arbitration,3,120,0.250000,0.200000,0.314441,0.475100,0.436869,0.519142,0.661044,0.337434,0.328668,0.488150,0.131162,-0.179690
combined,0.80,mpc_risk_arbitration,4,120,0.375000,0.233333,0.313487,0.469388,0.435776,0.515699,0.662119,0.333819,0.328292,0.488735,0.132711,-0.072712
